Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (s),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
2,UP 1,30575.805,1048,0,0.0,27.0,0.0070925048,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7161@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0713036,N/A,N/A,N/A,N/A,IT=80 ,13415.186,N/A,414.7161,2,27.00,20.155,1.60,N/A,N/A,N/A,211753729.3130,76394365.1050,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,10358.8,0.000,N/A,N/A,N/A
126,UP 1,44887.672,1212,0,0.0,27.0,0.50810992,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7141@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0716951,N/A,N/A,N/A,N/A,IT=80 ,17531.025,N/A,414.7141,2,27.00,20.155,1.60,N/A,N/A,N/A,211753728.2914,76394364.3585,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,14022.0,0.000,N/A,N/A,N/A
242,UP 1,23425.203,1084,0,0.0,27.0,0.97080681,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7349@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6940044,N/A,N/A,N/A,N/A,IT=80 ,3608.2617,N/A,0.0000,2,27.00,19.962,1.60,N/A,N/A,N/A,211753729.8238,76394365.4592,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,9067.3,0.000,N/A,N/A,N/A
252,UP 1,47162.008,1264,0,0.0,27.0,1.0090212,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714373,N/A,N/A,N/A,N/A,IT=80 ,15887.55,N/A,414.7137,2,27.00,20.155,1.60,N/A,N/A,N/A,211753728.9173,76394364.8166,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,12317.4,0.000,N/A,N/A,N/A
378,UP 1,42223.07,1160,0,0.0,27.0,1.5094386,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714025,N/A,N/A,N/A,N/A,IT=80 ,16160.882,N/A,414.7137,2,27.00,20.155,1.60,N/A,N/A,N/A,211753729.5622,76394365.2816,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,10005.2,0.000,N/A,N/A,N/A
400,UP 1,31706.578,1276,0,0.0,27.0,1.595586,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7350@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7334565,N/A,N/A,N/A,N/A,IT=80 ,3799.6067,N/A,0.0000,2,27.00,19.962,1.60,N/A,N/A,N/A,211753729.4921,76394365.2251,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,10256.6,0.000,N/A,N/A,N/A
505,UP 1,53723.594,1312,0,0.0,27.0,2.0108082,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7138@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715727,N/A,N/A,N/A,N/A,IT=80 ,22306.375,N/A,414.7138,2,27.00,20.155,1.60,N/A,N/A,N/A,211753728.2822,76394364.3483,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,15144.8,0.000,N/A,N/A,N/A
532,UP 1,14936.156,896,0,0.0,27.0,2.1167346,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7352@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7092399,N/A,N/A,N/A,N/A,IT=80 ,4200.7769,N/A,0.0000,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.2011,76394365.7340,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,8264.6,0.000,N/A,N/A,N/A
632,UP 1,42557.961,1120,0,0.0,27.0,2.511709,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715334,N/A,N/A,N/A,N/A,IT=80 ,15869.459,N/A,414.7137,2,27.00,20.155,1.60,N/A,N/A,N/A,211753728.6043,76394364.5893,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,13990.2,0.000,N/A,N/A,N/A
660,UP 1,19044.133,988,0,0.0,27.0,2.6193313,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7349@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6902319,N/A,N/A,N/A,N/A,IT=80 ,3507.6609,N/A,0.0000,2,27.00,19.962,1.60,N/A,N/A,N/A,211753729.5705,76394365.2916,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,10525.5,0.000,N/A,N/A,N/A
760,UP 1,55939.406,1248,0,0.0,27.0,3.0132619,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0716135,N/A,N/A,N/A,N/A,IT=80 ,20122.029,N/A,414.7136,2,27.00,20.155,1.60,N/A,N/A,N/A,211753728.8243,76394364.7415,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,13700.7,0.000,N/A,N/A,N/A
788,UP 1,18046.664,988,0,0.0,27.0,3.120557,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7349@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6998909,N/A,N/A,N/A,N/A,IT=80 ,2741.8655,N/A,0.0000,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.3991,76394365.8887,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,8054.2,0.000,N/A,N/A,N/A
888,UP 1,51673.148,1324,0,0.0,27.0,3.5141794,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0716739,N/A,N/A,N/A,N/A,IT=80 ,17660.205,N/A,414.7137,2,27.00,20.155,1.60,N/A,N/A,N/A,211753729.1205,76394364.9628,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,12638.7,0.000,N/A,N/A,N/A
917,UP 1,20286.676,1036,0,0.0,27.0,3.6253474,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7350@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7214638,N/A,N/A,N/A,N/A,IT=80 ,3205.6975,N/A,410.7351,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.8813,76394366.2256,N/A,N/A,-2.62,-0.08,0.00,-0.01,0,N/A,6325.1,0.000,N/A,N/A,N/A
1016,UP 1,49128.531,1220,0,0.0,27.0,4.0154136,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715309,N/A,N/A,N/A,N/A,IT=80 ,19527.215,N/A,414.7137,2,27.00,20.155,1.60,N/A,N/A,N/A,211753729.2454,76394365.0494,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,12381.8,0.000,N/A,N/A,N/A
1045,UP 1,21488.586,1040,0,0.0,27.0,4.1268962,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7351@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7035145,N/A,N/A,N/A,N/A,IT=80 ,4839.9409,N/A,410.7351,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.6300,76394366.0448,N/A,N/A,-2.62,-0.08,0.00,-0.01,0,N/A,7417.2,0.000,N/A,N/A,N/A
1145,UP 1,53697.328,1284,0,0.0,27.0,4.5195435,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0713789,N/A,N/A,N/A,N/A,IT=80 ,19240.643,N/A,414.7137,2,27.00,20.155,1.60,N/A,N/A,N/A,211753728.8179,76394364.7496,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,13914.7,0.000,N/A,N/A,N/A
1174,UP 1,23880.273,1088,0,0.0,27.0,4.6306136,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7349@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.727717,N/A,N/A,N/A,N/A,IT=80 ,3760.0354,N/A,410.7349,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.5485,76394365.9807,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,7709.5,0.000,N/A,N/A,N/A
1274,UP 1,48983.738,1172,0,0.0,27.0,5.0230048,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714709,N/A,N/A,N/A,N/A,IT=80 ,19588.975,N/A,414.7136,2,27.00,20.155,1.60,N/A,N/A,N/A,211753730.2515,76394365.7765,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,9313.2,0.000,N/A,N/A,N/A
1303,UP 1,19258.141,940,0,0.0,27.0,5.1341686,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7349@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7276032,N/A,N/A,N/A,N/A,IT=80 ,4838.1079,N/A,410.7349,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.4156,76394365.8947,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,8724.8,0.000,N/A,N/A,N/A
1360,UP 1,17728.629,944,0,0.0,27.0,5.3575839,100.0-765.0,nan,FTMS + p NSI d Full ms2 366.7621@hcd27.00 [100.0000-765.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7029856,N/A,N/A,N/A,N/A,IT=80 ,4957.7798,N/A,0.0000,2,27.00,17.825,1.60,N/A,N/A,N/A,211753730.6940,76394366.0922,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,7726.7,0.000,N/A,N/A,N/A
1395,UP 1,12760.578,844,0,0.0,27.0,5.4937996,100.0-810.0,nan,FTMS + p NSI d Full ms2 388.7436@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6961149,N/A,N/A,N/A,N/A,IT=80 ,3653.9048,N/A,0.0000,2,27.00,18.893,1.60,N/A,N/A,N/A,211753731.1872,76394366.4539,N/A,N/A,-2.62,-0.08,0.00,-0.01,0,N/A,5958.3,0.000,N/A,N/A,N/A
1404,UP 1,44780.758,1032,0,0.0,27.0,5.5249598,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7135@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715587,N/A,N/A,N/A,N/A,IT=80 ,21601.59,N/A,414.7135,2,27.00,20.155,1.60,N/A,N/A,N/A,211753729.7754,76394365.4279,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,11020.6,0.000,N/A,N/A,N/A
1415,UP 1,16922.07,900,0,0.0,27.0,5.5664637,100.0-785.0,nan,FTMS + p NSI d Full ms2 376.1672@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7116694,N/A,N/A,N/A,N/A,IT=80 ,5852.9019,N/A,0.0000,2,27.00,18.282,1.60,N/A,N/A,N/A,211753730.2665,76394365.7854,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,9259.6,0.000,N/A,N/A,N/A
1434,UP 1,18230.992,948,0,0.0,27.0,5.6370779,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7346@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7052436,N/A,N/A,N/A,N/A,IT=80 ,5764.4839,N/A,410.7346,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.1048,76394365.6750,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,9839.4,0.000,N/A,N/A,N/A
1442,UP 1,14524.867,852,0,0.0,27.0,5.6668088,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3150@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7119597,N/A,N/A,N/A,N/A,IT=80 ,5457.5405,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753729.8713,76394365.5041,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,10676.7,0.000,N/A,N/A,N/A
1470,UP 1,12582.797,808,0,0.0,27.0,5.7751207,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7762@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7138854,N/A,N/A,N/A,N/A,IT=80 ,4690.0933,N/A,0.0000,2,27.00,22.394,1.60,N/A,N/A,N/A,211753730.8125,76394366.1869,N/A,N/A,-2.62,-0.08,0.00,-0.01,0,N/A,7301.9,0.000,N/A,N/A,N/A
1535,UP 1,53881.07,1272,0,0.0,27.0,6.0263981,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7134@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0716313,N/A,N/A,N/A,N/A,IT=80 ,21051.016,N/A,414.7134,2,27.00,20.155,1.60,N/A,N/A,N/A,211753729.2438,76394365.0523,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,12700.0,0.000,N/A,N/A,N/A
1552,UP 1,22854.156,988,0,0.0,27.0,6.0915873,100.0-1230.0,nan,FTMS + p NSI d Full ms2 593.1570@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6917844,N/A,N/A,N/A,N/A,IT=80 ,4059.4441,N/A,0.0000,2,27.00,28.827,1.60,N/A,N/A,N/A,211753730.0837,76394365.6501,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,9688.5,0.000,N/A,N/A,N/A
1565,UP 1,26307.633,1180,0,0.0,27.0,6.1386452,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7349@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7254284,N/A,N/A,N/A,N/A,IT=80 ,3711.4431,N/A,410.7349,2,27.00,19.962,1.60,N/A,N/A,N/A,211753729.6183,76394365.3192,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,11357.2,0.000,N/A,N/A,N/A
1576,UP 1,18839.273,948,0,0.0,27.0,6.1801992,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3148@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7051431,N/A,N/A,N/A,N/A,IT=80 ,5461.9209,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.7354,76394366.1279,N/A,N/A,-2.62,-0.08,0.00,-0.01,0,N/A,7351.9,0.000,N/A,N/A,N/A
1601,UP 1,20671.969,996,0,0.0,27.0,6.2747944,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7764@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7234726,N/A,N/A,N/A,N/A,IT=80 ,5470.1074,N/A,0.0000,2,27.00,22.394,1.60,N/A,N/A,N/A,211753730.3896,76394365.8783,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,8591.5,0.000,N/A,N/A,N/A
1604,UP 1,12830.023,796,0,0.0,27.0,6.2848798,100.0-785.0,nan,FTMS + p NSI d Full ms2 376.1671@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.722188,N/A,N/A,N/A,N/A,IT=80 ,5627.0415,N/A,0.0000,2,27.00,18.282,1.60,N/A,N/A,N/A,211753730.6059,76394366.0396,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,7816.1,0.000,N/A,N/A,N/A
1667,UP 1,50748.949,1220,0,0.0,27.0,6.5295072,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7134@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0716498,N/A,N/A,N/A,N/A,IT=80 ,21221.084,N/A,414.7134,2,27.00,20.155,1.60,N/A,N/A,N/A,211753730.1281,76394365.6869,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,9529.4,0.000,N/A,N/A,N/A
1696,UP 1,18001.305,992,0,0.0,27.0,6.6404481,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7349@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7189461,N/A,N/A,N/A,N/A,IT=80 ,4191.4722,N/A,410.7349,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.3909,76394365.8719,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,8586.9,0.000,N/A,N/A,N/A
1735,UP 1,14631.453,856,0,0.0,27.0,6.7935805,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7762@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7236421,N/A,N/A,N/A,N/A,IT=80 ,4445.9741,N/A,0.0000,2,27.00,22.394,1.60,N/A,N/A,N/A,211753730.3039,76394365.8058,N/A,N/A,-2.62,-0.08,-0.01,-0.01,0,N/A,8898.9,0.000,N/A,N/A,N/A
1770,UP 1,22644.703,1000,0,0.0,27.0,6.9309213,100.0-1230.0,nan,FTMS + p NSI d Full ms2 593.1570@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7187364,N/A,N/A,N/A,N/A,IT=80 ,5496.3721,N/A,0.0000,2,27.00,28.827,1.60,N/A,N/A,N/A,211753730.7197,76394366.1118,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8096.5,0.000,N/A,N/A,N/A
1784,UP 1,20394.664,988,0,0.0,27.0,6.9847022,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3148@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6942215,N/A,N/A,N/A,N/A,IT=80 ,4076.3557,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.0856,76394365.6577,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10370.1,0.000,N/A,N/A,N/A
1797,UP 1,19798.73,952,0,0.0,27.0,7.0323455,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7134@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7130134,N/A,N/A,N/A,N/A,IT=80 ,5868.3125,N/A,414.7134,2,27.00,20.155,1.60,N/A,N/A,N/A,211753730.9271,76394366.2630,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7352.8,0.000,N/A,N/A,N/A
1813,UP 1,11482.93,756,0,0.0,27.0,7.0944264,100.0-785.0,nan,FTMS + p NSI d Full ms2 376.1672@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6989383,N/A,N/A,N/A,N/A,IT=80 ,5307.4346,N/A,376.1672,2,27.00,18.282,1.60,N/A,N/A,N/A,211753731.6822,76394366.8093,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,4645.4,0.000,N/A,N/A,N/A
1826,UP 1,14338.484,844,0,0.0,27.0,7.1423281,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7348@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.69775,N/A,N/A,N/A,N/A,IT=80 ,3828.9951,N/A,410.7348,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.4255,76394365.8982,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9151.3,0.000,N/A,N/A,N/A
1865,UP 1,33388.141,1292,0,0.0,27.0,7.2945438,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7764@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7078262,N/A,N/A,N/A,N/A,IT=80 ,6600.9448,N/A,0.0000,2,27.00,22.394,1.60,N/A,N/A,N/A,211753729.8196,76394365.4577,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11324.0,0.000,N/A,N/A,N/A
1916,UP 1,27251.273,1148,0,0.0,27.0,7.4950216,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3149@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6972032,N/A,N/A,N/A,N/A,IT=80 ,4352.6963,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.3252,76394365.8274,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9510.9,0.000,N/A,N/A,N/A
1923,UP 1,27824.422,1096,0,0.0,27.0,7.5191319,100.0-1230.0,nan,FTMS + p NSI d Full ms2 593.1567@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7057005,N/A,N/A,N/A,N/A,IT=80 ,7878.7544,N/A,0.0000,2,27.00,28.827,1.60,N/A,N/A,N/A,211753730.5568,76394366.0011,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8680.5,0.000,N/A,N/A,N/A
1928,UP 1,14208.238,804,0,0.0,27.0,7.5353422,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7136@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7192008,N/A,N/A,N/A,N/A,IT=80 ,5638.6021,N/A,414.7136,2,27.00,20.155,1.60,N/A,N/A,N/A,211753731.0381,76394366.3446,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,6954.8,0.000,N/A,N/A,N/A
1956,UP 1,10130.664,748,0,0.0,27.0,7.6439873,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7348@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7040619,N/A,N/A,N/A,N/A,IT=80 ,4894.875,N/A,410.7348,2,27.00,19.962,1.60,N/A,N/A,N/A,211753730.4031,76394365.8867,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9231.8,0.000,N/A,N/A,N/A
1997,UP 1,26244.426,1096,0,0.0,27.0,7.8053341,100.0-960.0,nan,FTMS + p NSI d Full ms2 460.7764@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7156879,N/A,N/A,N/A,N/A,IT=80 ,7031.3354,N/A,0.0000,2,27.00,22.394,1.60,N/A,N/A,N/A,211753730.9900,76394366.3064,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7672.5,0.000,N/A,N/A,N/A
2043,UP 1,7226.9805,700,0,0.0,27.0,7.9862413,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6994@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7022971,N/A,N/A,N/A,N/A,IT=80 ,3942.9976,N/A,0.0000,2,27.00,17.433,1.60,N/A,N/A,N/A,211753731.6098,76394366.7589,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,5450.1,0.000,N/A,N/A,N/A
2051,UP 1,18278.438,896,0,0.0,27.0,8.0143015,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.3151@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7325858,N/A,N/A,N/A,N/A,IT=80 ,4231.1553,N/A,0.0000,2,27.00,20.379,1.60,N/A,N/A,N/A,211753730.4429,76394365.9149,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9634.2,0.000,N/A,N/A,N/A
2058,UP 1,19717.836,952,0,0.0,27.0,8.038493,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7133@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7145108,N/A,N/A,N/A,N/A,IT=80 ,5048.3735,N/A,414.7133,2,27.00,20.155,1.60,N/A,N/A,N/A,211753730.1841,76394365.7314,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10562.2,0.000,N/A,N/A,N/A
2086,UP 1,14192.672,848,0,0.0,27.0,8.1470569,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7347@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7050139,N/A,N/A,N/A,N/A,IT=80 ,5495.4478,N/A,410.7348,2,27.00,19.962,1.60,N/A,N/A,N/A,211753731.0852,76394366.3789,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7331.3,0.000,N/A,N/A,N/A
