Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (s),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
7866,UP 1,15254.016,848,0,0.0,27.0,23.45309,100.0-1185.0,nan,FTMS + p NSI d Full ms2 571.3300@hcd27.00 [100.0000-1185.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7257586,N/A,N/A,N/A,N/A,IT=80 ,3770.1616,N/A,570.8283,2,27.00,27.767,1.60,N/A,N/A,N/A,211753733.0964,76394367.8257,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8783.5,0.000,N/A,N/A,N/A
7867,UP 1,17644.984,856,0,0.0,27.0,23.454917,100.0-1365.0,nan,FTMS + p NSI d Full ms2 439.9209@hcd27.00 [100.0000-1365.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7147226,N/A,N/A,N/A,N/A,IT=80 ,7376.687,N/A,439.5869,3,27.00,20.192,1.60,N/A,N/A,N/A,211753732.9612,76394367.7354,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9268.2,0.000,N/A,N/A,N/A
7868,UP 1,16532.102,892,0,0.0,27.0,23.456746,100.0-1110.0,nan,FTMS + p NSI d Full ms2 534.2514@hcd27.00 [100.0000-1110.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7279488,N/A,N/A,N/A,N/A,IT=80 ,3991.6326,N/A,534.2514,2,27.00,25.965,1.60,N/A,N/A,N/A,211753732.7401,76394367.5724,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10060.9,0.000,N/A,N/A,N/A
7869,UP 1,66780.383,1444,0,0.0,27.0,23.458559,100.0-810.0,nan,FTMS + p NSI d Full ms2 388.2132@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1441527,N/A,N/A,N/A,N/A,IT=80 ,17316.43,N/A,0.0000,2,27.00,18.867,1.60,N/A,N/A,N/A,211753731.5662,76394366.7224,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,14270.0,0.000,N/A,N/A,N/A
7871,UP 1,10947.375,752,0,0.0,27.0,23.462297,100.0-980.0,nan,FTMS + p NSI d Full ms2 471.7711@hcd27.00 [100.0000-980.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6955539,N/A,N/A,N/A,N/A,IT=80 ,4038.5122,N/A,0.0000,2,27.00,22.928,1.60,N/A,N/A,N/A,211753733.5399,76394368.1418,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7193.4,0.000,N/A,N/A,N/A
7872,UP 1,18801.773,940,0,0.0,27.0,23.464125,100.0-1150.0,nan,FTMS + p NSI d Full ms2 553.2673@hcd27.00 [100.0000-1150.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7316791,N/A,N/A,N/A,N/A,IT=80 ,4092.0618,N/A,0.0000,2,27.00,26.889,1.60,N/A,N/A,N/A,211753733.2904,76394367.9616,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8087.9,0.000,N/A,N/A,N/A
7873,UP 1,20325.477,952,0,0.0,27.0,23.465955,100.0-1020.0,nan,FTMS + p NSI d Full ms2 491.7372@hcd27.00 [100.0000-1020.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7038686,N/A,N/A,N/A,N/A,IT=80 ,5892.7363,N/A,491.7372,2,27.00,23.898,1.60,N/A,N/A,N/A,211753732.9731,76394367.7362,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9225.6,0.000,N/A,N/A,N/A
7874,UP 1,27617.672,1188,0,0.0,27.0,23.467767,100.0-890.0,nan,FTMS + p NSI d Full ms2 426.2584@hcd27.00 [100.0000-890.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7002508,N/A,N/A,N/A,N/A,IT=80 ,5063.397,N/A,426.2584,2,27.00,20.716,1.60,N/A,N/A,N/A,211753732.7412,76394367.5658,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10057.0,0.000,N/A,N/A,N/A
7875,UP 1,28332.398,1144,0,0.0,27.0,23.469582,100.0-900.0,nan,FTMS + p NSI d Full ms2 432.7324@hcd27.00 [100.0000-900.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,210.2767563,N/A,N/A,N/A,N/A,IT=80 ,4892.7646,N/A,432.7324,2,27.00,21.031,1.60,N/A,N/A,N/A,211753732.8103,76394367.6289,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9809.3,0.000,N/A,N/A,N/A
7876,UP 1,11540.055,748,0,0.0,27.0,23.471413,100.0-1290.0,nan,FTMS + p NSI d Full ms2 621.8023@hcd27.00 [100.0000-1290.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6976668,N/A,N/A,N/A,N/A,IT=80 ,3211.9407,N/A,621.8023,2,27.00,30.220,1.60,N/A,N/A,N/A,211753732.8163,76394367.6207,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9787.9,0.000,N/A,N/A,N/A
7877,UP 1,22986.453,1100,0,0.0,27.0,23.473225,100.0-785.0,nan,FTMS + p NSI d Full ms2 374.2232@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7173183,N/A,N/A,N/A,N/A,IT=80 ,5648.8496,N/A,374.2232,2,27.00,18.187,1.60,N/A,N/A,N/A,211753732.7345,76394367.5704,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10081.1,0.000,N/A,N/A,N/A
7879,UP 1,19988.805,904,0,0.0,27.0,23.476967,100.0-825.0,nan,FTMS + p NSI d Full ms2 394.7263@hcd27.00 [100.0000-825.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7200489,N/A,N/A,N/A,N/A,IT=80 ,7789.917,N/A,0.0000,2,27.00,19.184,1.60,N/A,N/A,N/A,211753733.3225,76394367.9836,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7972.9,0.000,N/A,N/A,N/A
7880,UP 1,23765.625,1000,0,0.0,27.0,23.478802,100.0-2095.0,nan,FTMS + p NSI d Full ms2 678.2994@hcd27.00 [100.0000-2095.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7242972,N/A,N/A,N/A,N/A,IT=80 ,4834.0166,N/A,0.0000,3,27.00,31.134,1.60,N/A,N/A,N/A,211753732.8418,76394367.6507,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9696.4,0.000,N/A,N/A,N/A
7881,UP 1,22426.203,940,0,0.0,27.0,23.480615,100.0-1405.0,nan,FTMS + p NSI d Full ms2 452.2416@hcd27.00 [100.0000-1405.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,210.9959474,N/A,N/A,N/A,N/A,IT=80 ,4065.3877,N/A,451.9076,3,27.00,20.758,1.60,N/A,N/A,N/A,211753733.0755,76394367.8147,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8858.4,0.000,N/A,N/A,N/A
7882,UP 1,23784.742,1044,0,0.0,27.0,23.482444,100.0-1030.0,nan,FTMS + p NSI d Full ms2 495.2621@hcd27.00 [100.0000-1030.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7115563,N/A,N/A,N/A,N/A,IT=80 ,5949.689,N/A,495.2621,2,27.00,24.070,1.60,N/A,N/A,N/A,211753732.2165,76394367.1928,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11938.6,0.000,N/A,N/A,N/A
7884,UP 1,21394.805,1084,0,0.0,27.0,23.486194,100.0-910.0,nan,FTMS + p NSI d Full ms2 437.2162@hcd27.00 [100.0000-910.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7292995,N/A,N/A,N/A,N/A,IT=80 ,2519.1853,N/A,0.0000,2,27.00,21.249,1.60,N/A,N/A,N/A,211753733.3482,76394368.0102,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7880.5,0.000,N/A,N/A,N/A
7885,UP 1,25844.789,1056,0,0.0,27.0,23.488007,100.0-785.0,nan,FTMS + p NSI d Full ms2 374.2118@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6982204,N/A,N/A,N/A,N/A,IT=80 ,7438.1064,N/A,0.0000,2,27.00,18.187,1.60,N/A,N/A,N/A,211753732.3369,76394367.2847,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11506.7,0.000,N/A,N/A,N/A
7886,UP 1,20704.523,948,0,0.0,27.0,23.489836,100.0-1270.0,nan,FTMS + p NSI d Full ms2 612.7709@hcd27.00 [100.0000-1270.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7033855,N/A,N/A,N/A,N/A,IT=80 ,5414.9956,N/A,612.7709,2,27.00,29.781,1.60,N/A,N/A,N/A,211753732.8931,76394367.6726,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9512.5,0.000,N/A,N/A,N/A
7887,UP 1,15837.25,900,0,0.0,27.0,23.491648,100.0-895.0,nan,FTMS + p NSI d Full ms2 429.7561@hcd27.00 [100.0000-895.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0295659,N/A,N/A,N/A,N/A,IT=80 ,3191.8926,N/A,0.0000,2,27.00,20.886,1.60,N/A,N/A,N/A,211753733.0011,76394367.7602,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9125.2,0.000,N/A,N/A,N/A
7889,UP 1,38545.156,1328,0,0.0,27.0,23.495409,100.0-2150.0,nan,FTMS + p NSI d Full ms2 696.2937@hcd27.00 [100.0000-2150.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,210.4876001,N/A,N/A,N/A,N/A,IT=80 ,4213.5811,N/A,0.0000,3,27.00,31.960,1.60,N/A,N/A,N/A,211753732.6213,76394367.4810,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10487.0,0.000,N/A,N/A,N/A
7890,UP 1,15363.555,848,0,0.0,27.0,23.497238,100.0-1190.0,nan,FTMS + p NSI d Full ms2 574.7906@hcd27.00 [100.0000-1190.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7224014,N/A,N/A,N/A,N/A,IT=80 ,5560.7646,N/A,0.0000,2,27.00,27.935,1.60,N/A,N/A,N/A,211753733.0270,76394367.7799,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9032.2,0.000,N/A,N/A,N/A
7891,UP 1,17613.672,904,0,0.0,27.0,23.49905,100.0-920.0,nan,FTMS + p NSI d Full ms2 442.2539@hcd27.00 [100.0000-920.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.731187,N/A,N/A,N/A,N/A,IT=80 ,3858.2761,N/A,442.2539,2,27.00,21.494,1.60,N/A,N/A,N/A,211753732.4889,76394367.3951,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10961.8,0.000,N/A,N/A,N/A
7892,UP 1,25237.117,1040,0,0.0,27.0,23.500867,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.7148@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.695964,N/A,N/A,N/A,N/A,IT=80 ,4102.0547,N/A,465.7148,2,27.00,22.634,1.60,N/A,N/A,N/A,211753732.7412,76394367.5762,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10057.1,0.000,N/A,N/A,N/A
7893,UP 1,25848.055,1100,0,0.0,27.0,23.502677,100.0-1900.0,nan,FTMS + p NSI d Full ms2 460.2574@hcd27.00 [100.0000-1900.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7027016,N/A,N/A,N/A,N/A,IT=80 ,4661.167,N/A,460.0068,4,27.00,19.883,1.60,N/A,N/A,N/A,211753732.9399,76394367.7208,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9344.5,0.000,N/A,N/A,N/A
7896,UP 1,20864.297,952,0,0.0,27.0,23.510511,100.0-885.0,nan,FTMS + p NSI d Full ms2 424.2207@hcd27.00 [100.0000-885.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6980546,N/A,N/A,N/A,N/A,IT=80 ,6015.7773,N/A,424.2207,2,27.00,20.617,1.60,N/A,N/A,N/A,211753733.2349,76394367.9277,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8287.1,0.000,N/A,N/A,N/A
7897,UP 1,20103.68,944,0,0.0,27.0,23.51234,100.0-1220.0,nan,FTMS + p NSI d Full ms2 587.7836@hcd27.00 [100.0000-1220.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.707248,N/A,N/A,N/A,N/A,IT=80 ,5481.1997,N/A,587.7836,2,27.00,28.566,1.60,N/A,N/A,N/A,211753733.3343,76394367.9983,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,7930.5,0.000,N/A,N/A,N/A
7898,UP 1,30971.938,1060,0,0.0,27.0,23.51415,100.0-1245.0,nan,FTMS + p NSI d Full ms2 400.5341@hcd27.00 [100.0000-1245.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0810773,N/A,N/A,N/A,N/A,IT=80 ,8952.9521,N/A,400.5341,3,27.00,18.385,1.60,N/A,N/A,N/A,211753732.3116,76394367.2548,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11597.6,0.000,N/A,N/A,N/A
7899,UP 1,13753.789,804,0,0.0,27.0,23.515979,100.0-1110.0,nan,FTMS + p NSI d Full ms2 534.2780@hcd27.00 [100.0000-1110.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7159588,N/A,N/A,N/A,N/A,IT=80 ,5820.8916,N/A,534.2780,2,27.00,25.966,1.60,N/A,N/A,N/A,211753732.3575,76394367.2922,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11432.8,0.000,N/A,N/A,N/A
7901,UP 1,26692.219,1096,0,0.0,27.0,23.519756,100.0-1255.0,nan,FTMS + p NSI d Full ms2 604.7999@hcd27.00 [100.0000-1255.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,210.6721973,N/A,N/A,N/A,N/A,IT=80 ,4351.4712,N/A,604.7999,2,27.00,29.393,1.60,N/A,N/A,N/A,211753732.8710,76394367.6647,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9591.5,0.000,N/A,N/A,N/A
7902,UP 1,15437.715,852,0,0.0,27.0,23.521602,100.0-1125.0,nan,FTMS + p NSI d Full ms2 543.2957@hcd27.00 [100.0000-1125.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7195534,N/A,N/A,N/A,N/A,IT=80 ,5118.5708,N/A,0.0000,2,27.00,26.404,1.60,N/A,N/A,N/A,211753733.6781,76394368.2506,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,6697.9,0.000,N/A,N/A,N/A
7903,UP 1,37259.977,1316,0,0.0,27.0,23.523415,100.0-795.0,nan,FTMS + p NSI d Full ms2 379.2446@hcd27.00 [100.0000-795.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7044126,N/A,N/A,N/A,N/A,IT=80 ,4866.5366,N/A,379.2446,2,27.00,18.431,1.60,N/A,N/A,N/A,211753732.8958,76394367.6840,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9502.6,0.000,N/A,N/A,N/A
7904,UP 1,20552.215,912,0,0.0,27.0,23.525227,100.0-1135.0,nan,FTMS + p NSI d Full ms2 363.8766@hcd27.00 [100.0000-1135.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6964296,N/A,N/A,N/A,N/A,IT=80 ,5998.2515,N/A,363.8766,3,27.00,16.702,1.60,N/A,N/A,N/A,211753733.4854,76394368.1048,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7388.8,0.000,N/A,N/A,N/A
7905,UP 1,25941.094,1100,0,0.0,27.0,23.527056,100.0-1130.0,nan,FTMS + p NSI d Full ms2 543.7789@hcd27.00 [100.0000-1130.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7331463,N/A,N/A,N/A,N/A,IT=80 ,3507.8457,N/A,543.7788,2,27.00,26.428,1.60,N/A,N/A,N/A,211753732.9688,76394367.7346,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9240.9,0.000,N/A,N/A,N/A
7906,UP 1,24877.852,1084,0,0.0,27.0,23.528873,100.0-1545.0,nan,FTMS + p NSI d Full ms2 498.9484@hcd27.00 [100.0000-1545.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.719367,N/A,N/A,N/A,N/A,IT=80 ,4560.7441,N/A,498.9484,3,27.00,22.902,1.60,N/A,N/A,N/A,211753733.0279,76394367.7733,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9029.2,0.000,N/A,N/A,N/A
7908,UP 1,18407.297,848,0,0.0,27.0,23.532663,100.0-1340.0,nan,FTMS + p NSI d Full ms2 646.7968@hcd27.00 [100.0000-1340.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7266948,N/A,N/A,N/A,N/A,IT=80 ,7337.4922,N/A,0.0000,2,27.00,31.434,1.60,N/A,N/A,N/A,211753732.7783,76394367.5931,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9924.1,0.000,N/A,N/A,N/A
7909,UP 1,23916.148,996,0,0.0,27.0,23.534498,100.0-1370.0,nan,FTMS + p NSI d Full ms2 662.8402@hcd27.00 [100.0000-1370.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7118352,N/A,N/A,N/A,N/A,IT=80 ,6869.4614,N/A,0.0000,2,27.00,32.214,1.60,N/A,N/A,N/A,211753732.7397,76394367.5653,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10062.3,0.000,N/A,N/A,N/A
7910,UP 1,38945.539,1176,0,0.0,27.0,23.536258,100.0-1620.0,nan,FTMS + p NSI d Full ms2 523.5819@hcd27.00 [100.0000-1620.0000],On,1,75.999,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,523.2952385,N/A,N/A,N/A,N/A,IT=76 ,7388.2461,N/A,523.5819,3,27.00,24.032,1.60,N/A,N/A,N/A,211753732.8702,76394367.6574,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9594.7,0.000,N/A,N/A,N/A
7911,UP 1,30633.031,1280,0,0.0,27.0,23.538073,100.0-1120.0,nan,FTMS + p NSI d Full ms2 359.8648@hcd27.00 [100.0000-1120.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7211446,N/A,N/A,N/A,N/A,IT=80 ,5452.3076,N/A,359.8648,3,27.00,16.518,1.60,N/A,N/A,N/A,211753733.5498,76394368.1627,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7157.8,0.000,N/A,N/A,N/A
7914,UP 1,36963.562,1172,0,0.0,27.0,23.545746,100.0-810.0,nan,FTMS + p NSI d Full ms2 387.2297@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,115.0866788,N/A,N/A,N/A,N/A,IT=80 ,5421.2061,N/A,387.2297,2,27.00,18.819,1.60,N/A,N/A,N/A,211753731.8416,76394366.9188,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,13282.7,0.000,N/A,N/A,N/A
7915,UP 1,17889.742,944,0,0.0,27.0,23.54756,100.0-915.0,nan,FTMS + p NSI d Full ms2 439.7399@hcd27.00 [100.0000-915.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7261975,N/A,N/A,N/A,N/A,IT=80 ,3715.9617,N/A,439.7399,2,27.00,21.371,1.60,N/A,N/A,N/A,211753732.8720,76394367.6720,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9588.0,0.000,N/A,N/A,N/A
7916,UP 1,17500.953,856,0,0.0,27.0,23.549375,100.0-790.0,nan,FTMS + p NSI d Full ms2 376.7127@hcd27.00 [100.0000-790.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7208056,N/A,N/A,N/A,N/A,IT=80 ,6019.2031,N/A,376.7127,2,27.00,18.308,1.60,N/A,N/A,N/A,211753733.2214,76394367.9229,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8335.1,0.000,N/A,N/A,N/A
7917,UP 1,34925.266,1280,0,0.0,27.0,23.551202,100.0-1130.0,nan,FTMS + p NSI d Full ms2 544.2451@hcd27.00 [100.0000-1130.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6977794,N/A,N/A,N/A,N/A,IT=80 ,5337.1938,N/A,544.2450,2,27.00,26.450,1.60,N/A,N/A,N/A,211753732.6667,76394367.5147,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10324.2,0.000,N/A,N/A,N/A
7918,UP 1,17709.57,892,0,0.0,27.0,23.553031,100.0-1040.0,nan,FTMS + p NSI d Full ms2 501.2198@hcd27.00 [100.0000-1040.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7044454,N/A,N/A,N/A,N/A,IT=80 ,5645.7246,N/A,501.2198,2,27.00,24.359,1.60,N/A,N/A,N/A,211753732.2331,76394367.2092,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,11878.9,0.000,N/A,N/A,N/A
7919,UP 1,23215.926,996,0,0.0,27.0,23.554844,100.0-950.0,nan,FTMS + p NSI d Full ms2 457.2378@hcd27.00 [100.0000-950.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7000498,N/A,N/A,N/A,N/A,IT=80 ,7843.3135,N/A,455.7349,2,27.00,22.222,1.60,N/A,N/A,N/A,211753733.5730,76394368.1711,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,7074.6,0.000,N/A,N/A,N/A
7920,UP 1,56312.664,1304,0,0.0,27.0,23.556502,100.0-1380.0,nan,FTMS + p NSI d Full ms2 667.3097@hcd27.00 [100.0000-1380.0000],On,1,69.454,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0712983,N/A,N/A,N/A,N/A,IT=69 ,13706.932,N/A,0.0000,2,27.00,32.431,1.60,N/A,N/A,N/A,211753733.0585,76394367.8051,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8919.5,0.000,N/A,N/A,N/A
7922,UP 1,22397.016,908,0,0.0,27.0,23.560248,100.0-1015.0,nan,FTMS + p NSI d Full ms2 488.7283@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6983189,N/A,N/A,N/A,N/A,IT=80 ,7249.2749,N/A,488.7283,2,27.00,23.752,1.60,N/A,N/A,N/A,211753733.0309,76394367.7778,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,9018.5,0.000,N/A,N/A,N/A
7923,UP 1,16580.961,764,0,0.0,27.0,23.562102,100.0-1425.0,nan,FTMS + p NSI d Full ms2 689.2984@hcd27.00 [100.0000-1425.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7055526,N/A,N/A,N/A,N/A,IT=80 ,9298.5078,N/A,0.0000,2,27.00,33.500,1.60,N/A,N/A,N/A,211753734.0096,76394368.4950,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,5509.1,0.000,N/A,N/A,N/A
7924,UP 1,28310.195,1096,0,0.0,27.0,23.563929,100.0-2040.0,nan,FTMS + p NSI d Full ms2 659.9871@hcd27.00 [100.0000-2040.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6917173,N/A,N/A,N/A,N/A,IT=80 ,4839.979,N/A,659.9871,3,27.00,30.293,1.60,N/A,N/A,N/A,211753733.1625,76394367.8773,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8546.5,0.000,N/A,N/A,N/A
7925,UP 1,24441.758,988,0,0.0,27.0,23.56576,100.0-1205.0,nan,FTMS + p NSI d Full ms2 580.7995@hcd27.00 [100.0000-1205.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6934353,N/A,N/A,N/A,N/A,IT=80 ,6485.7739,N/A,580.7995,2,27.00,28.227,1.60,N/A,N/A,N/A,211753733.2942,76394367.9699,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,8074.2,0.000,N/A,N/A,N/A
7926,UP 1,27249.609,1044,0,0.0,27.0,23.567614,100.0-1620.0,nan,FTMS + p NSI d Full ms2 784.8676@hcd27.00 [100.0000-1620.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7143709,N/A,N/A,N/A,N/A,IT=80 ,7708.6436,N/A,784.8676,2,27.00,38.145,1.60,N/A,N/A,N/A,211753733.5948,76394368.1928,N/A,N/A,-2.61,-0.08,0.00,-0.01,0,N/A,6996.4,0.000,N/A,N/A,N/A
7927,UP 1,21407.852,948,0,0.0,27.0,23.569427,100.0-985.0,nan,FTMS + p NSI d Full ms2 473.1818@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7226325,N/A,N/A,N/A,N/A,IT=80 ,6507.2451,N/A,473.1818,2,27.00,22.997,1.60,N/A,N/A,N/A,211753732.5670,76394367.4440,N/A,N/A,-2.61,-0.08,-0.01,-0.01,0,N/A,10681.7,0.000,N/A,N/A,N/A
