Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (min),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
16351,Ref 1,43315.242,1396,0,0.0,27.0,37.993093,100.0-1175.0,nan,FTMS + p NSI d Full ms2 376.9217@hcd27.00 [100.0000-1175.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0804886,N/A,N/A,N/A,N/A,IT=80 ,4632.4224,N/A,376.9217,3,27.00,17.301,1.60,N/A,N/A,N/A,211753935.8160,70201672.0845,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,13066.0,0.000,N/A,N/A,N/A
16352,Ref 1,72701.773,1676,0,0.0,27.0,37.994922,100.0-1025.0,nan,FTMS + p NSI d Full ms2 492.8083@hcd27.00 [100.0000-1025.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1647928,N/A,N/A,N/A,N/A,IT=80 ,12817.782,N/A,492.8083,2,27.00,23.950,1.60,N/A,N/A,N/A,211753935.5019,70201671.8764,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,14382.4,0.000,N/A,N/A,N/A
16353,Ref 1,481597.56,3744,0,0.0,27.0,37.996758,100.0-1370.0,nan,FTMS + p NSI d Full ms2 661.3601@hcd27.00 [100.0000-1370.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1648397,N/A,N/A,N/A,N/A,IT=80 ,75138.617,N/A,661.3601,2,27.00,32.142,1.60,N/A,N/A,N/A,211753926.6015,70201665.9749,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,51673.9,0.000,N/A,N/A,N/A
16354,Ref 1,415486.31,2904,0,0.0,27.0,37.998587,100.0-1200.0,nan,FTMS + p NSI d Full ms2 578.3047@hcd27.00 [100.0000-1200.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,143.1179223,N/A,N/A,N/A,N/A,IT=80 ,94866.102,N/A,578.3047,2,27.00,28.106,1.60,N/A,N/A,N/A,211753927.3104,70201666.4457,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,48703.6,0.000,N/A,N/A,N/A
16355,Ref 1,253033.58,2808,0,0.0,27.0,38.000416,100.0-1160.0,nan,FTMS + p NSI d Full ms2 559.7988@hcd27.00 [100.0000-1160.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1440148,N/A,N/A,N/A,N/A,IT=80 ,69549.078,N/A,559.7988,2,27.00,27.206,1.60,N/A,N/A,N/A,211753930.9456,70201668.8610,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,33472.5,0.000,N/A,N/A,N/A
16356,Ref 1,289351.56,2964,0,0.0,27.0,38.002226,100.0-975.0,nan,FTMS + p NSI d Full ms2 467.7736@hcd27.00 [100.0000-975.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1440629,N/A,N/A,N/A,N/A,IT=80 ,41105.945,N/A,467.7735,2,27.00,22.734,1.60,N/A,N/A,N/A,211753930.4592,70201668.5402,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,35510.6,0.000,N/A,N/A,N/A
16357,Ref 1,200630.64,3180,0,0.0,27.0,38.004062,100.0-2005.0,nan,FTMS + p NSI d Full ms2 648.3306@hcd27.00 [100.0000-2005.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.1285607,N/A,N/A,N/A,N/A,IT=80 ,17588.658,N/A,648.3306,3,27.00,29.758,1.60,N/A,N/A,N/A,211753933.4252,70201670.4979,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,23083.5,0.000,N/A,N/A,N/A
16358,Ref 1,211401.52,2196,0,0.0,27.0,38.005891,100.0-1040.0,nan,FTMS + p NSI d Full ms2 499.2770@hcd27.00 [100.0000-1040.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808587,N/A,N/A,N/A,N/A,IT=80 ,70745.094,N/A,499.2770,2,27.00,24.265,1.60,N/A,N/A,N/A,211753932.5015,70201669.8830,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,26953.8,0.000,N/A,N/A,N/A
16359,Ref 1,50963.453,1312,0,0.0,27.0,38.007737,100.0-1820.0,nan,FTMS + p NSI d Full ms2 882.9130@hcd27.00 [100.0000-1820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5774436,N/A,N/A,N/A,N/A,IT=80 ,9183.8037,N/A,882.9129,2,27.00,42.910,1.60,N/A,N/A,N/A,211753936.0523,70201672.2426,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,12076.3,0.000,N/A,N/A,N/A
16360,Ref 1,61219.305,1480,0,0.0,27.0,38.009564,100.0-1915.0,nan,FTMS + p NSI d Full ms2 620.0164@hcd27.00 [100.0000-1915.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,171.1496976,N/A,N/A,N/A,N/A,IT=80 ,9569.7119,N/A,619.6823,3,27.00,28.459,1.60,N/A,N/A,N/A,211753936.1166,70201672.2847,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,11806.8,0.000,N/A,N/A,N/A
16362,Ref 1,14218504.0,3148,0,0.0,27.0,38.013351,100.0-1030.0,nan,FTMS + p NSI d Full ms2 495.2932@hcd27.00 [100.0000-1030.0000],On,1,4.951,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808964,N/A,N/A,N/A,N/A,IT=5 ,3486727.0,N/A,495.2932,2,27.00,24.071,1.60,N/A,N/A,N/A,211753917.1264,70201659.6990,N/A,N/A,-4.87,-0.08,-0.05,0.04,0,N/A,91373.4,0.000,N/A,N/A,N/A
16363,Ref 1,43611.625,1156,0,0.0,27.0,38.015214,100.0-2170.0,nan,FTMS + p NSI d Full ms2 1055.0214@hcd27.00 [100.0000-2170.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5885612,N/A,N/A,N/A,N/A,IT=80 ,11087.873,N/A,1054.5204,2,27.00,51.274,1.60,N/A,N/A,N/A,211753936.0308,70201672.2355,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,12166.1,0.000,N/A,N/A,N/A
16364,Ref 1,498862.88,3128,0,0.0,27.0,38.01706,100.0-1460.0,nan,FTMS + p NSI d Full ms2 705.8191@hcd27.00 [100.0000-1460.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.080926,N/A,N/A,N/A,N/A,IT=80 ,79766.516,N/A,705.8191,2,27.00,34.303,1.60,N/A,N/A,N/A,211753926.3445,70201665.8030,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,52750.5,0.000,N/A,N/A,N/A
16365,Ref 1,284960.81,3660,0,0.0,27.0,38.018889,100.0-1130.0,nan,FTMS + p NSI d Full ms2 543.8196@hcd27.00 [100.0000-1130.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,514.2973394,N/A,N/A,N/A,N/A,IT=80 ,18677.482,N/A,543.8196,2,27.00,26.430,1.60,N/A,N/A,N/A,211753929.9038,70201668.1584,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,37837.8,0.000,N/A,N/A,N/A
16366,Ref 1,167832.44,2356,0,0.0,27.0,38.020739,100.0-1625.0,nan,FTMS + p NSI d Full ms2 787.8311@hcd27.00 [100.0000-1625.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,202.0822869,N/A,N/A,N/A,N/A,IT=80 ,18660.041,N/A,787.8311,2,27.00,38.289,1.60,N/A,N/A,N/A,211753933.7921,70201670.7409,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,21546.3,0.000,N/A,N/A,N/A
16367,Ref 1,124967.06,2084,0,0.0,27.0,38.022585,100.0-2395.0,nan,FTMS + p NSI d Full ms2 775.4160@hcd27.00 [100.0000-2395.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,369.2240112,N/A,N/A,N/A,N/A,IT=80 ,13700.268,N/A,775.0820,3,27.00,35.592,1.60,N/A,N/A,N/A,211753934.3902,70201671.1403,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,19040.0,0.000,N/A,N/A,N/A
16368,Ref 1,153206.17,2440,0,0.0,27.0,38.024414,100.0-2075.0,nan,FTMS + p NSI d Full ms2 672.0308@hcd27.00 [100.0000-2075.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5687282,N/A,N/A,N/A,N/A,IT=80 ,11704.672,N/A,672.0308,3,27.00,30.846,1.60,N/A,N/A,N/A,211753933.5386,70201670.5805,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,22608.4,0.000,N/A,N/A,N/A
16369,Ref 1,116749.05,1968,0,0.0,27.0,38.026282,100.0-1830.0,nan,FTMS + p NSI d Full ms2 886.9321@hcd27.00 [100.0000-1830.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,270.1444256,N/A,N/A,N/A,N/A,IT=80 ,14107.915,N/A,886.9321,2,27.00,43.105,1.60,N/A,N/A,N/A,211753934.8577,70201671.4513,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,17081.5,0.000,N/A,N/A,N/A
16370,Ref 1,176091.47,2860,0,0.0,27.0,38.028128,100.0-1450.0,nan,FTMS + p NSI d Full ms2 702.3669@hcd27.00 [100.0000-1450.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1020688,N/A,N/A,N/A,N/A,IT=80 ,11817.664,N/A,0.0000,2,27.00,34.135,1.60,N/A,N/A,N/A,211753933.9171,70201670.8239,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,21022.4,0.000,N/A,N/A,N/A
16371,Ref 1,176947.62,2376,0,0.0,27.0,38.029957,100.0-1090.0,nan,FTMS + p NSI d Full ms2 525.7958@hcd27.00 [100.0000-1090.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0755585,N/A,N/A,N/A,N/A,IT=80 ,55125.691,N/A,0.0000,2,27.00,25.554,1.60,N/A,N/A,N/A,211753932.3446,70201669.7825,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,27610.8,0.000,N/A,N/A,N/A
16373,Ref 1,134515.08,1908,0,0.0,27.0,38.033762,100.0-1015.0,nan,FTMS + p NSI d Full ms2 489.2839@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1128558,N/A,N/A,N/A,N/A,IT=80 ,14942.398,N/A,0.0000,2,27.00,23.779,1.60,N/A,N/A,N/A,211753933.7644,70201670.7317,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,21662.3,0.000,N/A,N/A,N/A
16375,Ref 1,307939.44,3484,0,0.0,27.0,38.037553,100.0-1160.0,nan,FTMS + p NSI d Full ms2 559.8169@hcd27.00 [100.0000-1160.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1439671,N/A,N/A,N/A,N/A,IT=80 ,53570.34,N/A,559.8169,2,27.00,27.207,1.60,N/A,N/A,N/A,211753929.8643,70201668.1384,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,38003.0,0.000,N/A,N/A,N/A
16376,Ref 1,194372.23,2320,0,0.0,27.0,38.039366,100.0-945.0,nan,FTMS + p NSI d Full ms2 453.7460@hcd27.00 [100.0000-945.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756857,N/A,N/A,N/A,N/A,IT=80 ,22977.98,N/A,453.7460,2,27.00,22.052,1.60,N/A,N/A,N/A,211753933.1382,70201670.3022,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,24285.9,0.000,N/A,N/A,N/A
16377,Ref 1,178557.27,2096,0,0.0,27.0,38.041178,100.0-890.0,nan,FTMS + p NSI d Full ms2 426.2245@hcd27.00 [100.0000-890.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.080942,N/A,N/A,N/A,N/A,IT=80 ,43467.816,N/A,426.2245,2,27.00,20.715,1.60,N/A,N/A,N/A,211753932.9484,70201670.1872,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,25081.2,0.000,N/A,N/A,N/A
16378,Ref 1,151753.25,2232,0,0.0,27.0,38.043007,100.0-1135.0,nan,FTMS + p NSI d Full ms2 546.3273@hcd27.00 [100.0000-1135.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809309,N/A,N/A,N/A,N/A,IT=80 ,41094.918,N/A,546.3273,2,27.00,26.552,1.60,N/A,N/A,N/A,211753933.9186,70201670.8348,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,21016.3,0.000,N/A,N/A,N/A
16379,Ref 1,263257.66,2692,0,0.0,27.0,38.044841,100.0-1235.0,nan,FTMS + p NSI d Full ms2 596.8332@hcd27.00 [100.0000-1235.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.128324,N/A,N/A,N/A,N/A,IT=80 ,47979.098,N/A,596.8332,2,27.00,29.006,1.60,N/A,N/A,N/A,211753931.3880,70201669.1498,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,31619.0,0.000,N/A,N/A,N/A
16380,Ref 1,70242.461,1464,0,0.0,27.0,38.046653,100.0-765.0,nan,FTMS + p NSI d Full ms2 366.7547@hcd27.00 [100.0000-765.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5908747,N/A,N/A,N/A,N/A,IT=80 ,11471.326,N/A,366.7547,2,27.00,17.824,1.60,N/A,N/A,N/A,211753935.9677,70201672.1903,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,12430.7,0.000,N/A,N/A,N/A
16381,Ref 1,74167.016,1480,0,0.0,27.0,38.048514,100.0-2120.0,nan,FTMS + p NSI d Full ms2 1029.9983@hcd27.00 [100.0000-2120.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,214.1548331,N/A,N/A,N/A,N/A,IT=80 ,14715.729,N/A,1029.4973,2,27.00,50.058,1.60,N/A,N/A,N/A,211753935.6657,70201671.9896,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,13696.0,0.000,N/A,N/A,N/A
16382,Ref 1,140070.2,1964,0,0.0,27.0,38.050326,100.0-1120.0,nan,FTMS + p NSI d Full ms2 359.2339@hcd27.00 [100.0000-1120.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0284053,N/A,N/A,N/A,N/A,IT=80 ,35121.734,N/A,359.2339,3,27.00,16.489,1.60,N/A,N/A,N/A,211753932.8282,70201670.1093,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,25584.6,0.000,N/A,N/A,N/A
16383,Ref 1,535485.69,4264,0,0.0,27.0,38.052166,100.0-1380.0,nan,FTMS + p NSI d Full ms2 668.3159@hcd27.00 [100.0000-1380.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0808806,N/A,N/A,N/A,N/A,IT=80 ,48613.273,N/A,0.0000,2,27.00,32.480,1.60,N/A,N/A,N/A,211753925.1653,70201665.0237,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,57691.4,0.000,N/A,N/A,N/A
16384,Ref 1,229130.47,2528,0,0.0,27.0,38.054013,100.0-1585.0,nan,FTMS + p NSI d Full ms2 766.3697@hcd27.00 [100.0000-1585.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,215.1024698,N/A,N/A,N/A,N/A,IT=80 ,37141.41,N/A,0.0000,2,27.00,37.246,1.60,N/A,N/A,N/A,211753932.5628,70201669.9276,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,26696.6,0.000,N/A,N/A,N/A
16386,Ref 1,1066388.0,3480,0,0.0,27.0,38.057859,100.0-910.0,nan,FTMS + p NSI d Full ms2 437.7755@hcd27.00 [100.0000-910.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1440091,N/A,N/A,N/A,N/A,IT=80 ,336588.59,N/A,437.7754,2,27.00,21.276,1.60,N/A,N/A,N/A,211753912.3515,70201656.5314,N/A,N/A,-4.87,-0.08,-0.06,0.04,0,N/A,111379.6,-0.020,N/A,N/A,N/A
16387,Ref 1,20447.254,856,0,0.0,27.0,38.059724,100.0-1915.0,nan,FTMS + p NSI d Full ms2 928.9578@hcd27.00 [100.0000-1915.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5731014,N/A,N/A,N/A,N/A,IT=80 ,6115.3237,N/A,0.0000,2,27.00,45.147,1.60,N/A,N/A,N/A,211753937.5656,70201673.2436,N/A,N/A,-4.87,-0.08,0.00,0.04,0,N/A,5735.7,0.000,N/A,N/A,N/A
16389,Ref 1,1083035.2,5040,0,0.0,27.0,38.06352,100.0-1080.0,nan,FTMS + p NSI d Full ms2 519.8324@hcd27.00 [100.0000-1080.0000],On,1,75.738,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,299.0614248,N/A,N/A,N/A,N/A,IT=76 ,114465.45,N/A,519.8324,2,27.00,25.264,1.60,N/A,N/A,N/A,211753914.0083,70201657.6320,N/A,N/A,-4.87,-0.08,-0.06,0.04,0,N/A,104437.7,0.000,N/A,N/A,N/A
16390,Ref 1,826708.94,5280,0,0.0,27.0,38.065349,100.0-1010.0,nan,FTMS + p NSI d Full ms2 485.7883@hcd27.00 [100.0000-1010.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,244.0925816,N/A,N/A,N/A,N/A,IT=80 ,76390.805,N/A,485.7883,2,27.00,23.609,1.60,N/A,N/A,N/A,211753917.8563,70201660.1768,N/A,N/A,-4.87,-0.08,-0.05,0.04,0,N/A,88315.2,0.000,N/A,N/A,N/A
16391,Ref 1,459383.88,2972,0,0.0,27.0,38.067161,100.0-970.0,nan,FTMS + p NSI d Full ms2 466.7481@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756518,N/A,N/A,N/A,N/A,IT=80 ,172138.47,N/A,466.7481,2,27.00,22.684,1.60,N/A,N/A,N/A,211753925.7477,70201665.4075,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,55251.3,0.000,N/A,N/A,N/A
16392,Ref 1,305742.75,2960,0,0.0,27.0,38.068991,100.0-1055.0,nan,FTMS + p NSI d Full ms2 507.8195@hcd27.00 [100.0000-1055.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.1283663,N/A,N/A,N/A,N/A,IT=80 ,47901.785,N/A,507.8195,2,27.00,24.680,1.60,N/A,N/A,N/A,211753929.6450,70201667.9929,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,38922.0,0.000,N/A,N/A,N/A
16393,Ref 1,355059.25,2640,0,0.0,27.0,38.07082,100.0-1270.0,nan,FTMS + p NSI d Full ms2 613.2891@hcd27.00 [100.0000-1270.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,201.1233226,N/A,N/A,N/A,N/A,IT=80 ,95275.422,N/A,613.2890,2,27.00,29.806,1.60,N/A,N/A,N/A,211753928.7382,70201667.3941,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,42721.1,0.000,N/A,N/A,N/A
16394,Ref 1,153151.56,2200,0,0.0,27.0,38.072649,100.0-1090.0,nan,FTMS + p NSI d Full ms2 524.3086@hcd27.00 [100.0000-1090.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1648691,N/A,N/A,N/A,N/A,IT=80 ,39235.652,N/A,524.3086,2,27.00,25.481,1.60,N/A,N/A,N/A,211753932.9216,70201670.1714,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,25193.5,0.000,N/A,N/A,N/A
16395,Ref 1,274372.5,3636,0,0.0,27.0,38.074478,100.0-1070.0,nan,FTMS + p NSI d Full ms2 515.8113@hcd27.00 [100.0000-1070.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1438196,N/A,N/A,N/A,N/A,IT=80 ,17171.432,N/A,515.8114,2,27.00,25.068,1.60,N/A,N/A,N/A,211753930.6052,70201668.6337,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,34899.0,0.000,N/A,N/A,N/A
16396,Ref 1,259811.64,3312,0,0.0,27.0,38.076305,100.0-1230.0,nan,FTMS + p NSI d Full ms2 593.3389@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,355.0676819,N/A,N/A,N/A,N/A,IT=80 ,17384.307,N/A,593.3389,2,27.00,28.836,1.60,N/A,N/A,N/A,211753930.3999,70201668.4859,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,35759.2,0.000,N/A,N/A,N/A
16397,Ref 1,196154.97,2800,0,0.0,27.0,38.07814,100.0-2120.0,nan,FTMS + p NSI d Full ms2 687.0023@hcd27.00 [100.0000-2120.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,133.0431075,N/A,N/A,N/A,N/A,IT=80 ,21538.389,N/A,686.6682,3,27.00,31.533,1.60,N/A,N/A,N/A,211753932.8920,70201670.1442,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,25317.6,0.000,N/A,N/A,N/A
16398,Ref 1,122315.79,2228,0,0.0,27.0,38.07997,100.0-1975.0,nan,FTMS + p NSI d Full ms2 639.6473@hcd27.00 [100.0000-1975.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,215.1393669,N/A,N/A,N/A,N/A,IT=80 ,16688.523,N/A,639.6474,3,27.00,29.360,1.60,N/A,N/A,N/A,211753933.8718,70201670.7985,N/A,N/A,-4.87,-0.08,-0.01,0.04,0,N/A,21212.0,0.000,N/A,N/A,N/A
16400,Ref 1,282694.69,2944,0,0.0,27.0,38.083759,100.0-1670.0,nan,FTMS + p NSI d Full ms2 809.4133@hcd27.00 [100.0000-1670.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,284.1967851,N/A,N/A,N/A,N/A,IT=80 ,29642.803,N/A,809.4149,2,27.00,39.337,1.60,N/A,N/A,N/A,211753931.4803,70201669.2047,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,31232.3,0.000,N/A,N/A,N/A
16401,Ref 1,325794.38,2792,0,0.0,27.0,38.085603,100.0-1765.0,nan,FTMS + p NSI d Full ms2 856.4333@hcd27.00 [100.0000-1765.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,961.4296561,N/A,N/A,N/A,N/A,IT=80 ,36765.602,N/A,856.4334,2,27.00,41.623,1.60,N/A,N/A,N/A,211753930.4648,70201668.5351,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,35487.1,0.000,N/A,N/A,N/A
16402,Ref 1,625466.56,4144,0,0.0,27.0,38.087449,100.0-1645.0,nan,FTMS + p NSI d Full ms2 796.4088@hcd27.00 [100.0000-1645.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,1062.482314,N/A,N/A,N/A,N/A,IT=80 ,74335.445,N/A,796.4088,2,27.00,38.705,1.60,N/A,N/A,N/A,211753924.1097,70201664.3270,N/A,N/A,-4.87,-0.08,-0.04,0.04,0,N/A,62114.1,0.000,N/A,N/A,N/A
16403,Ref 1,807754.0,5272,0,0.0,27.0,38.089278,100.0-1390.0,nan,FTMS + p NSI d Full ms2 670.8107@hcd27.00 [100.0000-1390.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,720.3306564,N/A,N/A,N/A,N/A,IT=80 ,55820.957,N/A,670.8107,2,27.00,32.601,1.60,N/A,N/A,N/A,211753919.4172,70201661.2075,N/A,N/A,-4.87,-0.08,-0.05,0.04,0,N/A,81775.3,0.000,N/A,N/A,N/A
16404,Ref 1,517986.28,4332,0,0.0,27.0,38.091107,100.0-1190.0,nan,FTMS + p NSI d Full ms2 574.3089@hcd27.00 [100.0000-1190.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,593.3037902,N/A,N/A,N/A,N/A,IT=80 ,33840.609,N/A,574.3089,2,27.00,27.911,1.60,N/A,N/A,N/A,211753925.1248,70201664.9964,N/A,N/A,-4.87,-0.08,-0.03,0.04,0,N/A,57861.1,0.000,N/A,N/A,N/A
16405,Ref 1,221804.44,2600,0,0.0,27.0,38.092934,100.0-1720.0,nan,FTMS + p NSI d Full ms2 554.9674@hcd27.00 [100.0000-1720.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756733,N/A,N/A,N/A,N/A,IT=80 ,32147.16,N/A,554.9674,3,27.00,25.473,1.60,N/A,N/A,N/A,211753932.0240,70201669.5756,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,28954.2,0.000,N/A,N/A,N/A
16406,Ref 1,259806.98,2752,0,0.0,27.0,38.094786,100.0-1615.0,nan,FTMS + p NSI d Full ms2 781.9087@hcd27.00 [100.0000-1615.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0810234,N/A,N/A,N/A,N/A,IT=80 ,33192.691,N/A,781.4077,2,27.00,38.001,1.60,N/A,N/A,N/A,211753930.7940,70201668.7587,N/A,N/A,-4.87,-0.08,-0.02,0.04,0,N/A,34107.7,0.000,N/A,N/A,N/A
