Scan Number,RAW File,Ion Injection Time (ms),Total Number of Peaks,Total Ion Current,Retention Time (s),Base Peak Intensity,Base Peak Mass,Multi Inject Info,Multiple Injection
3658,Ref 2,16.242,54620,57500260.0,12.949878,5146868.0,408.7141681,IT=8.1;8.1 ,ii
3660,Ref 2,18.589,60972,66583480.0,12.953995,5578734.0,408.7141991,IT=9.3;9.3 ,ii
3662,Ref 2,17.066,57872,68077888.0,12.958284,5535444.0,408.7141069,IT=8.5;8.5 ,ii
3663,Ref 2,22.621,65268,61276716.0,12.962436,5154323.0,408.714195,IT=11;11 ,ii
3665,Ref 2,20.170,62040,63681356.0,12.966538,5340444.0,408.7141569,IT=10;10 ,ii
3666,Ref 2,17.737,59004,62460740.0,12.970576,4949613.5,408.7141353,IT=8.9;8.9 ,ii
3667,Ref 2,19.307,62908,62118840.0,12.974669,4985269.0,408.7141681,IT=9.7;9.7 ,ii
3668,Ref 2,17.798,59308,60772916.0,12.978719,4933159.0,408.7141478,IT=8.9;8.9 ,ii
3669,Ref 2,20.378,63368,64316452.0,12.982653,5130878.0,408.714294,IT=10;10 ,ii
3671,Ref 2,18.076,60760,62750836.0,12.986715,4792535.5,408.7142711,IT=9;9 ,ii
3672,Ref 2,17.225,62984,66245788.0,12.99078,5195276.5,408.7142476,IT=8.6;8.6 ,ii
3673,Ref 2,14.627,55584,66121828.0,12.994786,5068955.0,408.7142666,IT=7.3;7.3 ,ii
3675,Ref 2,18.495,59692,60999792.0,12.998848,4767928.5,408.7141528,IT=9.2;9.2 ,ii
3676,Ref 2,17.695,60592,61836876.0,13.002917,4716924.0,408.7142278,IT=8.8;8.8 ,ii
3679,Ref 2,17.776,60176,65139312.0,13.010532,4579574.5,408.7143133,IT=8.9;8.9 ,ii
3682,Ref 2,19.013,59956,56030564.0,13.016221,4029916.5,408.7140339,IT=9.5;9.5 ,ii
3683,Ref 2,22.518,68012,63497948.0,13.020192,4472093.5,408.7141955,IT=11;11 ,ii
3684,Ref 2,15.268,59832,71731512.0,13.024157,5218328.5,408.7141487,IT=7.6;7.6 ,ii
3685,Ref 2,25.252,68680,58440552.0,13.028363,4031536.8,408.7143536,IT=13;13 ,ii
3687,Ref 2,16.704,58504,61070840.0,13.032592,4395684.0,408.7141318,IT=8.4;8.4 ,ii
3688,Ref 2,16.535,61588,66942240.0,13.036479,4760907.0,408.7141095,IT=8.3;8.3 ,ii
3689,Ref 2,18.123,62900,67997152.0,13.040548,4653756.0,408.7140838,IT=9.1;9.1 ,ii
3690,Ref 2,20.247,63448,62702096.0,13.044638,4244500.5,408.7142467,IT=10;10 ,ii
3692,Ref 2,20.412,67108,65644728.0,13.048925,4414992.0,408.7141242,IT=10;10 ,ii
3693,Ref 2,18.182,59136,55603664.0,13.052792,3887352.2,408.7141469,IT=9.1;9.1 ,ii
3694,Ref 2,16.969,61920,64190368.0,13.056831,4156261.2,408.7141368,IT=8.5;8.5 ,ii
3695,Ref 2,13.541,54372,64369868.0,13.060821,4127066.2,408.7140507,IT=6.8;6.8 ,ii
3696,Ref 2,19.101,62844,60745448.0,13.064913,3890691.5,408.7141192,IT=9.6;9.6 ,ii
3697,Ref 2,21.637,65752,60953380.0,13.068848,3810522.8,408.7141752,IT=11;11 ,ii
3698,Ref 2,16.641,62092,67842768.0,13.072844,4314981.5,408.7141191,IT=8.3;8.3 ,ii
3699,Ref 2,20.022,59576,54412288.0,13.076944,3386976.5,408.7142084,IT=10;10 ,ii
3700,Ref 2,20.381,65416,58953828.0,13.081017,3463304.0,408.7142102,IT=10;10 ,ii
3701,Ref 2,20.675,67740,68161568.0,13.084921,4024690.8,408.71413,IT=10;10 ,ii
3702,Ref 2,28.564,71464,55379600.0,13.089121,3266570.5,408.7144598,IT=14;14 ,ii
3704,Ref 2,24.133,70352,61017276.0,13.093306,3405413.8,408.7142176,IT=12;12 ,ii
3705,Ref 2,17.475,62440,65529196.0,13.097287,3622997.0,408.7142272,IT=8.7;8.7 ,ii
3706,Ref 2,20.008,62796,59339552.0,13.101383,3318346.5,408.7141597,IT=10;10 ,ii
3707,Ref 2,14.092,55688,57277952.0,13.105179,3250093.5,408.7141898,IT=7;7 ,ii
3708,Ref 2,18.487,65760,65433668.0,13.10926,3475269.0,408.7141505,IT=9.2;9.2 ,ii
3709,Ref 2,17.682,60500,60947080.0,13.113304,3346235.2,408.7141526,IT=8.8;8.8 ,ii
3710,Ref 2,25.391,72888,60515552.0,13.117485,2969745.0,408.7141715,IT=13;13 ,ii
3711,Ref 2,17.616,60152,64312332.0,13.121283,3376178.8,408.7141972,IT=8.8;8.8 ,ii
3713,Ref 2,20.084,64928,61842988.0,13.1254,3015504.8,408.7141156,IT=10;10 ,ii
3714,Ref 2,17.169,61896,61489840.0,13.129435,2919201.5,408.7142494,IT=8.6;8.6 ,ii
3716,Ref 2,18.835,62668,63169464.0,13.133695,3041540.2,408.7141513,IT=9.4;9.4 ,ii
3717,Ref 2,16.593,61228,69398952.0,13.137558,3229280.8,408.7142105,IT=8.3;8.3 ,ii
3720,Ref 2,21.843,68220,60993748.0,13.143268,2848114.8,408.7142007,IT=11;11 ,ii
3721,Ref 2,21.003,66252,61651844.0,13.147331,2643022.8,408.7141701,IT=11;11 ,ii
3722,Ref 2,20.129,67392,70038976.0,13.151406,3084973.8,408.7141188,IT=10;10 ,ii
3723,Ref 2,29.565,71952,58879364.0,13.155639,2381547.5,408.7143216,IT=15;15 ,ii
3724,Ref 2,20.382,68764,64669680.0,13.159449,2648108.0,408.7141734,IT=10;10 ,ii
3725,Ref 2,27.000,72640,58207628.0,13.163641,2370417.5,408.7144202,IT=13;13 ,ii
3728,Ref 2,23.764,67420,55066644.0,13.169383,2221160.2,408.7141272,IT=12;12 ,ii
3729,Ref 2,17.100,60892,64068516.0,13.17336,2628983.2,408.7141179,IT=8.6;8.6 ,ii
3730,Ref 2,16.824,62616,67894552.0,13.177412,2709511.0,408.7140554,IT=8.4;8.4 ,ii
3731,Ref 2,17.015,62236,66028632.0,13.181464,2567279.2,408.7142224,IT=8.5;8.5 ,ii
3733,Ref 2,17.915,61716,60307116.0,13.185545,2233761.5,391.2840844,IT=9;9 ,ii
3734,Ref 2,21.609,67536,62763404.0,13.189666,2343931.0,408.7141615,IT=11;11 ,ii
3735,Ref 2,25.522,66060,57348076.0,13.193805,2102127.5,408.7142194,IT=13;13 ,ii
3737,Ref 2,18.137,65592,67524064.0,13.198043,2469089.2,408.7139885,IT=9.1;9.1 ,ii
3738,Ref 2,17.425,60528,61994420.0,13.201926,2133595.8,408.7141654,IT=8.7;8.7 ,ii
3739,Ref 2,20.547,62076,55103348.0,13.206037,2010243.5,408.7140882,IT=10;10 ,ii
3740,Ref 2,17.143,63988,67873728.0,13.210049,2610006.2,391.2841006,IT=8.6;8.6 ,ii
3741,Ref 2,16.697,62028,69724256.0,13.214093,2367110.8,391.2840833,IT=8.3;8.3 ,ii
3742,Ref 2,16.526,58412,63182020.0,13.217978,2489433.5,391.2841004,IT=8.3;8.3 ,ii
3743,Ref 2,17.867,59868,62675176.0,13.222049,2280211.2,391.2840443,IT=8.9;8.9 ,ii
3744,Ref 2,18.526,62160,65552296.0,13.226116,2329636.8,401.2190179,IT=9.3;9.3 ,ii
3746,Ref 2,20.844,65916,63036780.0,13.230393,2293153.0,401.2189963,IT=10;10 ,ii
3748,Ref 2,17.463,61600,65560408.0,13.234684,2391547.0,391.2841399,IT=8.7;8.7 ,ii
3749,Ref 2,16.445,59712,65229044.0,13.238568,2525927.2,401.218922,IT=8.2;8.2 ,ii
3750,Ref 2,20.306,64148,60592076.0,13.24268,2195577.0,401.2190068,IT=10;10 ,ii
3751,Ref 2,18.367,62976,64855588.0,13.24673,2426896.2,401.2190814,IT=9.2;9.2 ,ii
3752,Ref 2,18.526,62372,64316520.0,13.250799,2327147.2,391.2841347,IT=9.3;9.3 ,ii
3753,Ref 2,21.507,64884,60193920.0,13.254743,2372554.8,401.2190513,IT=11;11 ,ii
3754,Ref 2,18.795,61860,55795112.0,13.258778,2348772.8,401.2189976,IT=9.4;9.4 ,ii
3755,Ref 2,18.895,65452,68993176.0,13.262847,2663137.2,401.2188401,IT=9.4;9.4 ,ii
3756,Ref 2,15.313,54844,56456184.0,13.266851,2437481.2,401.2189717,IT=7.7;7.7 ,ii
3757,Ref 2,20.153,66848,66587076.0,13.270809,2724055.2,401.2189241,IT=10;10 ,ii
3758,Ref 2,15.352,60256,69346744.0,13.274795,2827437.2,401.2190474,IT=7.7;7.7 ,ii
3761,Ref 2,18.699,64604,64827116.0,13.280455,2838620.0,401.2189074,IT=9.3;9.3 ,ii
3762,Ref 2,18.393,60316,58197692.0,13.284519,2638084.2,401.2189886,IT=9.2;9.2 ,ii
3763,Ref 2,22.939,68736,63573496.0,13.288657,2735756.2,401.2190725,IT=11;11 ,ii
3765,Ref 2,18.352,61356,60226828.0,13.292761,2817624.0,401.2189108,IT=9.2;9.2 ,ii
3766,Ref 2,21.362,67232,66806908.0,13.296876,2904182.8,401.2188837,IT=11;11 ,ii
3767,Ref 2,19.944,65508,69064456.0,13.300938,3069250.5,401.2189535,IT=10;10 ,ii
3769,Ref 2,16.175,58448,60316880.0,13.305136,3061854.8,401.2188554,IT=8.1;8.1 ,ii
3770,Ref 2,15.539,58464,65254996.0,13.30919,3080695.8,401.2190178,IT=7.8;7.8 ,ii
3771,Ref 2,20.631,64492,64502916.0,13.313155,3148587.8,401.2189052,IT=10;10 ,ii
3772,Ref 2,17.230,62320,65041496.0,13.31718,3133374.8,401.2189425,IT=8.6;8.6 ,ii
3773,Ref 2,17.150,63696,62247748.0,13.321238,2971239.5,401.2190099,IT=8.6;8.6 ,ii
3775,Ref 2,18.992,63948,65775564.0,13.32549,2995482.0,401.2189155,IT=9.5;9.5 ,ii
3776,Ref 2,22.046,68916,64650532.0,13.329442,3052244.5,401.2188763,IT=11;11 ,ii
3777,Ref 2,17.878,63924,62862384.0,13.333467,2964624.5,401.2189622,IT=8.9;8.9 ,ii
3778,Ref 2,17.119,62092,65741516.0,13.337511,3108124.5,401.2188762,IT=8.6;8.6 ,ii
3779,Ref 2,16.316,58584,62568960.0,13.341555,3077744.5,401.218953,IT=8.2;8.2 ,ii
3781,Ref 2,20.076,66168,62023048.0,13.345648,2800743.5,401.2189548,IT=10;10 ,ii
3782,Ref 2,18.065,65800,67435432.0,13.349692,3119396.2,401.2189066,IT=9;9 ,ii
3783,Ref 2,15.686,60704,68196664.0,13.353715,3231307.8,401.2188631,IT=7.8;7.8 ,ii
3784,Ref 2,23.757,67820,56731056.0,13.357902,2583730.5,401.2188906,IT=12;12 ,ii
3785,Ref 2,18.538,63896,68990904.0,13.36174,3150963.8,401.2188197,IT=9.3;9.3 ,ii
3788,Ref 2,14.499,55216,63507068.0,13.367602,2852343.8,401.2188507,IT=7.2;7.2 ,ii
3789,Ref 2,26.184,71576,58680752.0,13.371665,2440726.8,401.2190917,IT=13;13 ,ii
3792,Ref 2,19.623,64632,64275856.0,13.377635,2820578.8,401.2188187,IT=9.8;9.8 ,ii
3793,Ref 2,22.533,66796,57163064.0,13.381748,2605924.2,401.2189677,IT=11;11 ,ii
3795,Ref 2,18.909,62752,61890820.0,13.385856,2652207.8,401.2188611,IT=9.5;9.5 ,ii
3796,Ref 2,19.558,66440,66117772.0,13.389927,2927763.0,401.2187915,IT=9.8;9.8 ,ii
3797,Ref 2,22.849,68908,60212952.0,13.393883,2545987.5,401.2189408,IT=11;11 ,ii
3799,Ref 2,17.511,63708,63784744.0,13.397956,2711743.8,401.2188367,IT=8.8;8.8 ,ii
3800,Ref 2,15.469,62400,71527200.0,13.401979,3037783.5,401.2187768,IT=7.7;7.7 ,ii
3801,Ref 2,23.054,66592,59002620.0,13.406142,2424162.5,401.2189037,IT=12;12 ,ii
3802,Ref 2,21.160,67748,62187800.0,13.410025,2472579.0,401.2188555,IT=11;11 ,ii
3804,Ref 2,21.173,66464,62379448.0,13.414173,2353551.8,401.2188957,IT=11;11 ,ii
3805,Ref 2,18.283,60720,52386572.0,13.418198,2359802.0,401.2188588,IT=9.1;9.1 ,ii
3806,Ref 2,18.830,67144,66084812.0,13.422258,2371733.0,391.2839508,IT=9.4;9.4 ,ii
3807,Ref 2,18.600,61856,60975112.0,13.426148,2323689.8,391.2842315,IT=9.3;9.3 ,ii
3810,Ref 2,23.278,65192,51667344.0,13.432177,2063259.2,401.2188506,IT=12;12 ,ii
3811,Ref 2,24.167,68720,56538880.0,13.436119,2138938.0,391.2841907,IT=12;12 ,ii
3813,Ref 2,17.495,62100,60027036.0,13.44021,2241233.0,391.2840574,IT=8.7;8.7 ,ii
3814,Ref 2,21.282,71268,64963732.0,13.444337,2310779.8,438.7189844,IT=11;11 ,ii
3815,Ref 2,19.440,69944,61369752.0,13.448393,2322971.2,438.7190093,IT=9.7;9.7 ,ii
3818,Ref 2,19.554,69376,63062364.0,13.454064,2342601.0,438.7188836,IT=9.8;9.8 ,ii
3819,Ref 2,22.169,67012,54471032.0,13.458175,2097119.4,438.7191227,IT=11;11 ,ii
3821,Ref 2,17.793,65424,65204488.0,13.462256,2560599.5,438.7189521,IT=8.9;8.9 ,ii
3822,Ref 2,19.240,66836,62685380.0,13.466343,2683617.8,438.7190541,IT=9.6;9.6 ,ii
3825,Ref 2,21.540,66084,56528112.0,13.472066,2266367.2,438.7190481,IT=11;11 ,ii
3826,Ref 2,19.842,64000,62713668.0,13.476114,2756984.2,438.7189499,IT=9.9;9.9 ,ii
3827,Ref 2,18.728,64320,57775772.0,13.480166,2480132.2,438.7189154,IT=9.4;9.4 ,ii
3828,Ref 2,17.601,60296,57214820.0,13.484035,2583392.0,438.7190225,IT=8.8;8.8 ,ii
3829,Ref 2,24.266,71112,58252172.0,13.488208,2461677.0,438.7190756,IT=12;12 ,ii
3830,Ref 2,21.109,67156,54657824.0,13.492245,2379784.0,438.7191497,IT=11;11 ,ii
3832,Ref 2,23.823,67808,52027936.0,13.496572,2399854.2,438.7190931,IT=12;12 ,ii
3833,Ref 2,19.414,65984,61056304.0,13.500433,2736381.8,438.7190244,IT=9.7;9.7 ,ii
3834,Ref 2,23.259,70372,63002576.0,13.504566,2867146.2,438.719058,IT=12;12 ,ii
3836,Ref 2,19.253,64868,57560880.0,13.510389,2540832.2,438.7189999,IT=9.6;9.6 ,ii
3837,Ref 2,22.710,69632,60332356.0,13.514512,2905025.2,438.7190086,IT=11;11 ,ii
3841,Ref 2,22.288,68372,56297832.0,13.522043,2673481.2,438.7190739,IT=11;11 ,ii
3842,Ref 2,17.773,64416,58342740.0,13.526055,2781071.8,438.7190104,IT=8.9;8.9 ,ii
3843,Ref 2,15.899,61844,62114916.0,13.53008,2875480.2,438.7191954,IT=7.9;7.9 ,ii
3846,Ref 2,20.059,66712,60491248.0,13.535778,2935106.8,438.7191228,IT=10;10 ,ii
3847,Ref 2,15.336,59716,57755620.0,13.539772,2787121.2,438.719094,IT=7.7;7.7 ,ii
3848,Ref 2,14.378,60968,63026336.0,13.543801,3128149.8,438.7191165,IT=7.2;7.2 ,ii
3849,Ref 2,20.670,67284,53725012.0,13.547759,2694186.2,438.7190716,IT=10;10 ,ii
3850,Ref 2,21.209,68812,57929128.0,13.551839,2797566.8,438.7190901,IT=11;11 ,ii
3851,Ref 2,14.363,57824,51294100.0,13.555799,2610224.5,438.719153,IT=7.2;7.2 ,ii
3852,Ref 2,18.551,65620,58426056.0,13.559899,2796905.5,438.7190686,IT=9.3;9.3 ,ii
3853,Ref 2,19.302,66216,58904284.0,13.563797,2837991.5,438.7191449,IT=9.7;9.7 ,ii
3854,Ref 2,20.282,64620,59065184.0,13.567899,3046676.0,438.7190823,IT=10;10 ,ii
3855,Ref 2,18.955,65012,54326916.0,13.571943,2647491.5,438.7192089,IT=9.5;9.5 ,ii
3858,Ref 2,21.292,69448,59495492.0,13.57794,3099791.2,438.719157,IT=11;11 ,ii
3859,Ref 2,14.228,60332,63711372.0,13.581899,3425419.0,438.7190303,IT=7.1;7.1 ,ii
3861,Ref 2,17.660,61600,57383444.0,13.587819,2983901.0,438.719097,IT=8.8;8.8 ,ii
3862,Ref 2,25.824,73016,55597832.0,13.592015,2746948.2,438.7192006,IT=13;13 ,ii
3863,Ref 2,20.761,62344,49624028.0,13.595865,2630342.8,438.7192494,IT=10;10 ,ii
3864,Ref 2,20.340,64604,54521176.0,13.599936,2734299.2,438.7191688,IT=10;10 ,ii
3865,Ref 2,19.578,66568,58385384.0,13.603984,3026103.0,438.7191594,IT=9.8;9.8 ,ii
3866,Ref 2,21.648,66584,52357152.0,13.608086,2647458.2,438.719231,IT=11;11 ,ii
3867,Ref 2,19.963,70272,62443076.0,13.611969,3235117.5,438.7192193,IT=10;10 ,ii
3870,Ref 2,20.296,67320,58734712.0,13.617967,3220987.5,438.7191783,IT=10;10 ,ii
3871,Ref 2,29.247,74800,52819044.0,13.622188,2794761.8,438.7193407,IT=15;15 ,ii
3872,Ref 2,20.339,67140,61080176.0,13.626157,3307408.5,438.7192871,IT=10;10 ,ii
3874,Ref 2,20.663,68452,59941248.0,13.630459,3284692.0,438.7190881,IT=10;10 ,ii
3875,Ref 2,34.622,77872,51305496.0,13.634782,2741851.5,438.7194767,IT=17;17 ,ii
3878,Ref 2,22.255,68212,56071392.0,13.640515,2979358.8,438.7192917,IT=11;11 ,ii
3879,Ref 2,22.905,70088,57562584.0,13.644442,3073186.2,438.7193205,IT=11;11 ,ii
3881,Ref 2,21.855,66588,56571584.0,13.648575,3256346.5,438.7191788,IT=11;11 ,ii
3882,Ref 2,21.777,67260,59705396.0,13.652654,3187377.0,438.7190968,IT=11;11 ,ii
3883,Ref 2,19.175,64384,58619608.0,13.65669,3461257.0,438.7191921,IT=9.6;9.6 ,ii
3885,Ref 2,22.549,69180,57169176.0,13.66085,3222670.0,438.7191039,IT=11;11 ,ii
3886,Ref 2,21.328,67076,56702508.0,13.664915,3206420.0,438.7191332,IT=11;11 ,ii
3887,Ref 2,17.028,65780,66252064.0,13.668927,3715550.8,438.7190684,IT=8.5;8.5 ,ii
3888,Ref 2,19.311,62844,52594676.0,13.673015,2913605.2,438.719225,IT=9.7;9.7 ,ii
3890,Ref 2,21.270,68880,57256048.0,13.677896,3162307.5,438.7192439,IT=11;11 ,ii
3891,Ref 2,21.316,65684,54050164.0,13.681811,3156205.5,438.7192157,IT=11;11 ,ii
3892,Ref 2,20.575,65060,54942584.0,13.685877,2996938.8,438.719256,IT=10;10 ,ii
3893,Ref 2,19.215,64660,58478856.0,13.689925,3245544.2,438.7191727,IT=9.6;9.6 ,ii
3894,Ref 2,23.724,65564,52681340.0,13.694065,3113840.5,438.7191504,IT=12;12 ,ii
3895,Ref 2,20.047,61512,51499044.0,13.697927,3082591.8,438.7192315,IT=10;10 ,ii
3896,Ref 2,23.092,67604,54066212.0,13.702042,2977568.8,438.7191736,IT=12;12 ,ii
3897,Ref 2,24.465,70268,57226888.0,13.70615,3189653.8,438.7191389,IT=12;12 ,ii
3898,Ref 2,17.929,59356,48582344.0,13.710133,2744513.8,438.7189409,IT=9;9 ,ii
3899,Ref 2,22.202,67756,54986484.0,13.714094,3011976.8,438.7191035,IT=11;11 ,ii
3900,Ref 2,23.398,66988,54117480.0,13.7182,3080414.5,438.7190963,IT=12;12 ,ii
3901,Ref 2,21.965,64488,51077128.0,13.72226,2910581.5,438.7190325,IT=11;11 ,ii
3902,Ref 2,21.079,66448,58616352.0,13.726327,3479558.0,438.7189787,IT=11;11 ,ii
3903,Ref 2,20.633,62380,50916732.0,13.730229,3051760.8,438.7191603,IT=10;10 ,ii
3905,Ref 2,24.390,67256,50286836.0,13.734421,2969816.2,438.7191825,IT=12;12 ,ii
3907,Ref 2,21.675,67284,53900596.0,13.7386,3243861.5,438.7190789,IT=11;11 ,ii
3908,Ref 2,23.708,69420,56559120.0,13.742708,3313811.0,438.7191008,IT=12;12 ,ii
3909,Ref 2,20.286,62604,50139584.0,13.746737,3064360.8,438.719178,IT=10;10 ,ii
3911,Ref 2,21.990,63276,48524904.0,13.750891,2773951.0,438.7191202,IT=11;11 ,ii
3912,Ref 2,26.127,69604,52435724.0,13.755041,3119469.2,438.7190674,IT=13;13 ,ii
3913,Ref 2,19.305,60348,51647192.0,13.759031,3101620.2,438.7192399,IT=9.7;9.7 ,ii
3914,Ref 2,30.250,73168,49481120.0,13.763279,2845024.2,438.7191617,IT=15;15 ,ii
3915,Ref 2,22.178,66144,55174028.0,13.767095,3192268.0,438.7191462,IT=11;11 ,ii
3916,Ref 2,23.116,67612,51645404.0,13.771193,2992968.5,438.719249,IT=12;12 ,ii
3919,Ref 2,19.772,63740,53650784.0,13.776874,2983986.8,438.7191654,IT=9.9;9.9 ,ii
3920,Ref 2,25.161,68956,51288456.0,13.781031,2959161.0,438.7192224,IT=13;13 ,ii
3922,Ref 2,24.111,68616,51399412.0,13.785358,3026806.0,438.7190249,IT=12;12 ,ii
3923,Ref 2,22.052,66008,54580488.0,13.78941,3131759.0,438.7191398,IT=11;11 ,ii
3924,Ref 2,20.235,62036,56204688.0,13.793464,3361188.0,438.7190288,IT=10;10 ,ii
3925,Ref 2,24.724,68124,54480648.0,13.797604,3217195.2,438.7191236,IT=12;12 ,ii
3927,Ref 2,25.491,70412,52275524.0,13.801795,2931319.0,438.7191275,IT=13;13 ,ii
3928,Ref 2,21.726,63076,51243504.0,13.805831,3104710.0,438.7191742,IT=11;11 ,ii
3929,Ref 2,24.836,66536,48586124.0,13.809795,2829838.0,438.7192401,IT=12;12 ,ii
3931,Ref 2,24.990,71792,56148420.0,13.813974,3350213.2,438.7191456,IT=12;12 ,ii
3932,Ref 2,22.590,64932,52767564.0,13.818026,3012032.0,438.7190937,IT=11;11 ,ii
3933,Ref 2,30.185,72476,49304936.0,13.822233,2925106.2,438.7192727,IT=15;15 ,ii
3935,Ref 2,20.582,63160,52347464.0,13.826341,3174370.2,438.7192473,IT=10;10 ,ii
3937,Ref 2,23.392,67796,53852972.0,13.830537,3270575.8,438.7191611,IT=12;12 ,ii
3938,Ref 2,18.161,58860,48176284.0,13.834535,3016573.8,438.7192994,IT=9.1;9.1 ,ii
3940,Ref 2,18.918,64620,60891308.0,13.838634,3670684.2,438.7191516,IT=9.5;9.5 ,ii
3941,Ref 2,19.273,59956,54270408.0,13.842705,3386640.0,438.7192407,IT=9.6;9.6 ,ii
3944,Ref 2,22.505,60712,49906136.0,13.848428,2929303.0,438.7191742,IT=11;11 ,ii
3945,Ref 2,24.305,66708,51042056.0,13.852374,3112999.0,438.719151,IT=12;12 ,ii
3946,Ref 2,17.756,60736,54347172.0,13.856355,3052625.8,438.7191567,IT=8.9;8.9 ,ii
3947,Ref 2,27.314,70384,53114684.0,13.860566,2959874.2,438.7192555,IT=14;14 ,ii
3949,Ref 2,19.532,59988,51256248.0,13.864851,3049031.8,438.7192192,IT=9.8;9.8 ,ii
3951,Ref 2,21.888,64536,52196836.0,13.869043,2978983.0,438.7191794,IT=11;11 ,ii
3952,Ref 2,19.003,61476,49522236.0,13.873072,2695315.2,438.7191902,IT=9.5;9.5 ,ii
3953,Ref 2,24.639,66304,52054416.0,13.877226,3036202.8,438.7191129,IT=12;12 ,ii
3954,Ref 2,20.885,61692,53154644.0,13.881251,3032214.8,438.7192146,IT=10;10 ,ii
3956,Ref 2,22.705,61240,45998972.0,13.885563,2604067.8,438.7192208,IT=11;11 ,ii
3957,Ref 2,19.128,59552,49204404.0,13.88942,2747882.0,438.7192039,IT=9.6;9.6 ,ii
3958,Ref 2,27.084,69072,50735276.0,13.893615,2746250.5,438.7193008,IT=14;14 ,ii
3959,Ref 2,22.917,62372,51493884.0,13.897674,3017530.0,438.7193215,IT=11;11 ,ii
3962,Ref 2,25.027,70064,52577076.0,13.903436,2856115.2,438.7193092,IT=13;13 ,ii
3963,Ref 2,17.196,57040,54661996.0,13.907407,2918436.2,438.7192442,IT=8.6;8.6 ,ii
3964,Ref 2,24.971,64296,48585096.0,13.911419,2582093.5,438.7192739,IT=12;12 ,ii
3965,Ref 2,31.827,72804,51216844.0,13.915624,2718342.0,438.7195414,IT=16;16 ,ii
3967,Ref 2,20.593,64272,53952212.0,13.919771,2991307.5,438.7191618,IT=10;10 ,ii
3968,Ref 2,26.133,70472,51455056.0,13.923942,2820503.5,438.7193651,IT=13;13 ,ii
3970,Ref 2,24.607,66072,47747380.0,13.928286,2466384.0,438.7193082,IT=12;12 ,ii
3971,Ref 2,24.996,66752,50490060.0,13.932221,2675390.2,438.7192356,IT=12;12 ,ii
3972,Ref 2,19.723,60500,51509976.0,13.936238,2771096.2,438.7192406,IT=9.9;9.9 ,ii
3973,Ref 2,24.464,67276,53973320.0,13.940373,2874467.5,438.7193638,IT=12;12 ,ii
3975,Ref 2,21.477,62492,52211744.0,13.944663,2699175.0,438.7193427,IT=11;11 ,ii
3976,Ref 2,22.491,63788,50367052.0,13.94859,2732470.2,438.7193414,IT=11;11 ,ii
3977,Ref 2,27.754,69492,51335244.0,13.952757,2518056.0,438.7193901,IT=14;14 ,ii
3979,Ref 2,22.175,64276,51159752.0,13.957057,2630651.8,438.7192478,IT=11;11 ,ii
3980,Ref 2,27.319,67708,50801988.0,13.961221,2656945.2,438.7190848,IT=14;14 ,ii
3981,Ref 2,28.159,68076,51125660.0,13.965182,2823828.0,438.7192658,IT=14;14 ,ii
3982,Ref 2,18.826,62196,58665816.0,13.969138,2927105.0,438.7192386,IT=9.4;9.4 ,ii
3985,Ref 2,23.216,64932,54112860.0,13.975146,2617207.8,438.7192943,IT=12;12 ,ii
3987,Ref 2,24.363,68732,53526584.0,13.97939,2529249.2,438.7191782,IT=12;12 ,ii
3988,Ref 2,24.504,64448,51320548.0,13.983486,2441589.0,438.7192081,IT=12;12 ,ii
3989,Ref 2,25.738,65112,47884984.0,13.987602,2459804.2,438.7191363,IT=13;13 ,ii
3990,Ref 2,20.613,60540,54170676.0,13.991444,2706035.8,438.7192106,IT=10;10 ,ii
3991,Ref 2,20.764,60728,52792388.0,13.995521,2492732.0,438.7192181,IT=10;10 ,ii
3992,Ref 2,26.074,66052,50955692.0,13.999677,2611868.5,438.7191162,IT=13;13 ,ii
3993,Ref 2,20.235,57388,46343048.0,14.003679,2278435.5,438.719225,IT=10;10 ,ii
3994,Ref 2,18.505,58932,54730736.0,14.007721,2773520.8,438.7191308,IT=9.3;9.3 ,ii
3995,Ref 2,21.693,59532,49588284.0,14.011831,2510637.5,438.7192574,IT=11;11 ,ii
3997,Ref 2,23.513,62324,47821124.0,14.015988,2338100.0,438.7192417,IT=12;12 ,ii
3998,Ref 2,17.105,54436,52556488.0,14.019967,2487073.2,391.2840864,IT=8.6;8.6 ,ii
3999,Ref 2,21.631,63824,53094160.0,14.024085,2476523.0,438.7192047,IT=11;11 ,ii
4000,Ref 2,19.237,55968,46740144.0,14.027958,2236261.5,438.7192335,IT=9.6;9.6 ,ii
4001,Ref 2,19.708,59916,56196796.0,14.032025,2665305.0,438.7191395,IT=9.9;9.9 ,ii
4002,Ref 2,17.352,55700,53537948.0,14.036056,2567710.2,438.7191951,IT=8.7;8.7 ,ii
4003,Ref 2,21.033,60816,49522452.0,14.040185,2233846.0,438.71922,IT=11;11 ,ii
4004,Ref 2,17.265,59384,60844412.0,14.044027,2910991.5,438.7191413,IT=8.6;8.6 ,ii
4005,Ref 2,27.183,66728,52904068.0,14.048246,2443315.5,438.7194116,IT=14;14 ,ii
4008,Ref 2,27.795,67864,50787952.0,14.054329,2204726.5,438.7191821,IT=14;14 ,ii
4009,Ref 2,18.929,58012,50851312.0,14.0583,2472825.5,391.2840375,IT=9.5;9.5 ,ii
4010,Ref 2,25.034,64708,53695420.0,14.062464,2381581.8,438.7192058,IT=13;13 ,ii
