Scan Number,RAW File,Ion Injection Time (ms),Total Number of Peaks,Total Ion Current,Retention Time (s),Base Peak Intensity,Base Peak Mass,Multi Inject Info,Multiple Injection
37,Ref 2,18.686,53356,36781732.0,0.14174467,2130082.2,391.283471,IT=9.3;9.3 ,ii
38,Ref 2,18.645,52236,36151680.0,0.14580928,1858588.0,391.2834051,IT=9.3;9.3 ,ii
39,Ref 2,17.748,45184,30628672.0,0.14968626,1840387.2,391.2836087,IT=8.9;8.9 ,ii
40,Ref 2,22.934,57760,37562996.0,0.15383008,2136023.8,391.2833758,IT=11;11 ,ii
41,Ref 2,21.820,57064,38209448.0,0.15789458,2106672.5,391.2835112,IT=11;11 ,ii
42,Ref 2,18.790,49980,35823128.0,0.16191961,2007319.9,391.2834999,IT=9.4;9.4 ,ii
43,Ref 2,16.560,49456,39083180.0,0.16578408,2255143.2,391.2835672,IT=8.3;8.3 ,ii
44,Ref 2,19.500,54496,37510824.0,0.16988196,2014565.9,391.2835153,IT=9.8;9.8 ,ii
45,Ref 2,21.331,54452,35794904.0,0.17398196,2028903.1,391.2835961,IT=11;11 ,ii
46,Ref 2,28.599,68572,38890160.0,0.17817366,2199489.8,391.2835606,IT=14;14 ,ii
47,Ref 2,25.673,61724,39329420.0,0.18207361,2100073.0,391.283514,IT=13;13 ,ii
48,Ref 2,30.185,67576,37738360.0,0.18625071,2042053.0,391.2834855,IT=15;15 ,ii
49,Ref 2,22.426,54920,35434420.0,0.19024228,2085569.8,391.2834962,IT=11;11 ,ii
50,Ref 2,19.121,43860,26519978.0,0.19426731,1382664.2,391.2836867,IT=9.6;9.6 ,ii
51,Ref 2,28.778,60732,32374270.0,0.19849016,1757076.1,391.2835736,IT=14;14 ,ii
52,Ref 2,23.490,58224,36123476.0,0.20235474,2028888.0,391.2835354,IT=12;12 ,ii
53,Ref 2,20.084,55312,38240044.0,0.20638176,1961195.1,391.2836023,IT=10;10 ,ii
54,Ref 2,23.133,53388,31477246.0,0.21050669,1719031.2,391.2836376,IT=12;12 ,ii
55,Ref 2,28.609,65860,36680692.0,0.21467964,2066718.4,391.2836667,IT=14;14 ,ii
56,Ref 2,20.739,55840,36498860.0,0.21849634,1942939.8,391.2836664,IT=10;10 ,ii
57,Ref 2,22.529,60236,41954140.0,0.22259834,2347359.8,391.2835894,IT=11;11 ,ii
58,Ref 2,23.816,60276,38316668.0,0.22669616,2124079.5,391.2836334,IT=12;12 ,ii
59,Ref 2,24.693,62804,39048220.0,0.23079833,1999761.6,391.283737,IT=12;12 ,ii
60,Ref 2,27.707,62128,32527020.0,0.23477111,1693081.0,391.2836462,IT=14;14 ,ii
61,Ref 2,27.340,62440,35464656.0,0.23887534,2028275.6,391.283654,IT=14;14 ,ii
62,Ref 2,25.143,59084,35735752.0,0.24294819,1899948.5,391.2836448,IT=13;13 ,ii
63,Ref 2,17.480,49688,36056544.0,0.24691901,2053303.2,391.2837117,IT=8.7;8.7 ,ii
64,Ref 2,35.936,71628,35628068.0,0.25111476,1945062.2,391.283643,IT=18;18 ,ii
65,Ref 2,22.470,56976,37241556.0,0.25503767,2065164.9,391.2836208,IT=11;11 ,ii
66,Ref 2,30.039,67696,34374672.0,0.25924806,1695889.9,391.2835762,IT=15;15 ,ii
67,Ref 2,27.401,61816,36825752.0,0.26332518,2068549.9,391.2836159,IT=14;14 ,ii
68,Ref 2,18.991,51740,36917336.0,0.26713134,2181902.0,391.2836655,IT=9.5;9.5 ,ii
69,Ref 2,24.072,65536,42833788.0,0.27127929,2208545.8,391.2835935,IT=12;12 ,ii
70,Ref 2,20.549,54304,34570516.0,0.27530838,1937734.9,391.2836085,IT=10;10 ,ii
71,Ref 2,23.406,56672,35637540.0,0.27942299,2099869.0,391.2836261,IT=12;12 ,ii
72,Ref 2,20.183,53020,37543360.0,0.28328538,1965340.6,391.2837389,IT=10;10 ,ii
73,Ref 2,19.265,53852,35781776.0,0.28734586,2097957.2,391.2836854,IT=9.6;9.6 ,ii
74,Ref 2,26.852,62904,37021536.0,0.29154163,2076599.6,391.2835467,IT=13;13 ,ii
75,Ref 2,28.622,60708,34293100.0,0.29567289,1758946.5,391.2835661,IT=14;14 ,ii
76,Ref 2,23.040,56944,34657024.0,0.29969363,1890294.0,391.2836161,IT=12;12 ,ii
77,Ref 2,22.712,58708,36827596.0,0.30360614,2065450.6,391.2836378,IT=11;11 ,ii
78,Ref 2,23.722,59308,37915776.0,0.30770404,1992391.9,391.2836694,IT=12;12 ,ii
79,Ref 2,24.321,61092,37444144.0,0.31179778,1977819.9,391.2836458,IT=12;12 ,ii
80,Ref 2,38.162,73392,34726716.0,0.31611851,1795984.5,391.2836935,IT=19;19 ,ii
81,Ref 2,21.972,54828,36512152.0,0.31983523,1945960.4,391.2836028,IT=11;11 ,ii
82,Ref 2,30.476,65680,35674476.0,0.32405392,1842481.0,391.2836191,IT=15;15 ,ii
83,Ref 2,23.341,59496,39911712.0,0.32805383,2269865.2,391.2836387,IT=12;12 ,ii
84,Ref 2,21.185,58644,39314484.0,0.33209969,2057368.6,391.283624,IT=11;11 ,ii
85,Ref 2,28.839,64432,35173632.0,0.33612874,1827287.0,391.2836122,IT=14;14 ,ii
86,Ref 2,25.801,62892,38378652.0,0.34019749,2180628.0,391.283573,IT=13;13 ,ii
87,Ref 2,22.964,61288,39517616.0,0.34424749,2086532.4,391.283554,IT=11;11 ,ii
88,Ref 2,18.856,49960,33435572.0,0.34825999,1833985.1,391.283594,IT=9.4;9.4 ,ii
89,Ref 2,28.107,66040,38572696.0,0.35230991,2177592.0,391.2835291,IT=14;14 ,ii
90,Ref 2,22.607,59844,37219648.0,0.35633289,2078711.5,391.2835624,IT=11;11 ,ii
91,Ref 2,31.812,69468,37571500.0,0.36056612,1883636.6,391.2834825,IT=16;16 ,ii
92,Ref 2,23.389,58440,37355600.0,0.36455778,2133975.8,391.2835588,IT=12;12 ,ii
93,Ref 2,22.140,57800,38708576.0,0.36846191,2266285.0,391.2835308,IT=11;11 ,ii
94,Ref 2,18.378,49656,33512532.0,0.37248071,1797809.6,391.2835733,IT=9.2;9.2 ,ii
95,Ref 2,20.321,58224,38658328.0,0.37656813,2278662.5,391.2835188,IT=10;10 ,ii
96,Ref 2,25.329,58836,35952728.0,0.38072023,1941040.9,391.2836039,IT=13;13 ,ii
97,Ref 2,35.318,71116,37925892.0,0.38482016,1904222.0,391.2835498,IT=18;18 ,ii
98,Ref 2,31.581,66420,34774840.0,0.38891184,1864249.2,391.2835649,IT=16;16 ,ii
99,Ref 2,26.880,64300,41656628.0,0.39296593,2403158.0,391.2835549,IT=13;13 ,ii
100,Ref 2,21.062,56584,37030976.0,0.39697638,1875618.6,391.2835166,IT=11;11 ,ii
101,Ref 2,39.770,74852,34458640.0,0.40136169,1788212.9,391.2836002,IT=20;20 ,ii
102,Ref 2,24.534,59908,37909572.0,0.40510134,2082321.9,391.2835597,IT=12;12 ,ii
103,Ref 2,23.590,56388,33795308.0,0.40917838,1744284.2,391.2835792,IT=12;12 ,ii
104,Ref 2,35.455,71520,36526352.0,0.41346368,1917418.8,391.2836071,IT=18;18 ,ii
105,Ref 2,21.770,57088,37400928.0,0.41738246,2041570.1,391.283594,IT=11;11 ,ii
106,Ref 2,19.372,50116,33007638.0,0.42126153,1737133.9,391.2836567,IT=9.7;9.7 ,ii
107,Ref 2,18.748,48320,33557732.0,0.42532199,1896870.5,391.2836396,IT=9.4;9.4 ,ii
108,Ref 2,19.973,51172,31223318.0,0.42939898,1763268.4,391.2836991,IT=10;10 ,ii
109,Ref 2,19.850,54136,38516872.0,0.43346776,2078428.1,391.2835545,IT=9.9;9.9 ,ii
110,Ref 2,21.475,54980,33926288.0,0.43739266,1758554.4,391.2835952,IT=11;11 ,ii
111,Ref 2,23.367,58040,36994904.0,0.44150312,2111612.2,391.2834801,IT=12;12 ,ii
112,Ref 2,21.463,55268,34456912.0,0.44555304,1874649.4,391.2836601,IT=11;11 ,ii
113,Ref 2,28.400,63280,35280920.0,0.44974474,1853287.2,391.2834928,IT=14;14 ,ii
114,Ref 2,45.657,78428,35801568.0,0.45398014,1918099.5,391.2835039,IT=23;23 ,ii
115,Ref 2,28.222,65548,37119260.0,0.45786973,2026904.9,391.2834848,IT=14;14 ,ii
116,Ref 2,23.438,57820,36383744.0,0.46190504,1851773.6,391.2835496,IT=12;12 ,ii
117,Ref 2,22.781,56960,34796988.0,0.46598421,1975484.6,391.2835516,IT=11;11 ,ii
118,Ref 2,24.949,61920,40132052.0,0.46992996,2204822.0,391.2835338,IT=12;12 ,ii
119,Ref 2,25.276,56652,30176038.0,0.47403834,1497183.9,391.2835148,IT=13;13 ,ii
120,Ref 2,28.385,67836,38268788.0,0.47818416,2118254.5,391.2835123,IT=14;14 ,ii
121,Ref 2,32.608,67256,36827340.0,0.48236748,2010102.1,391.2835071,IT=16;16 ,ii
122,Ref 2,28.942,62272,35039248.0,0.48627571,1756608.8,391.2834232,IT=14;14 ,ii
123,Ref 2,27.137,62132,35726984.0,0.49036531,2057305.8,391.2834958,IT=14;14 ,ii
124,Ref 2,20.754,50284,32259246.0,0.49436529,1882397.4,391.2835307,IT=10;10 ,ii
125,Ref 2,32.593,69472,37999856.0,0.49863184,1890922.5,391.2834574,IT=16;16 ,ii
126,Ref 2,28.212,64500,38178740.0,0.50269849,2088133.4,391.2834318,IT=14;14 ,ii
127,Ref 2,22.780,59968,40388796.0,0.50665481,2332515.5,391.2834982,IT=11;11 ,ii
129,Ref 2,31.912,65732,34771468.0,0.51096941,1717333.1,391.2835058,IT=16;16 ,ii
132,Ref 2,24.294,59532,35445540.0,0.51672139,1997830.4,391.2834052,IT=12;12 ,ii
133,Ref 2,27.518,63064,37531208.0,0.52087758,2022121.4,391.2834617,IT=14;14 ,ii
134,Ref 2,26.307,59976,34822524.0,0.52496094,1762371.2,391.2833841,IT=13;13 ,ii
135,Ref 2,23.911,58948,36772800.0,0.52885876,2104277.8,391.2834907,IT=12;12 ,ii
136,Ref 2,20.522,55664,36946352.0,0.53272129,2118456.2,391.2835487,IT=10;10 ,ii
137,Ref 2,22.517,55612,34604840.0,0.53682956,1798835.1,391.2835361,IT=11;11 ,ii
138,Ref 2,23.868,61140,37654668.0,0.54094416,2045493.1,391.2835086,IT=12;12 ,ii
139,Ref 2,26.474,65804,39476212.0,0.54508366,2197400.0,391.2835634,IT=13;13 ,ii
140,Ref 2,42.229,78432,36757668.0,0.54928148,1772603.6,391.2834684,IT=21;21 ,ii
141,Ref 2,23.972,59284,36654884.0,0.55316277,2054088.8,391.2835101,IT=12;12 ,ii
142,Ref 2,33.753,69536,37192304.0,0.55741478,2063734.2,391.2834841,IT=17;17 ,ii
143,Ref 2,25.896,62568,37279044.0,0.56142524,1903893.8,391.2835104,IT=13;13 ,ii
144,Ref 2,20.818,56872,39421648.0,0.56527106,2209663.5,391.283548,IT=10;10 ,ii
145,Ref 2,29.072,62852,34504768.0,0.56948146,1795452.6,391.2835834,IT=15;15 ,ii
146,Ref 2,18.856,50756,35503548.0,0.57343342,1878900.9,391.2835786,IT=9.4;9.4 ,ii
147,Ref 2,35.646,73060,37931540.0,0.57777721,1980515.2,391.2835751,IT=18;18 ,ii
148,Ref 2,30.592,67460,38246128.0,0.58167713,2051465.9,391.2835515,IT=15;15 ,ii
149,Ref 2,27.273,62156,35616260.0,0.58574803,1856730.8,391.2835442,IT=14;14 ,ii
150,Ref 2,25.794,63748,39679496.0,0.58982499,2126557.0,391.283427,IT=13;13 ,ii
151,Ref 2,21.077,55668,37916640.0,0.59384591,2231986.8,391.283561,IT=11;11 ,ii
152,Ref 2,22.739,59636,40838428.0,0.59778537,2226078.8,391.2835248,IT=11;11 ,ii
153,Ref 2,19.917,53740,36728032.0,0.60182711,2068406.8,391.2836236,IT=10;10 ,ii
154,Ref 2,28.052,63768,35968188.0,0.60604576,1986186.8,391.2836217,IT=14;14 ,ii
155,Ref 2,22.265,56580,37136376.0,0.61005414,2001901.4,391.283661,IT=11;11 ,ii
156,Ref 2,34.702,69716,32901822.0,0.61417486,1619921.2,391.2836552,IT=17;17 ,ii
157,Ref 2,27.140,59332,31918814.0,0.61819573,1691408.1,391.2836874,IT=14;14 ,ii
158,Ref 2,19.639,55728,39884568.0,0.62217481,2162641.5,391.2836582,IT=9.8;9.8 ,ii
159,Ref 2,37.614,69644,33384912.0,0.62653729,1687250.8,391.2835775,IT=19;19 ,ii
160,Ref 2,21.575,59796,40785608.0,0.63042476,2243945.5,391.2836713,IT=11;11 ,ii
161,Ref 2,26.406,63544,38991388.0,0.63442272,2119141.2,391.2836634,IT=13;13 ,ii
162,Ref 2,22.041,53728,34343540.0,0.63844139,1804793.2,391.2836409,IT=11;11 ,ii
163,Ref 2,27.320,64148,38187820.0,0.64260174,2124470.0,391.2836114,IT=14;14 ,ii
164,Ref 2,20.151,51736,35385576.0,0.64658508,1998573.0,391.2836859,IT=10;10 ,ii
165,Ref 2,28.085,60828,32160408.0,0.65061634,1574751.6,391.283621,IT=14;14 ,ii
166,Ref 2,28.462,65048,35893184.0,0.65473298,1951681.6,391.2836173,IT=14;14 ,ii
167,Ref 2,25.766,64156,39140776.0,0.65879746,2111248.2,391.2836738,IT=13;13 ,ii
168,Ref 2,24.271,59952,35669428.0,0.66286831,1804440.4,391.2836486,IT=12;12 ,ii
169,Ref 2,27.508,64172,38213108.0,0.66684113,2052840.1,391.2835933,IT=14;14 ,ii
170,Ref 2,25.113,61472,37428060.0,0.67090986,1978054.8,391.2835995,IT=13;13 ,ii
171,Ref 2,24.190,59000,34731564.0,0.67498693,1751932.5,391.2836274,IT=12;12 ,ii
172,Ref 2,27.464,63040,37881252.0,0.67912656,2042256.1,391.2836192,IT=14;14 ,ii
173,Ref 2,25.436,59524,36265916.0,0.68303269,2071953.8,391.2836291,IT=13;13 ,ii
174,Ref 2,26.593,61204,33869896.0,0.68714726,1773521.6,391.2836175,IT=13;13 ,ii
175,Ref 2,24.546,61560,38428468.0,0.69121184,2042391.1,391.2836549,IT=12;12 ,ii
176,Ref 2,27.889,65856,34899164.0,0.69535763,1928950.1,391.2836477,IT=14;14 ,ii
177,Ref 2,33.268,71436,36674080.0,0.69938678,1843736.2,391.2835939,IT=17;17 ,ii
178,Ref 2,25.146,64456,39933356.0,0.70339089,2177162.5,391.2835707,IT=13;13 ,ii
179,Ref 2,26.342,60872,35900224.0,0.70750754,1996658.0,391.2835225,IT=13;13 ,ii
180,Ref 2,26.553,61100,35986664.0,0.71160961,1855208.5,391.283586,IT=13;13 ,ii
181,Ref 2,26.927,62820,38246004.0,0.71555543,2015008.0,391.2835695,IT=13;13 ,ii
182,Ref 2,33.599,70108,37738072.0,0.71976788,2064389.9,391.2836189,IT=17;17 ,ii
183,Ref 2,30.118,65324,35078104.0,0.72384909,1746201.1,391.283581,IT=15;15 ,ii
184,Ref 2,26.250,63424,38964364.0,0.72791156,2079397.5,391.283573,IT=13;13 ,ii
185,Ref 2,24.681,62624,38477056.0,0.73198446,2143159.0,391.2835922,IT=12;12 ,ii
186,Ref 2,23.981,60944,40871436.0,0.73589484,2187337.2,391.2835806,IT=12;12 ,ii
187,Ref 2,26.504,64956,39720436.0,0.74002196,2070674.6,391.2835993,IT=13;13 ,ii
188,Ref 2,19.277,53380,38269804.0,0.74399688,2268709.8,391.2836736,IT=9.6;9.6 ,ii
189,Ref 2,25.991,59744,32978250.0,0.74817401,1730229.0,391.283593,IT=13;13 ,ii
190,Ref 2,26.553,65644,37981800.0,0.75227599,1951733.0,391.2835279,IT=13;13 ,ii
191,Ref 2,39.517,73876,36669952.0,0.75658846,1911278.5,391.2836859,IT=20;20 ,ii
192,Ref 2,25.168,62444,39574576.0,0.76062594,2127662.5,391.2836027,IT=13;13 ,ii
193,Ref 2,39.783,74556,36273936.0,0.76496338,1796672.6,391.2835971,IT=20;20 ,ii
194,Ref 2,26.865,64808,40378852.0,0.76874883,2207573.5,391.2835855,IT=13;13 ,ii
195,Ref 2,20.570,56140,38973720.0,0.77274468,2232720.0,391.2836578,IT=10;10 ,ii
196,Ref 2,20.330,52368,33915588.0,0.77681128,1729091.1,391.2836873,IT=10;10 ,ii
197,Ref 2,50.000,85596,36240376.0,0.78137164,1845557.1,391.2838028,IT=25;25 ,ii
199,Ref 2,24.405,60904,41289940.0,0.78574243,2328107.0,391.2835726,IT=12;12 ,ii
200,Ref 2,26.543,60524,35468852.0,0.78970697,1867129.5,391.2835386,IT=13;13 ,ii
201,Ref 2,22.084,57300,37566764.0,0.79373406,2098072.8,391.2836257,IT=11;11 ,ii
202,Ref 2,27.152,65468,39413584.0,0.79789444,2140332.2,391.2836384,IT=14;14 ,ii
203,Ref 2,33.569,66560,33028122.0,0.80211109,1595131.1,391.2835649,IT=17;17 ,ii
204,Ref 2,27.274,63424,35141420.0,0.80598188,1858737.5,391.2836703,IT=14;14 ,ii
205,Ref 2,26.084,63292,38609832.0,0.81006308,2082733.5,391.2836932,IT=13;13 ,ii
206,Ref 2,23.317,59016,37383508.0,0.81412557,1853514.0,391.2836273,IT=12;12 ,ii
207,Ref 2,32.388,74240,38713472.0,0.81835473,2009965.4,391.2836745,IT=16;16 ,ii
208,Ref 2,24.000,58124,38398088.0,0.82217343,2146910.8,391.2836444,IT=12;12 ,ii
209,Ref 2,28.123,68292,41720912.0,0.82632759,2115933.2,391.2836153,IT=14;14 ,ii
210,Ref 2,32.745,67108,35535572.0,0.83051093,1926455.9,391.2836867,IT=16;16 ,ii
211,Ref 2,28.156,66736,40818072.0,0.83457751,2261771.8,391.28363,IT=14;14 ,ii
212,Ref 2,31.405,66700,37153336.0,0.83875043,1850121.5,391.283673,IT=16;16 ,ii
213,Ref 2,38.247,69652,33669292.0,0.84297741,1734401.1,391.2836808,IT=19;19 ,ii
214,Ref 2,25.981,62152,39299536.0,0.84693579,2258501.0,391.283692,IT=13;13 ,ii
215,Ref 2,16.801,47104,32322000.0,0.85089407,1696791.4,391.2837654,IT=8.4;8.4 ,ii
216,Ref 2,31.441,69812,36554824.0,0.85519206,1927152.6,391.2836488,IT=16;16 ,ii
217,Ref 2,20.997,55936,39945404.0,0.85898153,2297298.2,391.2836016,IT=10;10 ,ii
218,Ref 2,23.206,61636,41008240.0,0.86308783,2093130.0,391.2835626,IT=12;12 ,ii
219,Ref 2,27.690,63372,35253572.0,0.86724192,1849661.0,391.2836454,IT=14;14 ,ii
220,Ref 2,21.978,56916,38013844.0,0.87125863,2288296.8,391.283714,IT=11;11 ,ii
221,Ref 2,16.761,45564,32759226.0,0.87525642,1795062.0,391.2838275,IT=8.4;8.4 ,ii
222,Ref 2,20.918,52956,34833740.0,0.87936686,1939493.1,391.283725,IT=10;10 ,ii
223,Ref 2,20.549,58148,40700696.0,0.88343763,2228605.0,391.2837164,IT=10;10 ,ii
224,Ref 2,21.505,55440,37123600.0,0.88752302,2049990.8,391.2837039,IT=11;11 ,ii
225,Ref 2,27.547,65244,40084440.0,0.89153341,2185746.0,391.2836699,IT=14;14 ,ii
226,Ref 2,17.310,49308,36217004.0,0.89546882,2036741.9,391.2837908,IT=8.7;8.7 ,ii
227,Ref 2,23.884,61140,39549620.0,0.89963126,2115952.2,391.2836767,IT=12;12 ,ii
228,Ref 2,28.508,61928,32679970.0,0.90379793,1640941.4,391.2836079,IT=14;14 ,ii
229,Ref 2,27.895,62956,35466696.0,0.90789164,1954158.1,391.2835933,IT=14;14 ,ii
230,Ref 2,24.056,59560,38011656.0,0.91177494,2121140.2,391.283576,IT=12;12 ,ii
231,Ref 2,23.388,61132,39804916.0,0.91584366,1998647.0,391.2834692,IT=12;12 ,ii
232,Ref 2,32.705,71328,39432284.0,0.92007694,2092998.5,391.283557,IT=16;16 ,ii
233,Ref 2,21.694,57852,37366764.0,0.92403734,2087864.0,391.2835309,IT=11;11 ,ii
234,Ref 2,26.847,62564,34297340.0,0.92802901,1716780.2,391.2834948,IT=13;13 ,ii
235,Ref 2,23.583,57864,32513598.0,0.93207897,1811592.1,391.2836349,IT=12;12 ,ii
236,Ref 2,23.657,58384,34944468.0,0.93616226,1844660.0,391.2835481,IT=12;12 ,ii
237,Ref 2,22.095,55092,34012980.0,0.94021436,1734652.1,391.2835417,IT=11;11 ,ii
238,Ref 2,30.319,66100,36315208.0,0.94426844,1945099.1,391.2835397,IT=15;15 ,ii
239,Ref 2,18.806,53060,38276652.0,0.94820184,2075698.5,391.2836058,IT=9.4;9.4 ,ii
240,Ref 2,29.391,62036,34299432.0,0.95243926,1751063.6,391.2834877,IT=15;15 ,ii
241,Ref 2,21.705,55536,37111732.0,0.95642678,2018857.4,391.2835627,IT=11;11 ,ii
242,Ref 2,28.605,67048,40397148.0,0.96061836,2259053.5,391.2835968,IT=14;14 ,ii
243,Ref 2,23.878,61780,41616540.0,0.96464758,2120052.0,391.2834483,IT=12;12 ,ii
244,Ref 2,26.395,62800,36926092.0,0.96877876,1977774.2,391.2835766,IT=13;13 ,ii
245,Ref 2,22.049,64848,41233364.0,0.97279753,2352967.0,391.2834759,IT=11;11 ,ii
246,Ref 2,36.510,71104,35179424.0,0.97695159,1718159.8,391.2835823,IT=18;18 ,ii
247,Ref 2,28.561,64296,37113264.0,0.98097664,1971387.2,391.2836185,IT=14;14 ,ii
248,Ref 2,23.171,60332,38855244.0,0.98499534,2288212.2,391.2835783,IT=12;12 ,ii
249,Ref 2,25.447,60212,35341544.0,0.98912658,1913184.6,391.2835533,IT=13;13 ,ii
250,Ref 2,35.077,69236,33718956.0,0.99337234,1720288.0,391.2835618,IT=18;18 ,ii
251,Ref 2,22.963,60288,39750124.0,0.99714317,2219353.2,391.2835242,IT=11;11 ,ii
252,Ref 2,28.225,62348,33230482.0,1.001314,1755719.9,391.283539,IT=14;14 ,ii
253,Ref 2,31.463,66736,34383080.0,1.0054764,1681433.2,391.2835247,IT=16;16 ,ii
254,Ref 2,21.589,57968,36824272.0,1.0094389,2035711.6,391.2836901,IT=11;11 ,ii
256,Ref 2,27.767,63788,38038880.0,1.0136659,2061904.9,391.2837283,IT=14;14 ,ii
258,Ref 2,25.384,63368,38591944.0,1.0179181,1911828.8,391.2837045,IT=13;13 ,ii
260,Ref 2,21.574,56444,38993104.0,1.0221055,2203499.8,391.2836391,IT=11;11 ,ii
261,Ref 2,30.327,65116,35366812.0,1.0263263,1867379.2,391.2836506,IT=15;15 ,ii
262,Ref 2,27.764,63464,34009968.0,1.0302304,1682093.5,391.2836061,IT=14;14 ,ii
263,Ref 2,23.698,57192,35373260.0,1.0342721,2025767.6,391.2836247,IT=12;12 ,ii
264,Ref 2,31.389,66920,36522680.0,1.0384866,1929591.0,391.2837038,IT=16;16 ,ii
265,Ref 2,24.403,61504,36667992.0,1.0424887,1860939.4,391.2835208,IT=12;12 ,ii
266,Ref 2,29.244,67228,35129236.0,1.0466574,1933844.9,391.2836234,IT=15;15 ,ii
267,Ref 2,21.394,58412,38691988.0,1.0504741,2076381.5,391.2836797,IT=11;11 ,ii
268,Ref 2,27.408,60024,32883490.0,1.054649,1611435.2,391.2836077,IT=14;14 ,ii
269,Ref 2,22.612,57208,35837200.0,1.0586718,1948496.4,391.28373,IT=11;11 ,ii
270,Ref 2,26.389,61796,36448460.0,1.0628115,2027500.0,391.2836223,IT=13;13 ,ii
271,Ref 2,33.456,72016,37714256.0,1.0668593,1762434.0,391.2836488,IT=17;17 ,ii
272,Ref 2,20.309,54116,36750064.0,1.0707781,1948069.6,391.2837533,IT=10;10 ,ii
273,Ref 2,27.332,62900,36048128.0,1.0749655,1963829.4,391.2836944,IT=14;14 ,ii
274,Ref 2,26.880,65952,40734824.0,1.0790593,2031541.4,391.2836546,IT=13;13 ,ii
275,Ref 2,25.472,60632,33341946.0,1.0829717,1748499.6,391.2837099,IT=13;13 ,ii
276,Ref 2,24.484,59932,35439828.0,1.0870529,1939290.2,391.2837607,IT=12;12 ,ii
277,Ref 2,29.019,68464,38991888.0,1.09133,1894104.4,391.2836462,IT=15;15 ,ii
278,Ref 2,31.711,66648,35007760.0,1.0954905,1761406.6,391.283578,IT=16;16 ,ii
279,Ref 2,26.660,63116,39191568.0,1.0993633,2187527.5,391.283582,IT=13;13 ,ii
