Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (min),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
18738,Ref 2,156885.34,2276,0,0.0,27.0,41.953554,100.0-2025.0,nan,FTMS + p NSI d Full ms2 655.6874@hcd27.00 [100.0000-2025.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809271,N/A,N/A,N/A,N/A,IT=80 ,16328.486,N/A,655.6875,3,27.00,30.096,1.60,N/A,N/A,N/A,211753915.8246,70201658.8341,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,20954.7,0.000,N/A,N/A,N/A
18739,Ref 2,106638.67,1664,0,0.0,27.0,41.955408,100.0-1620.0,nan,FTMS + p NSI d Full ms2 785.9208@hcd27.00 [100.0000-1620.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,199.1806182,N/A,N/A,N/A,N/A,IT=80 ,24319.598,N/A,785.9208,2,27.00,38.196,1.60,N/A,N/A,N/A,211753916.9522,70201659.5719,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,16230.5,0.000,N/A,N/A,N/A
18740,Ref 2,250239.47,2432,0,0.0,27.0,41.957237,100.0-1175.0,nan,FTMS + p NSI d Full ms2 567.7965@hcd27.00 [100.0000-1175.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1439441,N/A,N/A,N/A,N/A,IT=80 ,77905.555,N/A,567.7965,2,27.00,27.595,1.60,N/A,N/A,N/A,211753912.8652,70201656.8716,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,33354.3,0.000,N/A,N/A,N/A
18741,Ref 2,112501.38,1628,0,0.0,27.0,41.959083,100.0-1690.0,nan,FTMS + p NSI d Full ms2 819.9169@hcd27.00 [100.0000-1690.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,197.1282222,N/A,N/A,N/A,N/A,IT=80 ,13359.264,N/A,819.9169,2,27.00,39.848,1.60,N/A,N/A,N/A,211753917.0487,70201659.6455,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,15826.3,0.000,N/A,N/A,N/A
18742,Ref 2,41278.906,1156,0,0.0,27.0,41.960945,100.0-2935.0,nan,FTMS + p NSI d Full ms2 952.4646@hcd27.00 [100.0000-2935.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5652976,N/A,N/A,N/A,N/A,IT=80 ,7441.9155,N/A,952.1306,3,27.00,43.718,1.60,N/A,N/A,N/A,211753917.8854,70201660.1969,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,12320.4,0.000,N/A,N/A,N/A
18743,Ref 2,141247.83,2024,0,0.0,27.0,41.962774,100.0-1325.0,nan,FTMS + p NSI d Full ms2 640.8364@hcd27.00 [100.0000-1325.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,263.1027509,N/A,N/A,N/A,N/A,IT=80 ,18110.707,N/A,640.8364,2,27.00,31.145,1.60,N/A,N/A,N/A,211753915.6114,70201658.6836,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,21848.3,0.000,N/A,N/A,N/A
18744,Ref 2,62284.211,1372,0,0.0,27.0,41.964618,100.0-1705.0,nan,FTMS + p NSI d Full ms2 826.9067@hcd27.00 [100.0000-1705.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1647921,N/A,N/A,N/A,N/A,IT=80 ,12038.845,N/A,826.4057,2,27.00,40.188,1.60,N/A,N/A,N/A,211753917.5945,70201660.0033,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,13539.3,0.000,N/A,N/A,N/A
18746,Ref 2,76306.578,1596,0,0.0,27.0,41.96842,100.0-1795.0,nan,FTMS + p NSI d Full ms2 579.3293@hcd27.00 [100.0000-1795.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,199.180978,N/A,N/A,N/A,N/A,IT=80 ,10486.188,N/A,579.3293,3,27.00,26.591,1.60,N/A,N/A,N/A,211753917.3278,70201659.8352,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,14656.6,0.000,N/A,N/A,N/A
18747,Ref 2,215623.59,2948,0,0.0,27.0,41.970272,100.0-1570.0,nan,FTMS + p NSI d Full ms2 759.3652@hcd27.00 [100.0000-1570.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809427,N/A,N/A,N/A,N/A,IT=80 ,16598.975,N/A,0.0000,2,27.00,36.905,1.60,N/A,N/A,N/A,211753914.9740,70201658.2677,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,24518.9,0.000,N/A,N/A,N/A
18748,Ref 2,105285.02,1668,0,0.0,27.0,41.972083,100.0-1375.0,nan,FTMS + p NSI d Full ms2 442.5693@hcd27.00 [100.0000-1375.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,201.1052639,N/A,N/A,N/A,N/A,IT=80 ,18124.93,N/A,442.5693,3,27.00,20.314,1.60,N/A,N/A,N/A,211753916.9571,70201659.5840,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,16210.1,0.000,N/A,N/A,N/A
18749,Ref 2,196415.84,2116,0,0.0,27.0,41.973935,100.0-1575.0,nan,FTMS + p NSI d Full ms2 761.8920@hcd27.00 [100.0000-1575.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809371,N/A,N/A,N/A,N/A,IT=80 ,46561.023,N/A,761.3910,2,27.00,37.028,1.60,N/A,N/A,N/A,211753914.6648,70201658.0612,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,25814.3,0.000,N/A,N/A,N/A
18750,Ref 2,282935.5,3156,0,0.0,27.0,41.975764,100.0-1255.0,nan,FTMS + p NSI d Full ms2 606.8057@hcd27.00 [100.0000-1255.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0758298,N/A,N/A,N/A,N/A,IT=80 ,40114.855,N/A,606.8057,2,27.00,29.491,1.60,N/A,N/A,N/A,211753912.6054,70201656.7057,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,34443.2,0.000,N/A,N/A,N/A
18751,Ref 2,79419.562,1292,0,0.0,27.0,41.977624,100.0-1895.0,nan,FTMS + p NSI d Full ms2 920.4735@hcd27.00 [100.0000-1895.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,414.2706283,N/A,N/A,N/A,N/A,IT=80 ,27201.916,N/A,920.4735,2,27.00,44.735,1.60,N/A,N/A,N/A,211753917.1058,70201659.6784,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,15586.7,0.000,N/A,N/A,N/A
18752,Ref 2,49930.0,1404,0,0.0,27.0,41.97947,100.0-2330.0,nan,FTMS + p NSI d Full ms2 755.0054@hcd27.00 [100.0000-2330.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,244.165081,N/A,N/A,N/A,N/A,IT=80 ,5343.6133,N/A,754.6713,3,27.00,34.655,1.60,N/A,N/A,N/A,211753917.9796,70201660.2663,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11925.6,0.000,N/A,N/A,N/A
18753,Ref 2,37750.531,1204,0,0.0,27.0,41.981282,100.0-2130.0,nan,FTMS + p NSI d Full ms2 516.7614@hcd27.00 [100.0000-2130.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5918293,N/A,N/A,N/A,N/A,IT=80 ,8334.7012,N/A,516.5109,4,27.00,22.324,1.60,N/A,N/A,N/A,211753918.2169,70201660.4143,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,10931.3,0.000,N/A,N/A,N/A
18754,Ref 2,161051.69,2292,0,0.0,27.0,41.983135,100.0-1415.0,nan,FTMS + p NSI d Full ms2 683.3703@hcd27.00 [100.0000-1415.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,199.180518,N/A,N/A,N/A,N/A,IT=80 ,34984.668,N/A,0.0000,2,27.00,33.212,1.60,N/A,N/A,N/A,211753915.3680,70201658.5266,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,22867.9,0.000,N/A,N/A,N/A
18755,Ref 2,172280.3,2520,0,0.0,27.0,41.984962,100.0-1385.0,nan,FTMS + p NSI d Full ms2 670.3896@hcd27.00 [100.0000-1385.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,799.4753445,N/A,N/A,N/A,N/A,IT=80 ,15021.962,N/A,0.0000,2,27.00,32.581,1.60,N/A,N/A,N/A,211753914.9914,70201658.2735,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,24445.8,0.000,N/A,N/A,N/A
18757,Ref 2,666204.5,4440,0,0.0,27.0,41.988778,100.0-1610.0,nan,FTMS + p NSI d Full ms2 780.3976@hcd27.00 [100.0000-1610.0000],On,1,78.184,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1283469,N/A,N/A,N/A,N/A,IT=78 ,67255.133,N/A,780.3976,2,27.00,37.927,1.60,N/A,N/A,N/A,211753905.2139,70201651.7934,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,65412.5,0.000,N/A,N/A,N/A
18758,Ref 2,123846.86,1872,0,0.0,27.0,41.990624,100.0-2280.0,nan,FTMS + p NSI d Full ms2 738.7098@hcd27.00 [100.0000-2280.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.1647366,N/A,N/A,N/A,N/A,IT=80 ,22690.357,N/A,738.3758,3,27.00,33.907,1.60,N/A,N/A,N/A,211753915.5810,70201658.6666,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,21975.5,0.000,N/A,N/A,N/A
18759,Ref 2,307031.09,2936,0,0.0,27.0,41.992451,100.0-1255.0,nan,FTMS + p NSI d Full ms2 605.2833@hcd27.00 [100.0000-1255.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809286,N/A,N/A,N/A,N/A,IT=80 ,57724.449,N/A,605.2836,2,27.00,29.417,1.60,N/A,N/A,N/A,211753912.8063,70201656.8278,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,33601.4,0.000,N/A,N/A,N/A
18760,Ref 2,195133.95,2180,0,0.0,27.0,41.99428,100.0-1045.0,nan,FTMS + p NSI d Full ms2 501.7768@hcd27.00 [100.0000-1045.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,201.1230795,N/A,N/A,N/A,N/A,IT=80 ,64675.113,N/A,501.7767,2,27.00,24.386,1.60,N/A,N/A,N/A,211753914.1641,70201657.7322,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,27912.4,0.000,N/A,N/A,N/A
18761,Ref 2,170045.31,2716,0,0.0,27.0,41.99611,100.0-1100.0,nan,FTMS + p NSI d Full ms2 529.7966@hcd27.00 [100.0000-1100.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,187.1074423,N/A,N/A,N/A,N/A,IT=80 ,11872.285,N/A,529.7966,2,27.00,25.748,1.60,N/A,N/A,N/A,211753915.1333,70201658.3725,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,23851.5,0.000,N/A,N/A,N/A
18762,Ref 2,281864.41,2712,0,0.0,27.0,41.997943,100.0-1350.0,nan,FTMS + p NSI d Full ms2 652.3337@hcd27.00 [100.0000-1350.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809104,N/A,N/A,N/A,N/A,IT=80 ,51193.918,N/A,652.3337,2,27.00,31.703,1.60,N/A,N/A,N/A,211753912.8001,70201656.8223,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,33627.4,0.000,N/A,N/A,N/A
18763,Ref 2,115900.83,1832,0,0.0,27.0,41.999772,100.0-1200.0,nan,FTMS + p NSI d Full ms2 578.3538@hcd27.00 [100.0000-1200.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,199.1803759,N/A,N/A,N/A,N/A,IT=80 ,19343.611,N/A,578.3538,2,27.00,28.108,1.60,N/A,N/A,N/A,211753916.7153,70201659.4275,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,17223.2,0.000,N/A,N/A,N/A
18764,Ref 2,41499.438,1064,0,0.0,27.0,42.001635,100.0-2140.0,nan,FTMS + p NSI d Full ms2 1040.0165@hcd27.00 [100.0000-2140.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.578572,N/A,N/A,N/A,N/A,IT=80 ,12874.19,N/A,1040.0164,2,27.00,50.545,1.60,N/A,N/A,N/A,211753918.3741,70201660.5149,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,10272.8,0.000,N/A,N/A,N/A
18765,Ref 2,115865.73,2116,0,0.0,27.0,42.00348,100.0-1460.0,nan,FTMS + p NSI d Full ms2 707.4133@hcd27.00 [100.0000-1460.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,707.4104921,N/A,N/A,N/A,N/A,IT=80 ,17898.855,N/A,0.0000,2,27.00,34.380,1.60,N/A,N/A,N/A,211753917.0227,70201659.6265,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,15934.9,0.000,N/A,N/A,N/A
18767,Ref 2,44087.406,1116,0,0.0,27.0,42.009312,100.0-2145.0,nan,FTMS + p NSI d Full ms2 693.6754@hcd27.00 [100.0000-2145.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.571243,N/A,N/A,N/A,N/A,IT=80 ,11593.59,N/A,0.0000,3,27.00,31.840,1.60,N/A,N/A,N/A,211753918.0579,70201660.3061,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11597.8,0.000,N/A,N/A,N/A
18768,Ref 2,65648.961,1384,0,0.0,27.0,42.011157,100.0-1660.0,nan,FTMS + p NSI d Full ms2 804.4059@hcd27.00 [100.0000-1660.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,157.1333932,N/A,N/A,N/A,N/A,IT=80 ,13454.166,N/A,0.0000,2,27.00,39.094,1.60,N/A,N/A,N/A,211753917.6697,70201660.0595,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,13224.1,0.000,N/A,N/A,N/A
18769,Ref 2,326489.38,2744,0,0.0,27.0,42.01297,100.0-960.0,nan,FTMS + p NSI d Full ms2 462.2533@hcd27.00 [100.0000-960.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.0276489,N/A,N/A,N/A,N/A,IT=80 ,44992.07,N/A,462.2533,2,27.00,22.466,1.60,N/A,N/A,N/A,211753910.5040,70201655.3017,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,43247.7,0.000,N/A,N/A,N/A
18770,Ref 2,183495.31,1960,0,0.0,27.0,42.014822,100.0-1605.0,nan,FTMS + p NSI d Full ms2 776.4601@hcd27.00 [100.0000-1605.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,270.1810838,N/A,N/A,N/A,N/A,IT=80 ,35345.738,N/A,776.4601,2,27.00,37.736,1.60,N/A,N/A,N/A,211753915.6658,70201658.7259,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,21620.2,0.000,N/A,N/A,N/A
18772,Ref 2,417634.97,4108,0,0.0,27.0,42.018668,100.0-1375.0,nan,FTMS + p NSI d Full ms2 664.8569@hcd27.00 [100.0000-1375.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,183.1127619,N/A,N/A,N/A,N/A,IT=80 ,32466.229,N/A,664.8569,2,27.00,32.312,1.60,N/A,N/A,N/A,211753909.8842,70201654.8951,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,45844.4,0.000,N/A,N/A,N/A
18773,Ref 2,33321.773,960,0,0.0,27.0,42.020532,100.0-1965.0,nan,FTMS + p NSI d Full ms2 954.9285@hcd27.00 [100.0000-1965.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5791834,N/A,N/A,N/A,N/A,IT=80 ,11427.854,N/A,954.9285,2,27.00,46.410,1.60,N/A,N/A,N/A,211753918.0318,70201660.3009,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11707.1,0.000,N/A,N/A,N/A
18774,Ref 2,379808.81,3492,0,0.0,27.0,42.022361,100.0-2085.0,nan,FTMS + p NSI d Full ms2 674.0605@hcd27.00 [100.0000-2085.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,853.5247515,N/A,N/A,N/A,N/A,IT=80 ,49698.398,N/A,673.7265,3,27.00,30.939,1.60,N/A,N/A,N/A,211753910.8294,70201655.5171,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,41884.3,0.000,N/A,N/A,N/A
18775,Ref 2,304074.56,3596,0,0.0,27.0,42.024191,100.0-1385.0,nan,FTMS + p NSI d Full ms2 670.3318@hcd27.00 [100.0000-1385.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809301,N/A,N/A,N/A,N/A,IT=80 ,51023.539,N/A,670.3319,2,27.00,32.578,1.60,N/A,N/A,N/A,211753913.0359,70201656.9872,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,32639.2,0.000,N/A,N/A,N/A
18776,Ref 2,99284.461,2188,0,0.0,27.0,42.026036,100.0-1810.0,nan,FTMS + p NSI d Full ms2 584.9576@hcd27.00 [100.0000-1810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5811119,N/A,N/A,N/A,N/A,IT=80 ,10350.173,N/A,584.6236,3,27.00,26.850,1.60,N/A,N/A,N/A,211753917.2630,70201659.7790,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,14928.2,0.000,N/A,N/A,N/A
18777,Ref 2,119607.13,1824,0,0.0,27.0,42.027886,100.0-1515.0,nan,FTMS + p NSI d Full ms2 733.3888@hcd27.00 [100.0000-1515.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0757323,N/A,N/A,N/A,N/A,IT=80 ,15409.973,N/A,733.3888,2,27.00,35.643,1.60,N/A,N/A,N/A,211753916.2748,70201659.1324,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,19068.6,0.000,N/A,N/A,N/A
18778,Ref 2,75416.906,1384,0,0.0,27.0,42.029749,100.0-1930.0,nan,FTMS + p NSI d Full ms2 936.5027@hcd27.00 [100.0000-1930.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,984.5803779,N/A,N/A,N/A,N/A,IT=80 ,14690.529,N/A,936.5027,2,27.00,45.514,1.60,N/A,N/A,N/A,211753918.0080,70201660.2722,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11806.8,0.000,N/A,N/A,N/A
18779,Ref 2,73084.633,1792,0,0.0,27.0,42.031578,100.0-1220.0,nan,FTMS + p NSI d Full ms2 588.3382@hcd27.00 [100.0000-1220.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,221.1282167,N/A,N/A,N/A,N/A,IT=80 ,6936.939,N/A,0.0000,2,27.00,28.593,1.60,N/A,N/A,N/A,211753916.8408,70201659.5038,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,16697.1,0.000,N/A,N/A,N/A
18781,Ref 2,41001.844,1212,0,0.0,27.0,42.035428,100.0-1565.0,nan,FTMS + p NSI d Full ms2 758.4159@hcd27.00 [100.0000-1565.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5927123,N/A,N/A,N/A,N/A,IT=80 ,7539.8022,N/A,0.0000,2,27.00,36.859,1.60,N/A,N/A,N/A,211753918.4839,70201660.5929,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,9813.0,0.000,N/A,N/A,N/A
18782,Ref 2,170871.5,2620,0,0.0,27.0,42.037257,100.0-1780.0,nan,FTMS + p NSI d Full ms2 575.6716@hcd27.00 [100.0000-1780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0758016,N/A,N/A,N/A,N/A,IT=80 ,16009.541,N/A,0.0000,3,27.00,26.423,1.60,N/A,N/A,N/A,211753915.3355,70201658.5020,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,23004.3,0.000,N/A,N/A,N/A
18783,Ref 2,351756.19,3160,0,0.0,27.0,42.039086,100.0-1330.0,nan,FTMS + p NSI d Full ms2 642.8628@hcd27.00 [100.0000-1330.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,201.1232283,N/A,N/A,N/A,N/A,IT=80 ,53718.379,N/A,642.8628,2,27.00,31.243,1.60,N/A,N/A,N/A,211753910.7085,70201655.4389,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,42390.7,0.000,N/A,N/A,N/A
18784,Ref 2,150705.44,2148,0,0.0,27.0,42.040917,100.0-1235.0,nan,FTMS + p NSI d Full ms2 595.3328@hcd27.00 [100.0000-1235.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,183.1492082,N/A,N/A,N/A,N/A,IT=80 ,14248.001,N/A,595.3328,2,27.00,28.933,1.60,N/A,N/A,N/A,211753915.5118,70201658.6263,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,22265.5,0.000,N/A,N/A,N/A
18785,Ref 2,181171.16,2808,0,0.0,27.0,42.042753,100.0-2200.0,nan,FTMS + p NSI d Full ms2 712.0623@hcd27.00 [100.0000-2200.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,909.4721045,N/A,N/A,N/A,N/A,IT=80 ,10832.595,N/A,711.7283,3,27.00,32.684,1.60,N/A,N/A,N/A,211753915.7041,70201658.7594,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,21460.0,0.000,N/A,N/A,N/A
18786,Ref 2,74216.852,1500,0,0.0,27.0,42.044597,100.0-1620.0,nan,FTMS + p NSI d Full ms2 785.8801@hcd27.00 [100.0000-1620.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127409,N/A,N/A,N/A,N/A,IT=80 ,8132.293,N/A,785.8801,2,27.00,38.194,1.60,N/A,N/A,N/A,211753917.6557,70201660.0340,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,13283.0,0.000,N/A,N/A,N/A
18787,Ref 2,164708.89,2300,0,0.0,27.0,42.046428,100.0-1345.0,nan,FTMS + p NSI d Full ms2 649.8523@hcd27.00 [100.0000-1345.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,185.091639,N/A,N/A,N/A,N/A,IT=80 ,19031.863,N/A,649.8523,2,27.00,31.583,1.60,N/A,N/A,N/A,211753915.0775,70201658.3367,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,24085.4,0.000,N/A,N/A,N/A
18788,Ref 2,67578.68,1664,0,0.0,27.0,42.048274,100.0-1585.0,nan,FTMS + p NSI d Full ms2 767.8485@hcd27.00 [100.0000-1585.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.573584,N/A,N/A,N/A,N/A,IT=80 ,8606.8496,N/A,767.8485,2,27.00,37.317,1.60,N/A,N/A,N/A,211753918.0363,70201660.2954,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11688.3,0.000,N/A,N/A,N/A
18789,Ref 2,64583.664,1536,0,0.0,27.0,42.050103,100.0-1285.0,nan,FTMS + p NSI d Full ms2 620.3724@hcd27.00 [100.0000-1285.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5942533,N/A,N/A,N/A,N/A,IT=80 ,8669.5684,N/A,620.3725,2,27.00,30.150,1.60,N/A,N/A,N/A,211753918.0416,70201660.2972,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11665.8,0.000,N/A,N/A,N/A
18790,Ref 2,50848.422,1372,0,0.0,27.0,42.051953,100.0-1550.0,nan,FTMS + p NSI d Full ms2 749.4352@hcd27.00 [100.0000-1550.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0758346,N/A,N/A,N/A,N/A,IT=80 ,6203.7788,N/A,748.9342,2,27.00,36.423,1.60,N/A,N/A,N/A,211753917.9724,70201660.2604,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11955.9,0.000,N/A,N/A,N/A
18792,Ref 2,69110.5,1380,0,0.0,27.0,42.055893,100.0-1715.0,nan,FTMS + p NSI d Full ms2 830.9565@hcd27.00 [100.0000-1715.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5716677,N/A,N/A,N/A,N/A,IT=80 ,13403.42,N/A,830.4555,2,27.00,40.384,1.60,N/A,N/A,N/A,211753917.4199,70201659.8900,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,14270.9,0.000,N/A,N/A,N/A
18793,Ref 2,47478.273,1120,0,0.0,27.0,42.057755,100.0-2005.0,nan,FTMS + p NSI d Full ms2 972.9940@hcd27.00 [100.0000-2005.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.5760173,N/A,N/A,N/A,N/A,IT=80 ,15368.946,N/A,972.4930,2,27.00,47.288,1.60,N/A,N/A,N/A,211753918.1375,70201660.3706,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,11264.1,0.000,N/A,N/A,N/A
