Scan Number,RAW File,Ion Injection Time (ms),Total Number of Peaks,Total Ion Current,Retention Time (min),Base Peak Intensity,Base Peak Mass,Multi Inject Info,Multiple Injection
1,UP 2,50.000,53864,8314969.5,0.0028163247,536455.81,414.7161147,IT=25;25 ,ii
3,UP 2,17.900,43336,24534036.0,0.008730989,1549673.5,391.2844862,IT=9;9 ,ii
4,UP 2,18.231,46924,24688694.0,0.012876742,1519622.9,391.2845391,IT=9.1;9.1 ,ii
5,UP 2,22.203,48332,24044988.0,0.016993425,1599474.5,391.2845639,IT=11;11 ,ii
7,UP 2,20.274,45568,23807660.0,0.021087107,1516592.6,391.2844152,IT=10;10 ,ii
8,UP 2,22.093,50844,24858016.0,0.025028675,1558168.4,391.2843618,IT=11;11 ,ii
9,UP 2,24.528,52772,24010954.0,0.029149609,1462455.5,391.2846557,IT=12;12 ,ii
11,UP 2,19.304,44956,24845652.0,0.033395276,1632248.4,391.2843413,IT=9.7;9.7 ,ii
12,UP 2,22.716,52000,24909642.0,0.03751824,1574495.2,391.2844547,IT=11;11 ,ii
13,UP 2,20.895,48192,24289032.0,0.041405659,1519832.2,391.2844679,IT=10;10 ,ii
14,UP 2,21.795,46960,24262598.0,0.045497375,1615916.2,391.2844038,IT=11;11 ,ii
15,UP 2,24.851,56516,25227858.0,0.049622291,1567143.9,391.2845451,IT=12;12 ,ii
16,UP 2,26.034,52048,22869568.0,0.053732758,1373284.2,391.284576,IT=13;13 ,ii
17,UP 2,24.817,52444,24294056.0,0.057645139,1509599.2,391.2845394,IT=12;12 ,ii
18,UP 2,24.811,55032,25167310.0,0.06174309,1514981.9,371.101452,IT=12;12 ,ii
19,UP 2,27.023,56272,25380726.0,0.065870108,1572126.6,391.2845153,IT=14;14 ,ii
20,UP 2,26.579,55104,24238272.0,0.069965992,1481143.6,391.2846653,IT=13;13 ,ii
21,UP 2,25.682,53464,24496022.0,0.073890874,1543385.1,391.2845462,IT=13;13 ,ii
22,UP 2,27.365,60856,24376730.0,0.078022092,1535989.2,391.2845832,IT=14;14 ,ii
23,UP 2,25.688,52416,23727596.0,0.082103289,1463657.4,391.2846263,IT=13;13 ,ii
24,UP 2,28.300,60328,23986640.0,0.086253275,1438434.6,391.2846985,IT=14;14 ,ii
25,UP 2,22.927,53592,24933064.0,0.090197008,1503869.6,371.1014469,IT=11;11 ,ii
26,UP 2,24.221,52596,24947860.0,0.094301158,1553725.2,391.2843871,IT=12;12 ,ii
27,UP 2,25.552,55572,24721406.0,0.098415706,1535290.4,371.1013479,IT=13;13 ,ii
28,UP 2,24.403,54372,24753578.0,0.10249279,1495286.0,391.2843176,IT=12;12 ,ii
29,UP 2,24.620,55052,25291880.0,0.10658858,1602807.1,391.2842982,IT=12;12 ,ii
30,UP 2,24.990,54804,25096276.0,0.11051771,1546943.9,391.2843583,IT=12;12 ,ii
31,UP 2,24.911,53716,24833636.0,0.11461977,1519238.8,391.2844851,IT=12;12 ,ii
32,UP 2,22.344,52100,25424100.0,0.11866141,1584440.5,391.2842881,IT=11;11 ,ii
33,UP 2,27.934,59368,25714380.0,0.12283224,1588472.1,391.2844455,IT=14;14 ,ii
34,UP 2,24.025,51684,25596720.0,0.12671551,1607561.0,391.2844086,IT=12;12 ,ii
35,UP 2,26.903,54752,24135668.0,0.13085301,1536146.9,391.284478,IT=13;13 ,ii
36,UP 2,24.817,53948,24470186.0,0.13493002,1533466.0,391.2843739,IT=12;12 ,ii
37,UP 2,27.432,57064,24362126.0,0.13906547,1561836.8,391.2844453,IT=14;14 ,ii
38,UP 2,26.147,57128,24426986.0,0.14299042,1472510.0,391.2844584,IT=13;13 ,ii
39,UP 2,26.945,55020,24811108.0,0.14710291,1536317.1,391.2844279,IT=13;13 ,ii
40,UP 2,27.908,56312,24812236.0,0.15122161,1537534.9,371.1014329,IT=14;14 ,ii
41,UP 2,25.741,53968,24907350.0,0.15529871,1576013.4,371.1013475,IT=13;13 ,ii
42,UP 2,27.707,56720,24744000.0,0.15926322,1550002.2,371.1013791,IT=14;14 ,ii
43,UP 2,32.497,57628,23778220.0,0.16345491,1457889.4,391.2844871,IT=16;16 ,ii
44,UP 2,29.091,56952,23939228.0,0.16753609,1544335.9,391.2843999,IT=15;15 ,ii
45,UP 2,31.799,59384,23488542.0,0.17170477,1466549.6,391.2845457,IT=16;16 ,ii
46,UP 2,24.405,54088,24278840.0,0.17569651,1411822.8,391.2843073,IT=12;12 ,ii
47,UP 2,30.801,61064,24049828.0,0.17989648,1420952.0,391.2844034,IT=15;15 ,ii
48,UP 2,30.211,55204,23506912.0,0.18401518,1481359.4,391.284307,IT=15;15 ,ii
49,UP 2,26.432,54640,24127358.0,0.18807549,1500398.5,391.2843126,IT=13;13 ,ii
50,UP 2,29.128,57704,23668818.0,0.19222761,1401174.1,391.284407,IT=15;15 ,ii
51,UP 2,24.359,52720,25379560.0,0.19610256,1604787.9,371.1012651,IT=12;12 ,ii
52,UP 2,31.562,62616,24358050.0,0.20031299,1444789.1,391.284385,IT=16;16 ,ii
53,UP 2,25.841,52644,24362602.0,0.20434832,1500456.8,391.2841768,IT=13;13 ,ii
54,UP 2,30.885,60284,23884904.0,0.20853586,1393308.6,391.2843629,IT=15;15 ,ii
55,UP 2,24.671,53872,25071096.0,0.21239204,1587398.4,391.2842232,IT=12;12 ,ii
56,UP 2,27.937,55764,23998266.0,0.21653791,1425142.8,391.2843439,IT=14;14 ,ii
57,UP 2,32.507,59696,23358388.0,0.22072532,1426533.8,391.2844139,IT=16;16 ,ii
58,UP 2,27.357,54884,24673362.0,0.22477743,1519173.0,391.2842277,IT=14;14 ,ii
59,UP 2,34.111,62972,22779688.0,0.22883776,1406388.9,391.2845457,IT=17;17 ,ii
60,UP 2,29.591,55564,23402340.0,0.23290862,1373407.5,391.284365,IT=15;15 ,ii
61,UP 2,33.676,61348,23314900.0,0.23710024,1338657.6,391.2844589,IT=17;17 ,ii
62,UP 2,29.016,56412,24434314.0,0.24117316,1480986.8,391.2843955,IT=15;15 ,ii
63,UP 2,28.780,56884,24106364.0,0.24512729,1442978.5,371.1013579,IT=14;14 ,ii
64,UP 2,30.388,60428,24529494.0,0.24927091,1462478.0,391.2844192,IT=15;15 ,ii
65,UP 2,33.173,61452,23136552.0,0.25345006,1397951.1,391.2844743,IT=17;17 ,ii
66,UP 2,24.947,55612,24068738.0,0.25745628,1448102.4,391.2843194,IT=12;12 ,ii
67,UP 2,35.784,60560,21471316.0,0.26173136,1302834.8,391.2844567,IT=18;18 ,ii
68,UP 2,28.897,57268,24080172.0,0.26560001,1470118.8,371.1013331,IT=14;14 ,ii
69,UP 2,29.904,59100,24470302.0,0.26973129,1496562.2,391.2843854,IT=15;15 ,ii
70,UP 2,28.213,54884,24096982.0,0.27383119,1457554.9,391.2842365,IT=14;14 ,ii
71,UP 2,29.093,56592,23974022.0,0.27796248,1492595.1,391.2842034,IT=15;15 ,ii
72,UP 2,30.795,55412,23653946.0,0.28194574,1475999.4,391.2842539,IT=15;15 ,ii
73,UP 2,30.450,56708,24220014.0,0.28606869,1564384.5,391.2842314,IT=15;15 ,ii
74,UP 2,30.058,55140,23875172.0,0.29018947,1467719.1,391.2843085,IT=15;15 ,ii
75,UP 2,32.366,60744,23478226.0,0.29436446,1394761.6,371.1014368,IT=16;16 ,ii
76,UP 2,28.792,52964,23984610.0,0.29827482,1487994.2,371.1012724,IT=14;14 ,ii
77,UP 2,33.920,59428,22271284.0,0.30248109,1298869.6,391.2844127,IT=17;17 ,ii
78,UP 2,30.737,62344,23959568.0,0.30657061,1475629.4,391.2843319,IT=15;15 ,ii
79,UP 2,25.472,53932,25161974.0,0.31061021,1584392.6,371.1010756,IT=13;13 ,ii
80,UP 2,28.933,54088,24311256.0,0.31476641,1480161.8,391.2841732,IT=14;14 ,ii
81,UP 2,29.119,59116,24840832.0,0.31871838,1447951.1,391.2841955,IT=15;15 ,ii
82,UP 2,26.519,55520,24700912.0,0.32278927,1565374.4,391.2841333,IT=13;13 ,ii
83,UP 2,30.908,58908,23798608.0,0.32696833,1460570.9,391.2842114,IT=15;15 ,ii
84,UP 2,28.716,58360,24911628.0,0.33105379,1547665.0,391.2843192,IT=14;14 ,ii
85,UP 2,29.740,55028,23936264.0,0.33502869,1468060.8,371.1012673,IT=15;15 ,ii
86,UP 2,31.176,61300,23668458.0,0.33917866,1395428.6,391.2844003,IT=16;16 ,ii
87,UP 2,28.565,59456,25138180.0,0.34326617,1516886.6,391.2842069,IT=14;14 ,ii
88,UP 2,26.161,57804,24863724.0,0.34733911,1476678.9,391.2841743,IT=13;13 ,ii
89,UP 2,28.418,59292,25225618.0,0.35131611,1476001.6,391.2841011,IT=14;14 ,ii
90,UP 2,32.830,62268,23451464.0,0.35550782,1355552.9,391.2842748,IT=16;16 ,ii
91,UP 2,25.727,54068,24300398.0,0.35953066,1515305.2,391.284119,IT=13;13 ,ii
92,UP 2,33.349,57300,22428934.0,0.36375984,1378361.8,391.284267,IT=17;17 ,ii
93,UP 2,30.929,60484,24127606.0,0.36785769,1466778.5,391.2842233,IT=15;15 ,ii
94,UP 2,28.903,58456,23966948.0,0.37195759,1405083.2,391.2843146,IT=14;14 ,ii
95,UP 2,30.219,59940,24117688.0,0.37609724,1438554.0,391.2843174,IT=15;15 ,ii
96,UP 2,31.660,58120,22973032.0,0.38025341,1394561.9,391.284304,IT=16;16 ,ii
97,UP 2,29.337,57144,23546976.0,0.38435551,1421682.5,391.284249,IT=15;15 ,ii
98,UP 2,25.468,56960,25252470.0,0.38824293,1572095.6,391.2840825,IT=13;13 ,ii
99,UP 2,25.736,55540,25298962.0,0.39234922,1569892.8,371.1010351,IT=13;13 ,ii
100,UP 2,32.063,61964,24363626.0,0.39655122,1431211.4,391.2841833,IT=16;16 ,ii
101,UP 2,28.256,57512,24424348.0,0.40062209,1426735.0,391.28418,IT=14;14 ,ii
102,UP 2,25.954,53004,24283740.0,0.40453661,1481330.5,371.1011752,IT=13;13 ,ii
103,UP 2,33.093,60284,22052278.0,0.40876372,1296517.1,391.2843568,IT=17;17 ,ii
104,UP 2,27.479,53396,23862772.0,0.41281154,1448137.5,391.2841897,IT=14;14 ,ii
105,UP 2,31.087,59040,23886632.0,0.41698243,1478832.9,391.2842151,IT=16;16 ,ii
106,UP 2,28.156,57716,24161938.0,0.42089269,1460544.1,391.2842693,IT=14;14 ,ii
107,UP 2,30.306,60056,23501840.0,0.42504902,1352780.1,391.2842538,IT=15;15 ,ii
108,UP 2,28.550,56208,23849608.0,0.42914064,1453149.4,391.2842033,IT=14;14 ,ii
109,UP 2,28.373,56748,23797938.0,0.43325107,1441555.2,391.2841963,IT=14;14 ,ii
110,UP 2,24.780,50612,24586302.0,0.43714266,1532266.5,391.284171,IT=12;12 ,ii
111,UP 2,27.818,56636,24060538.0,0.44113016,1473526.1,391.2841937,IT=14;14 ,ii
112,UP 2,28.018,55408,24619200.0,0.44525101,1527412.9,391.2841456,IT=14;14 ,ii
113,UP 2,27.262,57008,24660954.0,0.44935094,1500494.1,391.2840734,IT=14;14 ,ii
114,UP 2,28.404,56040,24612016.0,0.45347589,1485037.0,371.1011318,IT=14;14 ,ii
115,UP 2,29.538,59140,24156282.0,0.45744664,1432798.4,371.1012507,IT=15;15 ,ii
116,UP 2,26.443,55380,24307686.0,0.46151754,1461826.2,391.2841014,IT=13;13 ,ii
117,UP 2,32.201,64316,23596660.0,0.46572367,1379281.9,391.2842803,IT=16;16 ,ii
118,UP 2,27.679,53844,23665824.0,0.46978622,1444103.0,391.2842341,IT=14;14 ,ii
119,UP 2,28.110,57752,24060788.0,0.47374029,1455903.4,391.2841006,IT=14;14 ,ii
120,UP 2,26.525,55056,24091194.0,0.47782992,1465632.6,391.2841997,IT=13;13 ,ii
121,UP 2,25.257,55408,24334962.0,0.48191524,1426741.8,391.2841075,IT=13;13 ,ii
122,UP 2,28.252,58132,23696680.0,0.48606321,1506589.4,391.2841845,IT=14;14 ,ii
123,UP 2,27.899,57436,24764192.0,0.49001104,1497760.0,371.1012072,IT=14;14 ,ii
124,UP 2,28.602,55916,23549340.0,0.49413187,1403310.6,371.1013666,IT=14;14 ,ii
125,UP 2,26.565,56100,23870052.0,0.49820887,1406495.6,391.2842901,IT=13;13 ,ii
126,UP 2,32.748,59624,22877966.0,0.50242349,1379533.0,391.2844044,IT=16;16 ,ii
127,UP 2,26.036,50676,24093366.0,0.50628382,1494027.6,371.1013292,IT=13;13 ,ii
129,UP 2,25.280,52364,24639710.0,0.51221301,1490974.9,391.2842498,IT=13;13 ,ii
130,UP 2,32.238,58156,23353516.0,0.51626499,1408022.6,391.2842952,IT=16;16 ,ii
131,UP 2,22.557,50604,24824808.0,0.52024009,1571826.8,391.2842518,IT=11;11 ,ii
133,UP 2,27.818,56432,24157832.0,0.52445661,1418923.9,391.284305,IT=14;14 ,ii
134,UP 2,31.136,58344,22757604.0,0.52863166,1356039.1,391.2843853,IT=16;16 ,ii
135,UP 2,26.133,54840,24532508.0,0.53268366,1442723.4,391.2843206,IT=13;13 ,ii
136,UP 2,31.364,58660,23331920.0,0.53687119,1402282.0,391.2843525,IT=16;16 ,ii
137,UP 2,26.065,56944,24574284.0,0.54090651,1503838.1,391.2842778,IT=13;13 ,ii
138,UP 2,28.166,55772,23834732.0,0.54504407,1465981.2,391.2842165,IT=14;14 ,ii
139,UP 2,27.676,54140,23590384.0,0.54898147,1451582.4,391.2842184,IT=14;14 ,ii
140,UP 2,28.878,58584,23974478.0,0.55310857,1430435.4,391.2842518,IT=14;14 ,ii
141,UP 2,29.615,58092,23935400.0,0.55723561,1556689.9,391.2842508,IT=15;15 ,ii
142,UP 2,21.272,48576,25385016.0,0.56121896,1623803.8,371.1011356,IT=11;11 ,ii
143,UP 2,27.799,53840,23890792.0,0.56540221,1463697.6,391.2841698,IT=14;14 ,ii
144,UP 2,32.434,64176,23731850.0,0.56942299,1427622.9,391.2843458,IT=16;16 ,ii
145,UP 2,30.191,58576,23627522.0,0.57352092,1489914.1,391.2842829,IT=15;15 ,ii
146,UP 2,27.199,54376,24332472.0,0.57759998,1531497.0,391.2841489,IT=14;14 ,ii
147,UP 2,29.042,55068,24462972.0,0.58173752,1498165.4,391.2841134,IT=15;15 ,ii
148,UP 2,25.772,52788,24482008.0,0.58563121,1506431.9,391.2841202,IT=13;13 ,ii
149,UP 2,27.176,53216,23935218.0,0.58974991,1490818.8,371.1012501,IT=14;14 ,ii
150,UP 2,27.771,53380,24020078.0,0.59386449,1442893.4,391.2841976,IT=14;14 ,ii
151,UP 2,27.524,53172,23331064.0,0.59797079,1440278.2,391.2842315,IT=14;14 ,ii
152,UP 2,32.388,57380,22628180.0,0.60199779,1346910.8,391.2842545,IT=16;16 ,ii
153,UP 2,26.685,52508,23216130.0,0.60604366,1461154.1,391.2842328,IT=13;13 ,ii
154,UP 2,25.887,52020,24072030.0,0.61013731,1496157.9,391.2840737,IT=13;13 ,ii
155,UP 2,29.436,60680,24407244.0,0.61429566,1448745.5,391.2842597,IT=15;15 ,ii
156,UP 2,28.240,53028,23481436.0,0.61839769,1424448.4,371.1012564,IT=14;14 ,ii
157,UP 2,27.892,57360,24142538.0,0.62250604,1474244.8,391.2841871,IT=14;14 ,ii
158,UP 2,29.245,58948,24013616.0,0.62663931,1402845.0,391.2843495,IT=15;15 ,ii
159,UP 2,30.699,59296,24054882.0,0.63077879,1431999.6,391.284343,IT=15;15 ,ii
160,UP 2,25.128,54540,24044308.0,0.63481216,1455053.2,391.2842605,IT=13;13 ,ii
161,UP 2,27.452,55392,23606964.0,0.63878083,1399708.4,391.2842664,IT=14;14 ,ii
162,UP 2,29.255,57392,23240440.0,0.64292257,1429261.9,391.2843587,IT=15;15 ,ii
163,UP 2,30.053,57312,23313048.0,0.64705371,1431725.4,391.2842789,IT=15;15 ,ii
164,UP 2,26.306,55012,24767772.0,0.65112457,1610665.2,391.284092,IT=13;13 ,ii
165,UP 2,27.410,55452,24062490.0,0.65508907,1475408.6,391.2841866,IT=14;14 ,ii
166,UP 2,24.362,51372,24320850.0,0.65914954,1475989.4,391.2842274,IT=12;12 ,ii
167,UP 2,25.730,50384,24050730.0,0.66326611,1497712.2,391.2842073,IT=13;13 ,ii
168,UP 2,29.906,60964,24188006.0,0.66743074,1432206.2,371.1012793,IT=15;15 ,ii
169,UP 2,29.856,56268,23290696.0,0.67138479,1415306.8,391.2843191,IT=15;15 ,ii
170,UP 2,25.625,54952,25331102.0,0.67544526,1538381.8,391.2841455,IT=13;13 ,ii
171,UP 2,25.301,57052,25243938.0,0.67954311,1496687.8,391.2841072,IT=13;13 ,ii
172,UP 2,26.195,56736,24684740.0,0.68365356,1502622.6,391.2842213,IT=13;13 ,ii
173,UP 2,27.470,59456,24274362.0,0.68760971,1392247.4,391.284274,IT=14;14 ,ii
174,UP 2,26.709,53968,24055862.0,0.69171181,1433699.8,371.1011688,IT=13;13 ,ii
175,UP 2,26.637,53668,23850622.0,0.69582011,1465651.9,391.2841564,IT=13;13 ,ii
176,UP 2,28.631,58300,23990770.0,0.69995969,1464817.5,391.2842649,IT=14;14 ,ii
177,UP 2,26.573,51624,24082120.0,0.70404504,1502755.6,391.2841889,IT=13;13 ,ii
178,UP 2,28.763,55224,23533274.0,0.70801577,1491241.8,391.2842829,IT=14;14 ,ii
179,UP 2,28.383,57068,23848198.0,0.71213042,1433872.6,391.2842033,IT=14;14 ,ii
180,UP 2,23.712,47364,23467400.0,0.71616991,1485204.6,391.2841133,IT=12;12 ,ii
181,UP 2,27.663,55884,24672202.0,0.72031998,1466124.1,371.1011893,IT=14;14 ,ii
182,UP 2,21.314,47776,24783348.0,0.72416359,1581295.5,391.2841266,IT=11;11 ,ii
183,UP 2,30.173,56608,24299728.0,0.72838866,1465438.1,371.1011832,IT=15;15 ,ii
184,UP 2,24.293,51256,25036112.0,0.73241772,1578525.2,371.1010708,IT=12;12 ,ii
185,UP 2,29.849,57072,24051626.0,0.73660321,1491365.9,391.2841434,IT=15;15 ,ii
186,UP 2,27.121,54408,24075674.0,0.74050934,1555635.5,391.2840901,IT=14;14 ,ii
187,UP 2,25.336,51716,24192884.0,0.74458852,1488249.2,371.1010938,IT=13;13 ,ii
188,UP 2,28.608,56476,23386932.0,0.74874054,1467673.6,391.2842252,IT=14;14 ,ii
189,UP 2,24.803,54132,24464848.0,0.75279051,1459602.2,391.284092,IT=12;12 ,ii
190,UP 2,27.282,59228,24631728.0,0.75678843,1429627.2,391.284137,IT=14;14 ,ii
191,UP 2,29.315,57684,23695820.0,0.76092801,1411243.6,391.284197,IT=15;15 ,ii
192,UP 2,26.385,52632,24127994.0,0.76499878,1490698.2,371.101198,IT=13;13 ,ii
193,UP 2,27.686,55160,23843204.0,0.76912589,1457468.0,391.2841893,IT=14;14 ,ii
194,UP 2,25.903,52472,24080976.0,0.77304249,1546430.8,391.2842469,IT=13;13 ,ii
195,UP 2,24.983,55772,24240236.0,0.77713208,1432664.6,391.2842218,IT=12;12 ,ii
196,UP 2,29.544,57324,24199554.0,0.78130494,1500925.1,391.2841897,IT=15;15 ,ii
197,UP 2,26.159,51468,23920764.0,0.78538201,1452487.4,391.2840632,IT=13;13 ,ii
198,UP 2,24.336,56536,25166488.0,0.78944241,1592515.1,391.2841427,IT=12;12 ,ii
199,UP 2,29.404,53740,24414972.0,0.79345066,1493910.9,371.1011075,IT=15;15 ,ii
200,UP 2,22.970,52728,24714264.0,0.79746734,1478204.6,391.2840882,IT=11;11 ,ii
201,UP 2,23.917,50384,24824518.0,0.80156932,1533029.0,391.2840982,IT=12;12 ,ii
202,UP 2,23.853,51144,24564004.0,0.80566729,1527028.2,391.2840124,IT=12;12 ,ii
203,UP 2,27.502,57668,25207342.0,0.80964222,1569143.1,371.1010712,IT=14;14 ,ii
204,UP 2,25.724,51236,23711540.0,0.81372141,1557670.4,391.2841059,IT=13;13 ,ii
205,UP 2,29.602,52308,23221832.0,0.81788172,1413212.5,371.101117,IT=15;15 ,ii
206,UP 2,29.458,57100,24234806.0,0.82200262,1503747.9,391.2841235,IT=15;15 ,ii
207,UP 2,26.341,52848,23792356.0,0.82590671,1466423.9,391.2841305,IT=13;13 ,ii
208,UP 2,28.859,57632,24203482.0,0.83005674,1413602.2,391.2841411,IT=14;14 ,ii
209,UP 2,26.034,55292,24648470.0,0.83411916,1499341.0,391.2840785,IT=13;13 ,ii
210,UP 2,23.998,53064,25210180.0,0.83818991,1570527.0,371.1010258,IT=12;12 ,ii
211,UP 2,26.643,54808,24287106.0,0.84216701,1478665.2,391.2841086,IT=13;13 ,ii
212,UP 2,26.153,53276,24747450.0,0.84626291,1531291.5,371.1010736,IT=13;13 ,ii
213,UP 2,27.531,54496,25516700.0,0.85038988,1614520.5,371.1010967,IT=14;14 ,ii
214,UP 2,24.032,49776,24586396.0,0.85444197,1509482.2,391.2840274,IT=12;12 ,ii
215,UP 2,28.427,55724,24110088.0,0.85843984,1486501.4,391.2840899,IT=14;14 ,ii
216,UP 2,25.273,52548,24109826.0,0.86250859,1477837.0,391.2841196,IT=13;13 ,ii
217,UP 2,27.359,55720,24105866.0,0.86664189,1485775.5,391.2841438,IT=14;14 ,ii
218,UP 2,29.872,59356,23079412.0,0.87078978,1381888.9,391.28434,IT=15;15 ,ii
219,UP 2,26.239,52936,24041152.0,0.87485641,1493131.2,391.2842003,IT=13;13 ,ii
220,UP 2,28.834,59676,24265688.0,0.87883966,1403000.2,391.2841373,IT=14;14 ,ii
221,UP 2,24.276,53924,25027782.0,0.88288552,1560899.4,391.2840367,IT=12;12 ,ii
222,UP 2,25.344,52264,24107056.0,0.88699378,1567803.2,391.2840117,IT=13;13 ,ii
223,UP 2,27.523,58340,24406520.0,0.89112299,1455987.0,371.1011284,IT=14;14 ,ii
224,UP 2,28.277,57180,24182166.0,0.89509166,1498237.0,391.2841646,IT=14;14 ,ii
225,UP 2,25.473,49828,24427852.0,0.89915211,1523992.0,391.2840087,IT=13;13 ,ii
226,UP 2,28.120,59332,24680060.0,0.90329367,1539239.4,391.284109,IT=14;14 ,ii
227,UP 2,24.100,50540,24720164.0,0.90733744,1536931.9,391.2839061,IT=12;12 ,ii
228,UP 2,26.756,56236,24406288.0,0.91130611,1418143.0,371.1011362,IT=13;13 ,ii
229,UP 2,25.458,51980,24518188.0,0.91538949,1527966.0,391.2841377,IT=13;13 ,ii
230,UP 2,25.411,52080,23579830.0,0.91948729,1486276.2,391.2840674,IT=13;13 ,ii
231,UP 2,24.368,55268,24471640.0,0.92356446,1572164.8,391.2840637,IT=12;12 ,ii
232,UP 2,29.179,59820,24302256.0,0.92756854,1480563.2,391.2841553,IT=15;15 ,ii
233,UP 2,23.561,52676,25126398.0,0.93159356,1528525.2,371.1010617,IT=12;12 ,ii
234,UP 2,24.180,53740,25498864.0,0.93569557,1518304.6,371.1010403,IT=12;12 ,ii
235,UP 2,24.021,54384,24453702.0,0.93978934,1513439.1,391.2842383,IT=12;12 ,ii
236,UP 2,28.267,57416,23854920.0,0.94377884,1427258.9,391.2842364,IT=14;14 ,ii
237,UP 2,23.895,56376,25326904.0,0.94782261,1556795.6,391.2841191,IT=12;12 ,ii
238,UP 2,27.955,53828,23698238.0,0.95197877,1431585.6,391.2841903,IT=14;14 ,ii
239,UP 2,24.809,51556,24378272.0,0.95604339,1531395.4,391.2840629,IT=12;12 ,ii
240,UP 2,25.410,51996,24697242.0,0.96013917,1516295.2,391.2841113,IT=13;13 ,ii
241,UP 2,29.263,56556,23810064.0,0.96413282,1459150.5,371.1011674,IT=15;15 ,ii
242,UP 2,25.286,52180,24853100.0,0.96818494,1500370.8,371.1010725,IT=13;13 ,ii
243,UP 2,27.491,56732,24553242.0,0.97232444,1435041.6,391.2840586,IT=14;14 ,ii
244,UP 2,28.142,55544,23638674.0,0.97644742,1414272.8,391.2841329,IT=14;14 ,ii
245,UP 2,28.437,58852,23977370.0,0.98040151,1465425.9,391.2842371,IT=14;14 ,ii
246,UP 2,26.875,53544,23838142.0,0.98449526,1475991.5,391.2841216,IT=13;13 ,ii
247,UP 2,28.790,56272,23513994.0,0.98863267,1428012.1,391.2842499,IT=14;14 ,ii
248,UP 2,26.076,52964,23770948.0,0.99270776,1490106.5,391.2839585,IT=13;13 ,ii
249,UP 2,27.166,55432,24443272.0,0.99665974,1420143.1,391.2841131,IT=14;14 ,ii
250,UP 2,22.455,47244,24764766.0,1.0006931,1584738.6,371.1009776,IT=11;11 ,ii
251,UP 2,24.157,49600,24149112.0,1.0047972,1531822.0,391.2840621,IT=12;12 ,ii
252,UP 2,27.313,51588,23689430.0,1.0089389,1481869.9,371.1011457,IT=14;14 ,ii
254,UP 2,20.706,47000,24846650.0,1.013043,1593629.1,391.2840119,IT=10;10 ,ii
255,UP 2,25.782,53160,24641810.0,1.0171972,1546389.8,391.2841005,IT=13;13 ,ii
256,UP 2,25.518,52324,23570180.0,1.0212846,1415928.6,391.2842237,IT=13;13 ,ii
258,UP 2,22.807,48616,23579316.0,1.0254138,1508129.6,391.2841053,IT=11;11 ,ii
259,UP 2,27.645,57868,24374720.0,1.0295783,1416495.5,391.2840956,IT=14;14 ,ii
260,UP 2,27.163,56568,23857552.0,1.0336761,1482387.2,391.2841262,IT=14;14 ,ii
261,UP 2,27.744,57212,24212914.0,1.0377887,1436754.5,391.284082,IT=14;14 ,ii
262,UP 2,25.329,52512,24457300.0,1.0418552,1464485.1,391.284074,IT=13;13 ,ii
263,UP 2,27.032,56532,24211206.0,1.0459762,1551622.5,391.2841401,IT=14;14 ,ii
264,UP 2,23.882,50400,24086792.0,1.0498614,1472365.6,391.2840603,IT=12;12 ,ii
265,UP 2,26.880,59956,24911484.0,1.053999,1453369.4,371.1012253,IT=13;13 ,ii
266,UP 2,25.794,57016,24757628.0,1.0580781,1471962.6,391.2841436,IT=13;13 ,ii
267,UP 2,25.939,52536,24202730.0,1.062176,1523093.9,371.1010361,IT=13;13 ,ii
268,UP 2,24.406,52296,25112254.0,1.0660801,1551976.1,391.284074,IT=12;12 ,ii
269,UP 2,23.986,52928,24490780.0,1.0701635,1476647.5,371.1011627,IT=12;12 ,ii
270,UP 2,26.184,53180,23542558.0,1.0742842,1454516.8,391.2841655,IT=13;13 ,ii
271,UP 2,23.290,53500,24766962.0,1.0783301,1520272.2,391.2841215,IT=12;12 ,ii
272,UP 2,26.048,53280,22921618.0,1.0822967,1402135.4,391.2842724,IT=13;13 ,ii
273,UP 2,24.035,55564,25966530.0,1.0863654,1563025.9,391.2841155,IT=12;12 ,ii
274,UP 2,23.672,52640,25238144.0,1.0904466,1561622.5,391.2840568,IT=12;12 ,ii
275,UP 2,23.393,53704,25475860.0,1.0945258,1551444.2,371.1012144,IT=12;12 ,ii
276,UP 2,25.560,55324,25303172.0,1.0984924,1519727.4,371.1011341,IT=13;13 ,ii
277,UP 2,26.651,54860,24597256.0,1.1026091,1480712.5,371.1011762,IT=13;13 ,ii
278,UP 2,26.582,52724,24519744.0,1.106709,1533605.9,391.2841092,IT=13;13 ,ii
279,UP 2,27.490,60296,25080614.0,1.1108278,1537132.9,391.2841922,IT=14;14 ,ii
280,UP 2,24.195,52716,24060402.0,1.1148819,1486096.0,391.2841566,IT=12;12 ,ii
281,UP 2,25.249,52576,24663830.0,1.1189901,1534147.8,371.1010705,IT=13;13 ,ii
282,UP 2,25.435,52028,23702702.0,1.123086,1447505.9,391.2840258,IT=13;13 ,ii
283,UP 2,27.856,55868,23540578.0,1.1272192,1388131.8,391.284303,IT=14;14 ,ii
284,UP 2,22.849,53840,24953846.0,1.1312401,1476146.9,391.2840587,IT=11;11 ,ii
285,UP 2,26.120,52468,23748178.0,1.1352129,1417413.5,391.2841593,IT=13;13 ,ii
