Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (s),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
10377,UP 2,107821.53,1464,0,0.0,27.0,27.771909,100.0-1465.0,nan,FTMS + p NSI d Full ms2 471.6086@hcd27.00 [100.0000-1465.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,472.2875473,N/A,N/A,N/A,N/A,IT=80 ,61601.547,N/A,0.0000,3,27.00,21.647,1.60,N/A,N/A,N/A,211753754.4973,76394383.2721,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,19149.1,-0.020,N/A,N/A,N/A
10378,UP 2,25854.117,1096,0,0.0,27.0,27.773738,100.0-1150.0,nan,FTMS + p NSI d Full ms2 554.2582@hcd27.00 [100.0000-1150.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6957397,N/A,N/A,N/A,N/A,IT=80 ,3959.175,N/A,0.0000,2,27.00,26.937,1.60,N/A,N/A,N/A,211753757.4212,76394385.3741,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8665.2,0.000,N/A,N/A,N/A
10380,UP 2,26123.969,1100,0,0.0,27.0,27.777384,100.0-810.0,nan,FTMS + p NSI d Full ms2 387.2714@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7096962,N/A,N/A,N/A,N/A,IT=80 ,7065.9229,N/A,0.0000,2,27.00,18.821,1.60,N/A,N/A,N/A,211753756.9839,76394385.0672,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10233.3,0.000,N/A,N/A,N/A
10381,UP 2,15822.664,900,0,0.0,27.0,27.779215,100.0-1095.0,nan,FTMS + p NSI d Full ms2 526.2662@hcd27.00 [100.0000-1095.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.720438,N/A,N/A,N/A,N/A,IT=80 ,4004.0103,N/A,0.0000,2,27.00,25.577,1.60,N/A,N/A,N/A,211753758.0159,76394385.8036,N/A,N/A,-2.55,-0.08,0.00,-0.01,0,N/A,6532.9,0.000,N/A,N/A,N/A
10382,UP 2,28921.391,1140,0,0.0,27.0,27.781027,100.0-895.0,nan,FTMS + p NSI d Full ms2 430.1954@hcd27.00 [100.0000-895.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,207.1138804,N/A,N/A,N/A,N/A,IT=80 ,4485.769,N/A,430.1954,2,27.00,20.907,1.60,N/A,N/A,N/A,211753756.9902,76394385.0695,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10210.7,0.000,N/A,N/A,N/A
10383,UP 2,28062.586,1092,0,0.0,27.0,27.78284,100.0-945.0,nan,FTMS + p NSI d Full ms2 453.2635@hcd27.00 [100.0000-945.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.692808,N/A,N/A,N/A,N/A,IT=80 ,5203.812,N/A,453.2635,2,27.00,22.029,1.60,N/A,N/A,N/A,211753757.0668,76394385.1145,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9935.9,0.000,N/A,N/A,N/A
10384,UP 2,33866.141,1152,0,0.0,27.0,27.784669,100.0-1845.0,nan,FTMS + p NSI d Full ms2 596.3124@hcd27.00 [100.0000-1845.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7250256,N/A,N/A,N/A,N/A,IT=80 ,7865.7407,N/A,0.0000,3,27.00,27.371,1.60,N/A,N/A,N/A,211753757.2400,76394385.2498,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9314.9,0.000,N/A,N/A,N/A
10385,UP 2,28661.297,1144,0,0.0,27.0,27.7865,100.0-1335.0,nan,FTMS + p NSI d Full ms2 645.8181@hcd27.00 [100.0000-1335.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7036499,N/A,N/A,N/A,N/A,IT=80 ,5513.3394,N/A,0.0000,2,27.00,31.387,1.60,N/A,N/A,N/A,211753757.3115,76394385.2929,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9058.5,0.000,N/A,N/A,N/A
10387,UP 2,29063.07,1092,0,0.0,27.0,27.790161,100.0-1645.0,nan,FTMS + p NSI d Full ms2 795.9061@hcd27.00 [100.0000-1645.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6955629,N/A,N/A,N/A,N/A,IT=80 ,6642.7954,N/A,0.0000,2,27.00,38.681,1.60,N/A,N/A,N/A,211753757.6266,76394385.5210,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,7928.7,0.000,N/A,N/A,N/A
10388,UP 2,18543.203,856,0,0.0,27.0,27.79199,100.0-1250.0,nan,FTMS + p NSI d Full ms2 603.2974@hcd27.00 [100.0000-1250.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6969256,N/A,N/A,N/A,N/A,IT=80 ,4683.1792,N/A,0.0000,2,27.00,29.320,1.60,N/A,N/A,N/A,211753757.5792,76394385.4935,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8098.9,0.000,N/A,N/A,N/A
10389,UP 2,18320.172,900,0,0.0,27.0,27.793819,100.0-1220.0,nan,FTMS + p NSI d Full ms2 589.3116@hcd27.00 [100.0000-1220.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7081765,N/A,N/A,N/A,N/A,IT=80 ,5020.6973,N/A,589.3117,2,27.00,28.641,1.60,N/A,N/A,N/A,211753757.7104,76394385.5928,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,7628.3,0.000,N/A,N/A,N/A
10390,UP 2,18419.461,948,0,0.0,27.0,27.795631,100.0-735.0,nan,FTMS + p NSI d Full ms2 351.2313@hcd27.00 [100.0000-735.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.712952,N/A,N/A,N/A,N/A,IT=80 ,5448.3413,N/A,351.2312,2,27.00,17.070,1.60,N/A,N/A,N/A,211753757.5306,76394385.4621,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8273.2,0.000,N/A,N/A,N/A
10391,UP 2,16304.25,848,0,0.0,27.0,27.797442,100.0-870.0,nan,FTMS + p NSI d Full ms2 417.7222@hcd27.00 [100.0000-870.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.718224,N/A,N/A,N/A,N/A,IT=80 ,5647.7817,N/A,417.7222,2,27.00,20.301,1.60,N/A,N/A,N/A,211753757.8751,76394385.7008,N/A,N/A,-2.55,-0.08,0.00,-0.01,0,N/A,7037.8,0.000,N/A,N/A,N/A
10392,UP 2,36785.922,1332,0,0.0,27.0,27.799258,100.0-900.0,nan,FTMS + p NSI d Full ms2 432.7495@hcd27.00 [100.0000-900.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6983324,N/A,N/A,N/A,N/A,IT=80 ,6339.7075,N/A,0.0000,2,27.00,21.032,1.60,N/A,N/A,N/A,211753756.6468,76394384.8208,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,11442.0,0.000,N/A,N/A,N/A
10393,UP 2,27999.695,1052,0,0.0,27.0,27.801087,100.0-1300.0,nan,FTMS + p NSI d Full ms2 628.3493@hcd27.00 [100.0000-1300.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7271263,N/A,N/A,N/A,N/A,IT=80 ,6753.395,N/A,0.0000,2,27.00,30.538,1.60,N/A,N/A,N/A,211753756.8729,76394384.9786,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10631.3,0.000,N/A,N/A,N/A
10394,UP 2,24758.078,1044,0,0.0,27.0,27.802917,100.0-1090.0,nan,FTMS + p NSI d Full ms2 523.7255@hcd27.00 [100.0000-1090.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,210.5572229,N/A,N/A,N/A,N/A,IT=80 ,3918.021,N/A,0.0000,2,27.00,25.453,1.60,N/A,N/A,N/A,211753757.3549,76394385.3328,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8903.0,0.000,N/A,N/A,N/A
10395,UP 2,21537.422,956,0,0.0,27.0,27.804746,100.0-1185.0,nan,FTMS + p NSI d Full ms2 572.2821@hcd27.00 [100.0000-1185.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7021579,N/A,N/A,N/A,N/A,IT=80 ,5708.4854,N/A,0.0000,2,27.00,27.813,1.60,N/A,N/A,N/A,211753757.1283,76394385.1783,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9715.4,0.000,N/A,N/A,N/A
10397,UP 2,13849.242,800,0,0.0,27.0,27.808408,100.0-1170.0,nan,FTMS + p NSI d Full ms2 376.1933@hcd27.00 [100.0000-1170.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6986974,N/A,N/A,N/A,N/A,IT=80 ,6873.8975,N/A,0.0000,3,27.00,17.267,1.60,N/A,N/A,N/A,211753757.7222,76394385.5971,N/A,N/A,-2.55,-0.08,0.00,-0.01,0,N/A,7586.0,0.000,N/A,N/A,N/A
10398,UP 2,24240.133,1000,0,0.0,27.0,27.81026,100.0-1460.0,nan,FTMS + p NSI d Full ms2 707.4105@hcd27.00 [100.0000-1460.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7166327,N/A,N/A,N/A,N/A,IT=80 ,5701.0854,N/A,0.0000,2,27.00,34.380,1.60,N/A,N/A,N/A,211753758.1403,76394385.8935,N/A,N/A,-2.55,-0.08,0.00,-0.01,0,N/A,6087.0,0.000,N/A,N/A,N/A
10399,UP 2,121636.35,1612,0,0.0,27.0,27.811419,100.0-770.0,nan,FTMS + p NSI d Full ms2 369.1899@hcd27.00 [100.0000-770.0000],On,1,40.730,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,119.0814713,N/A,N/A,N/A,N/A,IT=41 ,20064.988,N/A,369.1899,2,27.00,17.943,1.60,N/A,N/A,N/A,211753756.6944,76394384.8553,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,11271.1,0.000,N/A,N/A,N/A
10400,UP 2,62737.953,1444,0,0.0,27.0,27.813235,100.0-970.0,nan,FTMS + p NSI d Full ms2 466.7635@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.07582,N/A,N/A,N/A,N/A,IT=80 ,12785.046,N/A,466.7635,2,27.00,22.685,1.60,N/A,N/A,N/A,211753755.7078,76394384.1422,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,14808.7,0.000,N/A,N/A,N/A
10401,UP 2,23958.688,964,0,0.0,27.0,27.815048,100.0-895.0,nan,FTMS + p NSI d Full ms2 429.2634@hcd27.00 [100.0000-895.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7056682,N/A,N/A,N/A,N/A,IT=80 ,7792.9009,N/A,429.2634,2,27.00,20.862,1.60,N/A,N/A,N/A,211753756.9655,76394385.0502,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10299.2,0.000,N/A,N/A,N/A
10402,UP 2,26197.609,952,0,0.0,27.0,27.816877,100.0-1180.0,nan,FTMS + p NSI d Full ms2 570.2760@hcd27.00 [100.0000-1180.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.726964,N/A,N/A,N/A,N/A,IT=80 ,7706.5322,N/A,570.2760,2,27.00,27.715,1.60,N/A,N/A,N/A,211753757.0785,76394385.1256,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9894.1,0.000,N/A,N/A,N/A
10403,UP 2,18359.883,764,0,0.0,27.0,27.818729,100.0-1415.0,nan,FTMS + p NSI d Full ms2 684.3110@hcd27.00 [100.0000-1415.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7156559,N/A,N/A,N/A,N/A,IT=80 ,9341.5752,N/A,684.3110,2,27.00,33.258,1.60,N/A,N/A,N/A,211753757.5353,76394385.4534,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8256.3,0.000,N/A,N/A,N/A
10404,UP 2,33564.539,1204,0,0.0,27.0,27.820562,100.0-1985.0,nan,FTMS + p NSI d Full ms2 642.6110@hcd27.00 [100.0000-1985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7210273,N/A,N/A,N/A,N/A,IT=80 ,6418.48,N/A,0.0000,3,27.00,29.496,1.60,N/A,N/A,N/A,211753756.7485,76394384.8921,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,11077.5,0.000,N/A,N/A,N/A
10405,UP 2,27008.766,1132,0,0.0,27.0,27.822392,100.0-1070.0,nan,FTMS + p NSI d Full ms2 516.2852@hcd27.00 [100.0000-1070.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.722938,N/A,N/A,N/A,N/A,IT=80 ,4313.7847,N/A,0.0000,2,27.00,25.091,1.60,N/A,N/A,N/A,211753756.9502,76394385.0377,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10354.1,0.000,N/A,N/A,N/A
10407,UP 2,47144.125,1384,0,0.0,27.0,27.826096,100.0-3805.0,nan,FTMS + p NSI d Full ms2 926.9384@hcd27.00 [100.0000-3805.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7215494,N/A,N/A,N/A,N/A,IT=80 ,9766.6807,N/A,0.0000,4,27.00,40.044,1.60,N/A,N/A,N/A,211753757.0099,76394385.0835,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10140.2,0.000,N/A,N/A,N/A
10408,UP 2,25215.859,1040,0,0.0,27.0,27.827946,100.0-1420.0,nan,FTMS + p NSI d Full ms2 687.3199@hcd27.00 [100.0000-1420.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7000043,N/A,N/A,N/A,N/A,IT=80 ,6570.0054,N/A,0.0000,2,27.00,33.404,1.60,N/A,N/A,N/A,211753756.9766,76394385.0576,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10259.5,0.000,N/A,N/A,N/A
10409,UP 2,40481.148,1260,0,0.0,27.0,27.829775,100.0-1115.0,nan,FTMS + p NSI d Full ms2 537.3017@hcd27.00 [100.0000-1115.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7233787,N/A,N/A,N/A,N/A,IT=80 ,5987.2163,N/A,537.3017,2,27.00,26.113,1.60,N/A,N/A,N/A,211753756.7952,76394384.9228,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10910.0,0.000,N/A,N/A,N/A
10410,UP 2,12002.211,796,0,0.0,27.0,27.831587,100.0-1525.0,nan,FTMS + p NSI d Full ms2 491.9474@hcd27.00 [100.0000-1525.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7264746,N/A,N/A,N/A,N/A,IT=80 ,3955.9827,N/A,491.9475,3,27.00,22.580,1.60,N/A,N/A,N/A,211753757.3091,76394385.2955,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9067.0,0.000,N/A,N/A,N/A
10411,UP 2,23353.547,992,0,0.0,27.0,27.833417,100.0-1070.0,nan,FTMS + p NSI d Full ms2 516.2678@hcd27.00 [100.0000-1070.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7283425,N/A,N/A,N/A,N/A,IT=80 ,5180.7109,N/A,516.2678,2,27.00,25.091,1.60,N/A,N/A,N/A,211753757.7259,76394385.5950,N/A,N/A,-2.55,-0.08,0.00,-0.01,0,N/A,7572.6,0.000,N/A,N/A,N/A
10412,UP 2,17584.141,852,0,0.0,27.0,27.835264,100.0-1045.0,nan,FTMS + p NSI d Full ms2 502.7672@hcd27.00 [100.0000-1045.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7264325,N/A,N/A,N/A,N/A,IT=80 ,6655.043,N/A,502.7671,2,27.00,24.434,1.60,N/A,N/A,N/A,211753756.2002,76394384.5071,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,13043.3,0.000,N/A,N/A,N/A
10413,UP 2,31564.656,1136,0,0.0,27.0,27.837093,100.0-1735.0,nan,FTMS + p NSI d Full ms2 560.6058@hcd27.00 [100.0000-1735.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7266831,N/A,N/A,N/A,N/A,IT=80 ,6512.6768,N/A,560.6059,3,27.00,25.732,1.60,N/A,N/A,N/A,211753757.1562,76394385.1883,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9615.4,0.000,N/A,N/A,N/A
10414,UP 2,30946.859,1088,0,0.0,27.0,27.838923,100.0-1785.0,nan,FTMS + p NSI d Full ms2 576.9841@hcd27.00 [100.0000-1785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6988456,N/A,N/A,N/A,N/A,IT=80 ,9070.4648,N/A,576.9841,3,27.00,26.484,1.60,N/A,N/A,N/A,211753757.4487,76394385.4013,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8566.8,0.000,N/A,N/A,N/A
10415,UP 2,28888.25,1088,0,0.0,27.0,27.840775,100.0-1620.0,nan,FTMS + p NSI d Full ms2 784.8873@hcd27.00 [100.0000-1620.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.694979,N/A,N/A,N/A,N/A,IT=80 ,6768.1704,N/A,0.0000,2,27.00,38.146,1.60,N/A,N/A,N/A,211753757.0287,76394385.0938,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10072.6,0.000,N/A,N/A,N/A
10416,UP 2,24192.742,1040,0,0.0,27.0,27.842621,100.0-1500.0,nan,FTMS + p NSI d Full ms2 726.3508@hcd27.00 [100.0000-1500.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7213892,N/A,N/A,N/A,N/A,IT=80 ,4428.9824,N/A,0.0000,2,27.00,35.301,1.60,N/A,N/A,N/A,211753757.5795,76394385.4971,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8097.6,0.000,N/A,N/A,N/A
10418,UP 2,29064.727,1184,0,0.0,27.0,27.847368,100.0-1430.0,nan,FTMS + p NSI d Full ms2 692.3102@hcd27.00 [100.0000-1430.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7009285,N/A,N/A,N/A,N/A,IT=80 ,4206.8701,N/A,0.0000,2,27.00,33.646,1.60,N/A,N/A,N/A,211753757.2984,76394385.2916,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9105.5,0.000,N/A,N/A,N/A
10419,UP 2,20744.344,956,0,0.0,27.0,27.849198,100.0-1050.0,nan,FTMS + p NSI d Full ms2 506.2387@hcd27.00 [100.0000-1050.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7048928,N/A,N/A,N/A,N/A,IT=80 ,6242.5688,N/A,0.0000,2,27.00,24.603,1.60,N/A,N/A,N/A,211753757.5992,76394385.5146,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8027.0,0.000,N/A,N/A,N/A
10420,UP 2,20837.281,864,0,0.0,27.0,27.851027,100.0-1010.0,nan,FTMS + p NSI d Full ms2 485.2248@hcd27.00 [100.0000-1010.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.080836,N/A,N/A,N/A,N/A,IT=80 ,6398.6553,N/A,485.2248,2,27.00,23.582,1.60,N/A,N/A,N/A,211753756.5353,76394384.7528,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,11841.7,0.000,N/A,N/A,N/A
10421,UP 2,58980.25,1320,0,0.0,27.0,27.852839,100.0-1185.0,nan,FTMS + p NSI d Full ms2 381.5380@hcd27.00 [100.0000-1185.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,120.0809578,N/A,N/A,N/A,N/A,IT=80 ,20207.816,N/A,381.5380,3,27.00,17.513,1.60,N/A,N/A,N/A,211753756.1385,76394384.4571,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,13264.4,0.000,N/A,N/A,N/A
10422,UP 2,24370.754,952,0,0.0,27.0,27.854666,100.0-1230.0,nan,FTMS + p NSI d Full ms2 592.7673@hcd27.00 [100.0000-1230.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7167011,N/A,N/A,N/A,N/A,IT=80 ,8523.3652,N/A,592.7673,2,27.00,28.808,1.60,N/A,N/A,N/A,211753757.7072,76394385.5882,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,7640.0,0.000,N/A,N/A,N/A
10423,UP 2,20899.523,900,0,0.0,27.0,27.856496,100.0-1110.0,nan,FTMS + p NSI d Full ms2 534.8068@hcd27.00 [100.0000-1110.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7104703,N/A,N/A,N/A,N/A,IT=80 ,9226.6523,N/A,534.8068,2,27.00,25.992,1.60,N/A,N/A,N/A,211753757.3125,76394385.3036,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9055.0,0.000,N/A,N/A,N/A
10424,UP 2,18186.602,852,0,0.0,27.0,27.858331,100.0-2055.0,nan,FTMS + p NSI d Full ms2 665.6813@hcd27.00 [100.0000-2055.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7058108,N/A,N/A,N/A,N/A,IT=80 ,6588.4805,N/A,665.6812,3,27.00,30.555,1.60,N/A,N/A,N/A,211753757.0939,76394385.1450,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9838.7,0.000,N/A,N/A,N/A
10426,UP 2,25867.188,960,0,0.0,27.0,27.862071,100.0-1060.0,nan,FTMS + p NSI d Full ms2 509.7748@hcd27.00 [100.0000-1060.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7310883,N/A,N/A,N/A,N/A,IT=80 ,6976.6953,N/A,509.7748,2,27.00,24.775,1.60,N/A,N/A,N/A,211753756.2433,76394384.5330,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,12888.6,0.000,N/A,N/A,N/A
10427,UP 2,36962.469,1328,0,0.0,27.0,27.863927,100.0-1555.0,nan,FTMS + p NSI d Full ms2 752.3102@hcd27.00 [100.0000-1555.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7049105,N/A,N/A,N/A,N/A,IT=80 ,5691.3486,N/A,0.0000,2,27.00,36.562,1.60,N/A,N/A,N/A,211753756.5369,76394384.7395,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,11835.9,0.000,N/A,N/A,N/A
10429,UP 2,26971.672,1184,0,0.0,27.0,27.867672,100.0-1035.0,nan,FTMS + p NSI d Full ms2 498.2744@hcd27.00 [100.0000-1035.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7215343,N/A,N/A,N/A,N/A,IT=80 ,3472.0291,N/A,498.2743,2,27.00,24.216,1.60,N/A,N/A,N/A,211753756.9314,76394385.0275,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10421.4,0.000,N/A,N/A,N/A
10430,UP 2,22124.438,1040,0,0.0,27.0,27.869502,100.0-995.0,nan,FTMS + p NSI d Full ms2 478.2781@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7018764,N/A,N/A,N/A,N/A,IT=80 ,4536.9585,N/A,478.2781,2,27.00,23.244,1.60,N/A,N/A,N/A,211753756.9672,76394385.0542,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10293.2,0.000,N/A,N/A,N/A
10431,UP 2,41803.938,1356,0,0.0,27.0,27.871312,100.0-1315.0,nan,FTMS + p NSI d Full ms2 423.9065@hcd27.00 [100.0000-1315.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7073141,N/A,N/A,N/A,N/A,IT=80 ,7276.7524,N/A,423.9065,3,27.00,19.457,1.60,N/A,N/A,N/A,211753756.9434,76394385.0248,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10378.6,0.000,N/A,N/A,N/A
10432,UP 2,18530.383,864,0,0.0,27.0,27.873141,100.0-990.0,nan,FTMS + p NSI d Full ms2 476.2796@hcd27.00 [100.0000-990.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7103531,N/A,N/A,N/A,N/A,IT=80 ,7150.1904,N/A,476.2796,2,27.00,23.147,1.60,N/A,N/A,N/A,211753757.5161,76394385.4464,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,8325.0,0.000,N/A,N/A,N/A
10433,UP 2,23358.219,948,0,0.0,27.0,27.87497,100.0-1085.0,nan,FTMS + p NSI d Full ms2 522.7645@hcd27.00 [100.0000-1085.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7192875,N/A,N/A,N/A,N/A,IT=80 ,7734.4463,N/A,522.7645,2,27.00,25.406,1.60,N/A,N/A,N/A,211753757.2285,76394385.2387,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,9356.2,0.000,N/A,N/A,N/A
10434,UP 2,34159.5,1188,0,0.0,27.0,27.8768,100.0-1150.0,nan,FTMS + p NSI d Full ms2 554.2897@hcd27.00 [100.0000-1150.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7280758,N/A,N/A,N/A,N/A,IT=80 ,10443.116,N/A,554.2896,2,27.00,26.938,1.60,N/A,N/A,N/A,211753756.8893,76394385.0019,N/A,N/A,-2.55,-0.08,-0.01,-0.01,0,N/A,10572.4,0.000,N/A,N/A,N/A
