Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (s),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
435,UP 2,34477.492,1248,0,0.0,27.0,1.7291552,100.0-1175.0,nan,FTMS + p NSI d Full ms2 566.8891@hcd27.00 [100.0000-1175.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6919181,N/A,N/A,N/A,N/A,IT=80 ,4660.9189,N/A,0.0000,2,27.00,27.551,1.60,N/A,N/A,N/A,211753750.8847,76394380.6546,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,9066.0,0.000,N/A,N/A,N/A
507,UP 2,80781.156,1412,0,0.0,27.0,2.0162283,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7139@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715072,N/A,N/A,N/A,N/A,IT=80 ,28641.051,N/A,414.7139,2,27.00,20.155,1.60,N/A,N/A,N/A,211753749.1874,76394379.4424,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,15151.8,0.000,N/A,N/A,N/A
511,UP 2,21226.957,1044,0,0.0,27.0,2.0283678,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7352@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7100714,N/A,N/A,N/A,N/A,IT=80 ,5622.8887,N/A,410.7352,2,27.00,19.962,1.60,N/A,N/A,N/A,211753751.1061,76394380.8281,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,8272.0,0.000,N/A,N/A,N/A
563,UP 2,28981.695,1104,0,0.0,27.0,2.2344435,100.0-1175.0,nan,FTMS + p NSI d Full ms2 566.8890@hcd27.00 [100.0000-1175.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.72363,N/A,N/A,N/A,N/A,IT=80 ,6221.6255,N/A,0.0000,2,27.00,27.551,1.60,N/A,N/A,N/A,211753750.8208,76394380.6142,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,9987.4,0.000,N/A,N/A,N/A
635,UP 2,83257.867,1540,0,0.0,27.0,2.5207937,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7139@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715388,N/A,N/A,N/A,N/A,IT=80 ,31264.408,N/A,414.7139,2,27.00,20.155,1.60,N/A,N/A,N/A,211753748.7667,76394379.1380,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,17352.3,0.000,N/A,N/A,N/A
639,UP 2,21156.172,960,0,0.0,27.0,2.5328999,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7354@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7175395,N/A,N/A,N/A,N/A,IT=80 ,6050.8833,N/A,410.7354,2,27.00,19.962,1.60,N/A,N/A,N/A,211753750.1952,76394380.1700,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,12230.5,0.000,N/A,N/A,N/A
761,UP 2,65051.398,1204,0,0.0,27.0,3.0222362,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7141@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714598,N/A,N/A,N/A,N/A,IT=80 ,29806.479,N/A,414.7140,2,27.00,20.155,1.60,N/A,N/A,N/A,211753749.6539,76394379.7771,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,14171.4,0.000,N/A,N/A,N/A
765,UP 2,14531.961,844,0,0.0,27.0,3.0344966,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7353@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7283876,N/A,N/A,N/A,N/A,IT=80 ,4431.9653,N/A,410.7352,2,27.00,19.962,1.60,N/A,N/A,N/A,211753752.0819,76394381.5234,N/A,N/A,-2.57,-0.08,0.00,-0.01,0,N/A,6653.4,0.000,N/A,N/A,N/A
887,UP 2,82229.891,1444,0,0.0,27.0,3.5232516,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7139@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715553,N/A,N/A,N/A,N/A,IT=80 ,35026.008,N/A,414.7139,2,27.00,20.155,1.60,N/A,N/A,N/A,211753749.1520,76394379.4192,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,17158.9,0.000,N/A,N/A,N/A
891,UP 2,15814.203,936,0,0.0,27.0,3.5355328,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7351@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7242367,N/A,N/A,N/A,N/A,IT=80 ,3544.5474,N/A,410.7351,2,27.00,19.962,1.60,N/A,N/A,N/A,211753751.7254,76394381.2699,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,7932.0,0.000,N/A,N/A,N/A
908,UP 2,31638.141,1280,0,0.0,27.0,3.6003865,100.0-1035.0,nan,FTMS + p NSI d Full ms2 498.9013@hcd27.00 [100.0000-1035.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6958452,N/A,N/A,N/A,N/A,IT=80 ,3693.3918,N/A,0.0000,2,27.00,24.247,1.60,N/A,N/A,N/A,211753751.3862,76394381.0262,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,9148.1,0.000,N/A,N/A,N/A
1014,UP 2,75407.383,1208,0,0.0,27.0,4.0247212,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7139@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714798,N/A,N/A,N/A,N/A,IT=80 ,31545.768,N/A,414.7139,2,27.00,20.155,1.60,N/A,N/A,N/A,211753749.7656,76394379.8659,N/A,N/A,-2.57,-0.08,-0.01,-0.01,0,N/A,14958.8,0.000,N/A,N/A,N/A
1018,UP 2,16352.633,856,0,0.0,27.0,4.0369836,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7354@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,211.5371041,N/A,N/A,N/A,N/A,IT=80 ,3902.1626,N/A,410.7354,2,27.00,19.962,1.60,N/A,N/A,N/A,211753751.8877,76394381.3944,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,8146.9,0.000,N/A,N/A,N/A
1140,UP 2,70409.414,1172,0,0.0,27.0,4.5256699,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7139@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715513,N/A,N/A,N/A,N/A,IT=80 ,32856.234,N/A,414.7139,2,27.00,20.155,1.60,N/A,N/A,N/A,211753750.0010,76394380.0306,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,14911.8,0.000,N/A,N/A,N/A
1144,UP 2,20613.664,1032,0,0.0,27.0,4.5379532,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7354@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6960277,N/A,N/A,N/A,N/A,IT=80 ,3420.6089,N/A,410.7354,2,27.00,19.962,1.60,N/A,N/A,N/A,211753751.2747,76394380.9409,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,10344.7,0.000,N/A,N/A,N/A
1267,UP 2,70817.898,1292,0,0.0,27.0,5.0293228,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7137@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714953,N/A,N/A,N/A,N/A,IT=80 ,30253.693,N/A,414.7137,2,27.00,20.155,1.60,N/A,N/A,N/A,211753750.0025,76394380.0242,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,14906.6,0.000,N/A,N/A,N/A
1271,UP 2,19038.062,996,0,0.0,27.0,5.0413331,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7349@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7129463,N/A,N/A,N/A,N/A,IT=80 ,4257.0186,N/A,410.7349,2,27.00,19.962,1.60,N/A,N/A,N/A,211753752.1540,76394381.5737,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,8012.2,0.000,N/A,N/A,N/A
1395,UP 2,61212.922,1188,0,0.0,27.0,5.5333257,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7135@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715417,N/A,N/A,N/A,N/A,IT=80 ,28894.84,N/A,414.7135,2,27.00,20.155,1.60,N/A,N/A,N/A,211753750.5490,76394380.4260,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,13767.3,0.000,N/A,N/A,N/A
1399,UP 2,16103.93,856,0,0.0,27.0,5.5453861,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7348@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7178611,N/A,N/A,N/A,N/A,IT=80 ,6143.2983,N/A,410.7348,2,27.00,19.962,1.60,N/A,N/A,N/A,211753751.9449,76394381.4289,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,8761.9,0.000,N/A,N/A,N/A
1423,UP 2,14923.043,888,0,0.0,27.0,5.6387501,100.0-785.0,nan,FTMS + p NSI d Full ms2 376.1671@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7263304,N/A,N/A,N/A,N/A,IT=80 ,3667.3589,N/A,0.0000,2,27.00,18.282,1.60,N/A,N/A,N/A,211753752.6110,76394381.9084,N/A,N/A,-2.56,-0.08,0.00,-0.01,0,N/A,6373.6,0.000,N/A,N/A,N/A
1429,UP 2,20408.836,1036,0,0.0,27.0,5.6602124,100.0-810.0,nan,FTMS + p NSI d Full ms2 388.6914@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7164036,N/A,N/A,N/A,N/A,IT=80 ,4550.375,N/A,0.0000,2,27.00,18.890,1.60,N/A,N/A,N/A,211753752.0034,76394381.4673,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,8552.3,0.000,N/A,N/A,N/A
1442,UP 2,16035.672,848,0,0.0,27.0,5.7094954,100.0-940.0,nan,FTMS + p NSI d Full ms2 452.2349@hcd27.00 [100.0000-940.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7177533,N/A,N/A,N/A,N/A,IT=80 ,5388.7842,N/A,0.0000,2,27.00,21.979,1.60,N/A,N/A,N/A,211753751.8563,76394381.3657,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,9079.7,0.000,N/A,N/A,N/A
1526,UP 2,72221.367,1240,0,0.0,27.0,6.0361869,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7130@hcd27.00 [100.0000-865.0000],On,1,69.780,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715437,N/A,N/A,N/A,N/A,IT=70 ,31732.229,N/A,414.7129,2,27.00,20.155,1.60,N/A,N/A,N/A,211753750.9032,76394380.6786,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,13340.6,0.000,N/A,N/A,N/A
1530,UP 2,24566.609,1140,0,0.0,27.0,6.0481347,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7345@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7233267,N/A,N/A,N/A,N/A,IT=80 ,4821.7207,N/A,410.7345,2,27.00,19.962,1.60,N/A,N/A,N/A,211753751.7541,76394381.2907,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,10289.5,0.000,N/A,N/A,N/A
1554,UP 2,16639.484,948,0,0.0,27.0,6.1388029,100.0-785.0,nan,FTMS + p NSI d Full ms2 376.1671@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7184341,N/A,N/A,N/A,N/A,IT=80 ,4430.1748,N/A,0.0000,2,27.00,18.282,1.60,N/A,N/A,N/A,211753752.4213,76394381.7706,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,7897.2,0.000,N/A,N/A,N/A
1565,UP 2,21095.914,988,0,0.0,27.0,6.1804589,100.0-810.0,nan,FTMS + p NSI d Full ms2 388.6915@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6991161,N/A,N/A,N/A,N/A,IT=80 ,5168.9824,N/A,0.0000,2,27.00,18.890,1.60,N/A,N/A,N/A,211753751.4740,76394381.0821,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,11293.9,0.000,N/A,N/A,N/A
1585,UP 2,11930.172,852,0,0.0,27.0,6.2574751,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6994@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7064619,N/A,N/A,N/A,N/A,IT=80 ,3402.825,N/A,358.6994,2,27.00,17.433,1.60,N/A,N/A,N/A,211753753.2365,76394382.3630,N/A,N/A,-2.56,-0.08,0.00,-0.01,0,N/A,4974.1,0.000,N/A,N/A,N/A
1591,UP 2,16783.195,904,0,0.0,27.0,6.2791437,100.0-780.0,nan,FTMS + p NSI d Full ms2 374.1841@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7207529,N/A,N/A,N/A,N/A,IT=80 ,5143.0903,N/A,0.0000,2,27.00,18.185,1.60,N/A,N/A,N/A,211753752.2775,76394381.6668,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,8412.8,0.000,N/A,N/A,N/A
1658,UP 2,66478.695,1372,0,0.0,27.0,6.5405419,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7132@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714968,N/A,N/A,N/A,N/A,IT=80 ,25223.109,N/A,414.7132,2,27.00,20.155,1.60,N/A,N/A,N/A,211753750.9463,76394380.7045,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,13186.0,0.000,N/A,N/A,N/A
1662,UP 2,11021.195,796,0,0.0,27.0,6.5525918,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7344@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7199735,N/A,N/A,N/A,N/A,IT=80 ,3606.4197,N/A,410.7344,2,27.00,19.962,1.60,N/A,N/A,N/A,211753752.5206,76394381.8377,N/A,N/A,-2.56,-0.08,0.00,-0.01,0,N/A,7541.2,0.000,N/A,N/A,N/A
1702,UP 2,26241.242,1132,0,0.0,27.0,6.7102637,100.0-810.0,nan,FTMS + p NSI d Full ms2 388.6912@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7272641,N/A,N/A,N/A,N/A,IT=80 ,4062.3459,N/A,0.0000,2,27.00,18.890,1.60,N/A,N/A,N/A,211753752.1367,76394381.5674,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,8917.8,0.000,N/A,N/A,N/A
1721,UP 2,27009.875,1188,0,0.0,27.0,6.781934,100.0-785.0,nan,FTMS + p NSI d Full ms2 376.1666@hcd27.00 [100.0000-785.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6952715,N/A,N/A,N/A,N/A,IT=80 ,3836.999,N/A,376.1666,2,27.00,18.282,1.60,N/A,N/A,N/A,211753752.0716,76394381.5162,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,9151.1,0.000,N/A,N/A,N/A
1731,UP 2,17356.555,988,0,0.0,27.0,6.8200255,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.6993@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.6942835,N/A,N/A,N/A,N/A,IT=80 ,2580.8347,N/A,358.6993,2,27.00,17.433,1.60,N/A,N/A,N/A,211753752.6094,76394381.9078,N/A,N/A,-2.56,-0.08,0.00,-0.01,0,N/A,7222.8,0.000,N/A,N/A,N/A
1737,UP 2,10695.891,752,0,0.0,27.0,6.8419065,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2735@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7091195,N/A,N/A,N/A,N/A,IT=80 ,5405.6899,N/A,0.0000,2,27.00,22.612,1.60,N/A,N/A,N/A,211753753.1770,76394382.3207,N/A,N/A,-2.56,-0.08,0.00,-0.01,0,N/A,5187.4,0.000,N/A,N/A,N/A
1770,UP 2,15798.367,856,0,0.0,27.0,6.9717181,100.0-760.0,nan,FTMS + p NSI d Full ms2 363.1635@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7216315,N/A,N/A,N/A,N/A,IT=80 ,5318.3218,N/A,363.1635,2,27.00,17.650,1.60,N/A,N/A,N/A,211753752.4078,76394381.7588,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,7945.7,0.000,N/A,N/A,N/A
1789,UP 2,23202.016,956,0,0.0,27.0,7.0435614,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7132@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0711337,N/A,N/A,N/A,N/A,IT=80 ,7077.5708,N/A,414.7132,2,27.00,20.155,1.60,N/A,N/A,N/A,211753752.1374,76394381.5711,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,9827.0,0.000,N/A,N/A,N/A
1793,UP 2,20866.328,1044,0,0.0,27.0,7.0556864,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7345@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.701694,N/A,N/A,N/A,N/A,IT=80 ,3461.1863,N/A,410.7345,2,27.00,19.962,1.60,N/A,N/A,N/A,211753752.0967,76394381.5426,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,9973.0,0.000,N/A,N/A,N/A
1807,UP 2,31658.125,1284,0,0.0,27.0,7.1079735,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2813@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7104407,N/A,N/A,N/A,N/A,IT=80 ,6233.1797,N/A,472.2814,2,27.00,22.953,1.60,N/A,N/A,N/A,211753752.2395,76394381.6357,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,9460.8,0.000,N/A,N/A,N/A
1842,UP 2,9238.7266,748,0,0.0,27.0,7.244208,100.0-810.0,nan,FTMS + p NSI d Full ms2 388.6910@hcd27.00 [100.0000-810.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,305.7220462,N/A,N/A,N/A,N/A,IT=80 ,3139.3291,N/A,0.0000,2,27.00,18.890,1.60,N/A,N/A,N/A,211753752.6081,76394381.9039,N/A,N/A,-2.56,-0.08,-0.01,-0.01,0,N/A,8139.2,0.000,N/A,N/A,N/A
